id_commande;date_commande;id_produit;quantité;entrepôt;statut
O014336;11/02/2024;P00624;1;Lyon;Expédié
O014337;09/01/2024;P00468;1;Lyon;Livré
O014338;02/11/2024;P00235;7;Paris;En attente
O014339;24/05/2024;P00500;1;Lyon;Expédié
O014340;06/04/2024;P00714;1;Marseille;Expédié
O014341;02/10/2024;P00552;6;Lyon;En attente
O014342;21/05/2024;P00711;8;Paris;Expédié
O014343;04/10/2024;P00961;7;Marseille;Livré
O014344;27/01/2024;P00823;6;Marseille;Livré
O014345;12/02/2024;P00638;7;Marseille;Livré
O014346;10/05/2024;P00074;2;Marseille;Livré
O014347;03/08/2024;P00691;6;Paris;En attente
O014348;03/04/2024;P00005;9;Marseille;Livré
O014349;08/01/2024;P00824;4;Marseille;Livré
O014350;26/03/2024;P00118;2;Lyon;Annulé
O014351;10/12/2024;P00744;9;Paris;Livré
O014352;17/05/2024;P00661;8;Paris;Livré
O014353;02/09/2024;P00314;8;Lyon;Livré
O014354;21/01/2024;P00201;7;Paris;Expédié
O014355;21/09/2024;P00861;8;Lyon;Livré
O014356;27/05/2024;P00543;3;Lyon;Livré
O014357;02/07/2024;P00749;6;Paris;Expédié
O014358;14/08/2024;P00430;7;Marseille;Livré
O014359;18/10/2024;P00667;5;Lyon;Livré
O014360;05/02/2024;P00710;2;Marseille;Expédié
O014361;02/09/2024;P00619;7;Lyon;Expédié
O014362;13/03/2024;P00159;2;Lyon;Livré
O014363;29/05/2024;P00681;9;Lyon;Livré
O014364;01/01/2024;P00301;9;Marseille;En attente
O014365;09/03/2024;P00420;6;Paris;En attente
O014366;19/10/2024;P00258;4;Paris;Expédié
O014367;17/08/2024;P00062;4;Paris;Expédié
O014368;29/07/2024;P00661;5;Marseille;En attente
O014369;12/03/2024;P00162;7;Paris;Expédié
O014370;28/12/2024;P00086;8;Marseille;Expédié
O014371;05/04/2024;P00013;8;Marseille;Livré
O014372;24/03/2024;P00275;7;Lyon;Expédié
O014373;15/08/2024;P00417;6;Marseille;Expédié
O014374;25/10/2024;P00124;2;Lyon;En attente
O014375;23/08/2024;P00870;8;Lyon;Expédié
O014376;19/10/2024;P00616;4;Lyon;Expédié
O014377;09/08/2024;P00049;8;Marseille;Livré
O014378;10/08/2024;P00003;5;Marseille;Expédié
O014379;07/10/2024;P00934;3;Marseille;Expédié
O014380;08/08/2024;P00762;6;Lyon;Livré
O014381;03/08/2024;P00765;2;Paris;Livré
O014382;18/08/2024;P00723;6;Lyon;Livré
O014383;17/06/2024;P00583;6;Lyon;Expédié
O014384;24/11/2024;P00271;1;Paris;En attente
O014385;11/02/2024;P00550;5;Marseille;Livré
O014386;14/09/2024;P00153;5;Lyon;En attente
O014387;14/07/2024;P00317;8;Paris;Livré
O014388;05/04/2024;P00982;7;Paris;Annulé
O014389;12/11/2024;P00727;9;Paris;Livré
O014390;14/01/2024;P00434;3;Marseille;Livré
O014391;22/04/2024;P00522;1;Marseille;Expédié
O014392;17/03/2024;P00612;7;Paris;Livré
O014393;03/10/2024;P00869;9;Paris;Livré
O014394;15/11/2024;P00946;7;Marseille;Livré
O014395;08/06/2024;P00891;7;Marseille;Expédié
O014396;08/11/2024;P00490;6;Lyon;Livré
O014397;28/04/2024;P00810;5;Marseille;Livré
O014398;09/06/2024;P00746;5;Marseille;Livré
O014399;03/11/2024;P00199;8;Marseille;En attente
O014400;16/12/2024;P00436;9;Marseille;Livré
O014401;25/05/2024;P00686;4;Lyon;Livré
O014402;11/06/2024;P00217;1;Lyon;Livré
O014403;27/06/2024;P00510;5;Paris;Expédié
O014404;29/03/2024;P00040;4;Paris;Livré
O014405;10/08/2024;P00698;4;Lyon;Livré
O014406;22/09/2024;P00489;1;Marseille;Expédié
O014407;26/08/2024;P00792;3;Paris;Livré
O014408;03/11/2024;P00581;3;Lyon;Expédié
O014409;03/02/2024;P00249;8;Lyon;Livré
O014410;15/06/2024;P00085;6;Paris;Expédié
O014411;04/05/2024;P00680;6;Paris;Livré
O014412;11/08/2024;P00404;6;Paris;Livré
O014413;29/05/2024;P00029;8;Paris;Expédié
O014414;07/07/2024;P00037;5;Paris;Livré
O014415;12/02/2024;P00507;3;Paris;Livré
O014416;29/01/2024;P00532;1;Lyon;Expédié
O014417;27/12/2024;P00658;8;Marseille;Livré
O014418;29/04/2024;P00260;4;Paris;Livré
O014419;02/12/2024;P00651;3;Marseille;Annulé
O014420;31/01/2024;P00255;8;Lyon;Expédié
O014421;29/06/2024;P00960;7;Paris;Livré
O014422;10/06/2024;P00086;8;Marseille;Expédié
O014423;07/05/2024;P00564;2;Marseille;Livré
O014424;11/09/2024;P00811;8;Paris;Expédié
O014425;20/10/2024;P00654;4;Lyon;En attente
O014426;22/12/2024;P00634;2;Marseille;En attente
O014427;10/09/2024;P00941;4;Paris;Livré
O014428;09/05/2024;P00412;8;Paris;Livré
O014429;12/01/2024;P00388;6;Marseille;Livré
O014430;04/02/2024;P00400;3;Paris;Livré
O014431;16/07/2024;P00422;7;Paris;Livré
O014432;04/09/2024;P00959;6;Marseille;Expédié
O014433;19/04/2024;P00663;5;Marseille;Livré
O014434;23/11/2024;P00333;6;Lyon;Expédié
O014435;01/09/2024;P00660;3;Marseille;En attente
O014436;06/09/2024;P00453;5;Marseille;Livré
O014437;31/12/2024;P00595;3;Lyon;Expédié
O014438;12/11/2024;P00149;2;Lyon;Livré
O014439;11/06/2024;P00170;2;Marseille;En attente
O014440;17/02/2024;P00325;2;Marseille;Expédié
O014441;11/03/2024;P00782;4;Lyon;Livré
O014442;13/05/2024;P00228;2;Marseille;Livré
O014443;26/08/2024;P00326;4;Lyon;Livré
O014444;08/03/2024;P00005;9;Lyon;Livré
O014445;04/10/2024;P00152;3;Lyon;Livré
O014446;01/02/2024;P00221;5;Lyon;Livré
O014447;02/05/2024;P00157;2;Paris;En attente
O014448;22/01/2024;P00258;7;Paris;Livré
O014449;03/06/2024;P00006;5;Paris;Expédié
O014450;19/04/2024;P00290;7;Lyon;Livré
O014451;27/09/2024;P00204;3;Lyon;En attente
O014452;26/10/2024;P00278;6;Lyon;Livré
O014453;24/04/2024;P00900;3;Paris;Livré
O014454;07/08/2024;P00881;1;Paris;Expédié
O014455;17/08/2024;P00134;8;Paris;En attente
O014456;08/09/2024;P00835;9;Paris;Livré
O014457;05/09/2024;P00589;5;Paris;Expédié
O014458;09/01/2024;P00447;1;Marseille;Annulé
O014459;03/02/2024;P00983;2;Paris;Livré
O014460;15/08/2024;P00995;8;Paris;Annulé
O014461;13/03/2024;P00346;7;Marseille;Livré
O014462;27/10/2024;P00116;4;Paris;Expédié
O014463;30/07/2024;P00713;3;Lyon;Expédié
O014464;12/03/2024;P00599;4;Paris;Livré
O014465;27/02/2024;P00580;5;Marseille;Livré
O014466;07/08/2024;P00930;4;Paris;Expédié
O014467;01/10/2024;P00613;9;Paris;Livré
O014468;05/09/2024;P00968;1;Marseille;Livré
O014469;16/01/2024;P00674;1;Lyon;Expédié
O014470;15/03/2024;P00313;7;Paris;Livré
O014471;15/04/2024;P00421;3;Lyon;Expédié
O014472;15/05/2024;P00902;4;Paris;Livré
O014473;14/03/2024;P00583;1;Lyon;Expédié
O014474;10/09/2024;P00173;2;Marseille;En attente
O014475;18/01/2024;P00169;5;Lyon;En attente
O014476;12/02/2024;P00103;4;Paris;Expédié
O014477;19/02/2024;P00228;3;Lyon;Livré
O014478;03/01/2024;P00133;2;Lyon;Livré
O014479;19/08/2024;P00572;1;Marseille;Livré
O014480;06/08/2024;P00963;1;Marseille;Livré
O014481;28/02/2024;P00657;1;Paris;Expédié
O014482;10/10/2024;P00211;7;Lyon;En attente
O014483;28/10/2024;P00109;1;Lyon;Expédié
O014484;04/03/2024;P00193;2;Lyon;Livré
O014485;10/03/2024;P00357;2;Lyon;Livré
O014486;29/10/2024;P00695;8;Paris;Livré
O014487;21/05/2024;P00521;5;Lyon;En attente
O014488;20/07/2024;P00644;4;Lyon;Expédié
O014489;25/07/2024;P00426;3;Marseille;Expédié
O014490;08/08/2024;P00942;8;Marseille;Livré
O014491;27/12/2024;P00074;6;Lyon;En attente
O014492;02/09/2024;P00096;7;Lyon;Livré
O014493;21/03/2024;P00129;5;Marseille;En attente
O014494;07/09/2024;P00343;5;Marseille;Livré
O014495;20/02/2024;P00371;8;Marseille;Expédié
O014496;11/10/2024;P00401;1;Marseille;Expédié
O014497;11/12/2024;P00884;3;Marseille;Livré
O014498;22/07/2024;P00222;7;Lyon;Expédié
O014499;25/01/2024;P00640;3;Paris;Expédié
O014500;10/02/2024;P00512;9;Paris;En attente
O014501;09/03/2024;P00859;2;Paris;Livré
O014502;04/01/2024;P00505;1;Marseille;Livré
O014503;27/08/2024;P00335;7;Marseille;Livré
O014504;26/12/2024;P00374;9;Lyon;En attente
O014505;31/01/2024;P00486;4;Paris;Expédié
O014506;26/04/2024;P00007;9;Paris;Expédié
O014507;13/07/2024;P00737;3;Lyon;Annulé
O014508;30/03/2024;P00389;8;Lyon;Expédié
O014509;26/06/2024;P00436;9;Paris;En attente
O014510;24/05/2024;P00116;5;Marseille;Livré
O014511;20/07/2024;P00103;5;Marseille;Expédié
O014512;17/11/2024;P00738;5;Paris;Expédié
O014513;09/12/2024;P00565;9;Paris;Livré
O014514;21/07/2024;P00887;9;Lyon;Livré
O014515;24/01/2024;P00003;3;Lyon;Expédié
O014516;20/12/2024;P00830;4;Marseille;Livré
O014517;14/04/2024;P00544;6;Marseille;Livré
O014518;01/10/2024;P00770;8;Lyon;Livré
O014519;17/11/2024;P00080;2;Lyon;Livré
O014520;29/02/2024;P00636;4;Lyon;Livré
O014521;15/01/2024;P00849;5;Lyon;En attente
O014522;25/03/2024;P00821;6;Paris;Livré
O014523;15/07/2024;P00396;1;Lyon;Livré
O014524;22/08/2024;P00892;6;Lyon;Expédié
O014525;09/12/2024;P00389;7;Lyon;Livré
O014526;19/09/2024;P00260;9;Paris;Livré
O014527;06/01/2024;P00312;8;Lyon;En attente
O014528;15/10/2024;P00336;3;Marseille;En attente
O014529;27/02/2024;P00210;5;Lyon;Expédié
O014530;24/05/2024;P00511;1;Lyon;Livré
O014531;31/12/2024;P00448;9;Marseille;Livré
O014532;11/02/2024;P00045;7;Paris;Livré
O014533;15/12/2024;P00956;3;Paris;En attente
O014534;18/07/2024;P00404;6;Marseille;Livré
O014535;22/06/2024;P00309;1;Lyon;Livré
O014536;30/11/2024;P00841;3;Lyon;Annulé
O014537;04/04/2024;P00784;1;Paris;Livré
O014538;04/08/2024;P00227;7;Paris;Annulé
O014539;20/04/2024;P00349;3;Lyon;En attente
O014540;18/12/2024;P00113;5;Paris;En attente
O014541;28/06/2024;P00030;5;Lyon;En attente
O014542;11/06/2024;P00276;9;Marseille;Expédié
O014543;28/04/2024;P00362;1;Lyon;Livré
O014544;20/11/2024;P00726;3;Paris;En attente
O014545;15/08/2024;P00087;4;Lyon;Annulé
O014546;24/05/2024;P00436;4;Lyon;Expédié
O014547;03/11/2024;P00804;8;Lyon;Expédié
O014548;21/05/2024;P00022;8;Marseille;Livré
O014549;01/05/2024;P00385;4;Paris;En attente
O014550;11/10/2024;P00021;9;Paris;Livré
O014551;13/08/2024;P00688;9;Lyon;Livré
O014552;25/12/2024;P00491;3;Marseille;Livré
O014553;13/09/2024;P00467;9;Paris;En attente
O014554;11/10/2024;P00456;8;Lyon;Livré
O014555;13/06/2024;P00773;4;Lyon;Livré
O014556;08/08/2024;P00888;5;Paris;Livré
O014557;09/03/2024;P00680;2;Lyon;Livré
O014558;04/11/2024;P00221;7;Paris;Livré
O014559;11/08/2024;P00594;2;Lyon;En attente
O014560;03/05/2024;P00989;1;Lyon;Livré
O014561;09/12/2024;P00591;5;Paris;Livré
O014562;04/12/2024;P00498;8;Lyon;Livré
O014563;12/01/2024;P00813;4;Paris;Livré
O014564;21/02/2024;P00159;1;Paris;Livré
O014565;08/05/2024;P00143;4;Paris;Expédié
O014566;14/05/2024;P00826;9;Paris;Livré
O014567;24/05/2024;P00949;8;Marseille;Expédié
O014568;06/05/2024;P00045;9;Marseille;Livré
O014569;13/08/2024;P00451;7;Lyon;Livré
O014570;11/03/2024;P00236;6;Marseille;Livré
O014571;29/09/2024;P00682;6;Marseille;Livré
O014572;05/07/2024;P00225;1;Marseille;Livré
O014573;03/01/2024;P00408;3;Paris;Livré
O014574;11/10/2024;P00294;2;Paris;Expédié
O014575;22/01/2024;P00819;7;Marseille;Livré
O014576;14/06/2024;P00280;6;Marseille;Expédié
O014577;05/11/2024;P00973;3;Lyon;Expédié
O014578;28/12/2024;P00603;4;Paris;En attente
O014579;02/09/2024;P00417;1;Lyon;Livré
O014580;21/08/2024;P00147;4;Marseille;Expédié
O014581;20/11/2024;P00793;2;Paris;Livré
O014582;06/06/2024;P00582;5;Paris;Expédié
O014583;30/05/2024;P00993;9;Marseille;Livré
O014584;31/07/2024;P00985;9;Paris;En attente
O014585;05/08/2024;P00471;1;Paris;En attente
O014586;02/09/2024;P00049;6;Marseille;Annulé
O014587;29/10/2024;P00017;2;Lyon;Expédié
O014588;02/10/2024;P00149;1;Paris;Livré
O014589;30/05/2024;P00555;9;Lyon;Expédié
O014590;14/07/2024;P00212;2;Marseille;Livré
O014591;21/01/2024;P00716;6;Lyon;Expédié
O014592;13/09/2024;P00717;6;Lyon;Annulé
O014593;17/01/2024;P00850;3;Marseille;Livré
O014594;20/02/2024;P00918;6;Lyon;Livré
O014595;26/09/2024;P00063;4;Paris;Expédié
O014596;10/11/2024;P00536;8;Paris;Expédié
O014597;23/03/2024;P00545;4;Marseille;Livré
O014598;01/11/2024;P00963;7;Paris;Livré
O014599;03/05/2024;P00721;2;Marseille;Livré
O014600;16/10/2024;P00487;6;Marseille;Livré
O014601;18/09/2024;P00480;5;Paris;Expédié
O014602;30/12/2024;P00785;1;Lyon;Livré
O014603;18/02/2024;P00688;5;Paris;En attente
O014604;06/01/2024;P00044;6;Lyon;Expédié
O014605;26/04/2024;P00665;2;Paris;Expédié
O014606;27/04/2024;P00456;7;Lyon;Expédié
O014607;19/09/2024;P00511;1;Lyon;Livré
O014608;18/12/2024;P00875;1;Marseille;Livré
O014609;08/05/2024;P00355;1;Lyon;Livré
O014610;19/06/2024;P00700;2;Paris;Livré
O014611;27/01/2024;P00797;1;Marseille;Annulé
O014612;17/07/2024;P00012;7;Lyon;Livré
O014613;09/11/2024;P00356;5;Paris;Livré
O014614;10/12/2024;P00895;7;Lyon;Livré
O014615;06/04/2024;P00137;5;Paris;Expédié
O014616;17/01/2024;P00474;8;Marseille;Livré
O014617;21/06/2024;P00598;8;Lyon;Livré
O014618;10/04/2024;P00053;9;Marseille;Expédié
O014619;04/07/2024;P00573;3;Marseille;Livré
O014620;02/07/2024;P00927;2;Marseille;Livré
O014621;02/08/2024;P00113;7;Paris;Livré
O014622;07/09/2024;P00816;7;Paris;En attente
O014623;03/08/2024;P00620;3;Paris;Livré
O014624;29/01/2024;P00478;2;Marseille;En attente
O014625;11/04/2024;P00335;2;Marseille;Livré
O014626;02/05/2024;P00815;3;Lyon;Livré
O014627;23/02/2024;P00417;8;Lyon;Expédié
O014628;09/10/2024;P00067;8;Marseille;Expédié
O014629;11/04/2024;P00994;1;Paris;En attente
O014630;26/04/2024;P00320;9;Lyon;Livré
O014631;13/04/2024;P00634;5;Marseille;Expédié
O014632;14/02/2024;P00254;5;Paris;Livré
O014633;23/04/2024;P00401;2;Paris;Livré
O014634;08/12/2024;P00300;5;Marseille;Livré
O014635;31/01/2024;P00005;6;Marseille;Livré
O014636;12/06/2024;P00862;7;Paris;Livré
O014637;07/07/2024;P00446;1;Lyon;Expédié
O014638;19/10/2024;P00235;3;Paris;Annulé
O014639;13/07/2024;P00447;4;Paris;Livré
O014640;18/10/2024;P00847;7;Marseille;Livré
O014641;17/09/2024;P00039;8;Marseille;Livré
O014642;25/07/2024;P00200;5;Paris;Annulé
O014643;21/02/2024;P00682;7;Lyon;Expédié
O014644;18/02/2024;P00870;2;Paris;Livré
O014645;06/01/2024;P00860;8;Marseille;Livré
O014646;11/08/2024;P00021;2;Marseille;Livré
O014647;23/01/2024;P00687;3;Marseille;Livré
O014648;24/05/2024;P00074;3;Lyon;Annulé
O014649;19/04/2024;P00796;6;Paris;Expédié
O014650;30/07/2024;P00149;6;Marseille;Livré
O014651;26/10/2024;P00625;1;Paris;Livré
O014652;10/02/2024;P00284;2;Marseille;Livré
O014653;20/06/2024;P00086;5;Marseille;Expédié
O014654;04/07/2024;P00102;9;Marseille;Livré
O014655;01/08/2024;P00531;6;Paris;Livré
O014656;01/11/2024;P00063;6;Paris;Expédié
O014657;21/02/2024;P00628;1;Paris;Expédié
O014658;10/03/2024;P00692;8;Paris;Annulé
O014659;14/07/2024;P00550;9;Lyon;En attente
O014660;30/05/2024;P00814;5;Marseille;Expédié
O014661;18/04/2024;P00408;3;Lyon;Livré
O014662;27/04/2024;P00604;5;Paris;Livré
O014663;30/12/2024;P00173;5;Lyon;Livré
O014664;04/04/2024;P00717;1;Lyon;Livré
O014665;12/09/2024;P00521;9;Paris;Annulé
O014666;13/02/2024;P00521;2;Marseille;Expédié
O014667;07/03/2024;P00533;5;Lyon;Livré
O014668;04/06/2024;P00024;1;Paris;Expédié
O014669;18/11/2024;P00095;7;Lyon;Expédié
O014670;24/07/2024;P00704;7;Paris;Livré
O014671;30/09/2024;P00861;5;Paris;Livré
O014672;03/06/2024;P00296;2;Marseille;Livré
O014673;27/06/2024;P00970;8;Marseille;Livré
O014674;29/02/2024;P00180;3;Marseille;Livré
O014675;14/03/2024;P00900;5;Lyon;Livré
O014676;18/02/2024;P00131;6;Lyon;Annulé
O014677;27/09/2024;P00909;6;Paris;Annulé
O014678;13/03/2024;P00533;8;Paris;Expédié
O014679;14/07/2024;P00008;1;Marseille;Expédié
O014680;27/06/2024;P00888;5;Lyon;Livré
O014681;17/02/2024;P00201;7;Paris;Livré
O014682;12/03/2024;P00878;5;Paris;Livré
O014683;22/04/2024;P00385;8;Paris;Expédié
O014684;01/09/2024;P00526;2;Paris;Expédié
O014685;04/11/2024;P00844;5;Marseille;Expédié
O014686;07/06/2024;P00548;4;Lyon;En attente
O014687;30/09/2024;P00406;3;Lyon;Livré
O014688;24/09/2024;P00373;2;Paris;Livré
O014689;30/10/2024;P00164;8;Paris;En attente
O014690;30/01/2024;P00557;4;Marseille;Annulé
O014691;06/04/2024;P00656;4;Paris;Expédié
O014692;07/09/2024;P00523;4;Lyon;Livré
O014693;07/01/2024;P00835;9;Marseille;Livré
O014694;01/04/2024;P00354;7;Marseille;Livré
O014695;22/04/2024;P00409;3;Marseille;Expédié
O014696;15/09/2024;P00511;5;Lyon;Expédié
O014697;16/04/2024;P00858;4;Paris;Livré
O014698;03/03/2024;P00963;1;Marseille;En attente
O014699;23/12/2024;P00212;4;Paris;Livré
O014700;27/09/2024;P00927;7;Paris;Expédié
O014701;17/07/2024;P00625;5;Marseille;En attente
O014702;12/12/2024;P00961;6;Marseille;En attente
O014703;02/12/2024;P00858;6;Marseille;Expédié
O014704;25/05/2024;P00345;7;Paris;Livré
O014705;01/03/2024;P00011;1;Lyon;Expédié
O014706;29/04/2024;P00336;6;Marseille;Expédié
O014707;01/03/2024;P00340;9;Lyon;Livré
O014708;04/11/2024;P00874;5;Lyon;Livré
O014709;26/01/2024;P00884;7;Paris;Livré
O014710;24/04/2024;P00678;3;Paris;Livré
O014711;09/02/2024;P00258;4;Paris;Expédié
O014712;09/12/2024;P00054;4;Paris;Livré
O014713;25/04/2024;P00605;6;Lyon;Livré
O014714;15/05/2024;P00775;3;Lyon;Livré
O014715;03/10/2024;P00945;3;Marseille;Expédié
O014716;25/10/2024;P00296;5;Paris;Livré
O014717;21/01/2024;P00557;2;Paris;En attente
O014718;31/01/2024;P00950;1;Lyon;Livré
O014719;03/09/2024;P00217;2;Paris;Livré
O014720;27/01/2024;P00701;9;Paris;Livré
O014721;13/03/2024;P00388;3;Marseille;Livré
O014722;06/04/2024;P00107;3;Marseille;Livré
O014723;09/06/2024;P00802;1;Lyon;Expédié
O014724;11/12/2024;P00473;2;Lyon;Expédié
O014725;26/10/2024;P00008;6;Paris;Livré
O014726;25/10/2024;P00544;2;Marseille;En attente
O014727;13/10/2024;P00914;8;Marseille;Livré
O014728;30/07/2024;P00168;6;Paris;Livré
O014729;16/03/2024;P00331;2;Marseille;Livré
O014730;22/05/2024;P00952;6;Marseille;Expédié
O014731;03/02/2024;P00037;2;Lyon;Livré
O014732;01/12/2024;P00231;1;Marseille;Livré
O014733;04/01/2024;P00183;5;Lyon;Livré
O014734;23/11/2024;P00292;5;Paris;Expédié
O014735;07/04/2024;P00758;8;Lyon;Livré
O014736;31/12/2024;P00522;4;Marseille;Livré
O014737;04/08/2024;P00070;2;Paris;Livré
O014738;28/01/2024;P00237;7;Marseille;Livré
O014739;19/07/2024;P00464;3;Marseille;Expédié
O014740;29/09/2024;P00118;3;Lyon;Livré
O014741;09/11/2024;P00729;8;Paris;Livré
O014742;06/05/2024;P00191;3;Lyon;Expédié
O014743;20/07/2024;P00930;2;Lyon;Livré
O014744;09/01/2024;P00863;9;Marseille;En attente
O014745;13/10/2024;P00506;8;Lyon;Livré
O014746;28/03/2024;P00504;2;Lyon;Livré
O014747;13/11/2024;P00751;8;Paris;Livré
O014748;19/01/2024;P00840;5;Marseille;Annulé
O014749;21/03/2024;P00401;4;Paris;Expédié
O014750;16/04/2024;P00891;5;Lyon;Expédié
O014751;06/11/2024;P00317;5;Marseille;Livré
O014752;17/08/2024;P00718;1;Lyon;Livré
O014753;21/04/2024;P00222;5;Lyon;Livré
O014754;07/08/2024;P00658;7;Paris;Annulé
O014755;02/05/2024;P00189;8;Marseille;Livré
O014756;31/08/2024;P00750;8;Marseille;Expédié
O014757;26/06/2024;P00292;2;Lyon;Livré
O014758;05/03/2024;P00981;1;Paris;Livré
O014759;03/01/2024;P00949;4;Lyon;Livré
O014760;25/07/2024;P00223;3;Paris;En attente
O014761;21/01/2024;P00758;8;Lyon;Annulé
O014762;19/10/2024;P00759;6;Lyon;Livré
O014763;15/01/2024;P00417;5;Marseille;Livré
O014764;08/12/2024;P00407;9;Paris;Livré
O014765;24/07/2024;P00960;6;Marseille;Livré
O014766;20/07/2024;P00038;6;Marseille;Livré
O014767;29/04/2024;P00453;1;Marseille;Expédié
O014768;16/05/2024;P00207;9;Lyon;Annulé
O014769;26/10/2024;P00926;2;Marseille;Livré
O014770;21/10/2024;P00400;1;Marseille;Livré
O014771;25/01/2024;P00950;7;Lyon;Expédié
O014772;07/11/2024;P00187;5;Lyon;Livré
O014773;21/08/2024;P00360;6;Lyon;Expédié
O014774;30/04/2024;P00989;4;Marseille;Expédié
O014775;30/03/2024;P00604;8;Paris;Livré
O014776;15/11/2024;P00006;7;Lyon;Livré
O014777;18/07/2024;P00133;1;Paris;Livré
O014778;28/06/2024;P00998;6;Lyon;Expédié
O014779;10/12/2024;P00473;3;Marseille;Livré
O014780;16/03/2024;P00604;8;Marseille;Livré
O014781;16/05/2024;P00513;6;Lyon;En attente
O014782;17/05/2024;P00782;6;Lyon;En attente
O014783;10/01/2024;P00083;5;Lyon;Expédié
O014784;19/07/2024;P00799;8;Lyon;Livré
O014785;13/11/2024;P00691;6;Lyon;Livré
O014786;11/12/2024;P00377;7;Marseille;Livré
O014787;06/08/2024;P00335;9;Marseille;En attente
O014788;29/02/2024;P00659;6;Lyon;Expédié
O014789;26/05/2024;P00102;6;Lyon;En attente
O014790;16/04/2024;P00288;9;Lyon;Expédié
O014791;07/02/2024;P00825;6;Marseille;Expédié
O014792;13/05/2024;P00031;7;Lyon;Expédié
O014793;08/08/2024;P00314;4;Marseille;Annulé
O014794;29/10/2024;P00997;5;Marseille;Expédié
O014795;12/05/2024;P00154;8;Paris;Livré
O014796;29/11/2024;P00560;5;Lyon;Livré
O014797;22/02/2024;P00891;4;Lyon;Expédié
O014798;02/03/2024;P00553;8;Lyon;En attente
O014799;23/01/2024;P00153;5;Marseille;Livré
O014800;13/02/2024;P00943;2;Lyon;Livré
O014801;03/11/2024;P00694;8;Marseille;Livré
O014802;15/02/2024;P00232;8;Paris;Expédié
O014803;26/05/2024;P00121;7;Lyon;Annulé
O014804;03/08/2024;P00185;9;Lyon;Livré
O014805;05/12/2024;P00456;9;Marseille;Livré
O014806;16/02/2024;P00829;4;Lyon;Expédié
O014807;12/12/2024;P00388;7;Marseille;Livré
O014808;03/11/2024;P00927;1;Marseille;Livré
O014809;24/01/2024;P00632;1;Paris;Expédié
O014810;24/05/2024;P00864;3;Paris;Livré
O014811;29/03/2024;P00226;6;Lyon;En attente
O014812;22/06/2024;P00624;8;Marseille;Livré
O014813;04/03/2024;P00195;5;Marseille;Livré
O014814;28/04/2024;P00809;3;Marseille;Expédié
O014815;10/08/2024;P00026;2;Marseille;Expédié
O014816;04/06/2024;P00964;8;Marseille;Livré
O014817;26/06/2024;P00194;9;Paris;En attente
O014818;15/11/2024;P00019;7;Marseille;Livré
O014819;07/12/2024;P00855;6;Paris;Expédié
O014820;25/02/2024;P00537;2;Lyon;Livré
O014821;28/02/2024;P00559;2;Lyon;Livré
O014822;07/08/2024;P00711;6;Paris;En attente
O014823;03/07/2024;P00264;9;Marseille;En attente
O014824;16/02/2024;P00515;9;Marseille;Expédié
O014825;11/04/2024;P00471;9;Lyon;Livré
O014826;13/02/2024;P00239;3;Lyon;Expédié
O014827;15/01/2024;P00289;3;Lyon;Livré
O014828;23/08/2024;P00368;9;Marseille;Livré
O014829;26/12/2024;P00412;5;Lyon;Livré
O014830;20/02/2024;P00022;3;Paris;Expédié
O014831;04/11/2024;P00867;7;Marseille;Livré
O014832;03/02/2024;P00354;6;Paris;Livré
O014833;03/05/2024;P00542;3;Lyon;En attente
O014834;17/03/2024;P00559;6;Lyon;Livré
O014835;02/05/2024;P00420;9;Marseille;Livré
O014836;23/07/2024;P00315;2;Paris;Expédié
O014837;15/08/2024;P00782;5;Lyon;Expédié
O014838;10/03/2024;P00329;5;Paris;Livré
O014839;17/08/2024;P00470;6;Marseille;Expédié
O014840;21/01/2024;P00988;2;Marseille;Livré
O014841;17/04/2024;P00873;6;Paris;Livré
O014842;29/12/2024;P00782;1;Paris;Livré
O014843;28/08/2024;P00463;7;Lyon;Livré
O014844;07/09/2024;P00440;1;Lyon;Livré
O014845;14/05/2024;P00997;2;Paris;Expédié
O014846;30/03/2024;P00664;4;Paris;Livré
O014847;19/03/2024;P00738;5;Marseille;Expédié
O014848;25/06/2024;P00248;1;Paris;Livré
O014849;24/10/2024;P00817;1;Marseille;Livré
O014850;03/11/2024;P00171;5;Marseille;Livré
O014851;11/04/2024;P00749;6;Marseille;Livré
O014852;26/12/2024;P00748;3;Lyon;Livré
O014853;30/11/2024;P00771;5;Lyon;Livré
O014854;21/04/2024;P00279;2;Lyon;Livré
O014855;29/06/2024;P00148;8;Lyon;Livré
O014856;13/04/2024;P00621;3;Marseille;En attente
O014857;16/01/2024;P00143;3;Marseille;En attente
O014858;05/04/2024;P00811;9;Paris;Livré
O014859;19/10/2024;P00976;4;Lyon;Livré
O014860;25/05/2024;P00071;3;Paris;Livré
O014861;28/10/2024;P00929;5;Marseille;Livré
O014862;02/01/2024;P00311;6;Paris;Livré
O014863;28/04/2024;P00638;1;Paris;Livré
O014864;08/12/2024;P00467;7;Lyon;Livré
O014865;03/04/2024;P00594;4;Paris;Expédié
O014866;09/07/2024;P00041;9;Marseille;Livré
O014867;03/01/2024;P00914;2;Marseille;En attente
O014868;20/04/2024;P00899;2;Paris;Livré
O014869;25/06/2024;P00771;2;Paris;Expédié
O014870;13/09/2024;P00356;8;Lyon;Expédié
O014871;26/12/2024;P00144;2;Lyon;Expédié
O014872;22/01/2024;P00683;4;Lyon;Livré
