id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock
P00211,Maquillage,Luxe eclat,352.29,66,12/04/2024,Marseille,117
P00212,Soins capillaires,Maison Pure,427.61,54,07/01/2024,Lyon,161
P00212,Soins capillaires,Maison Pure,427.61,54,12/04/2024,Paris,104
P00213,Maquillage,Essentielle Paris,139.84,42,08/11/2024,Lyon,277
P00214,Parfums,Reflet d'or,254.92,26,21/10/2024,Paris,192
P00214,Parfums,Reflet d'or,254.92,26,01/09/2024,Lyon,238
P00215,Maquillage,Elixir Haute Beauté,126.18,79,28/04/2024,Paris,237
P00215,Maquillage,Elixir Haute Beauté,126.18,79,25/10/2024,Marseille,258
P00216,Maquillage,Luxe eclat,494.08,13,21/07/2024,Paris,156
P00216,Maquillage,Luxe eclat,494.08,13,11/03/2024,Marseille,9
P00217,Soins capillaires,Maison Pure,473.15,29,20/06/2024,Paris,78
P00217,Soins capillaires,Maison Pure,473.15,29,05/01/2024,Lyon,80
P00218,Soins capillaires,Essentielle Paris,38.92,56,09/04/2024,Lyon,49
P00218,Soins capillaires,Essentielle Paris,38.92,56,06/10/2024,Marseille,155
P00219,Soins de la peau,Reflet d'or,358.68,24,21/08/2024,Lyon,117
P00219,Soins de la peau,Reflet d'or,358.68,24,31/07/2024,Paris,82
P00220,Soins de la peau,Elixir Haute Beauté,464.12,79,18/03/2024,Paris,138
P00221,Parfums,Luxe eclat,106.68,56,05/01/2024,Paris,295
P00222,Soins de la peau,Maison Pure,292.61,87,13/12/2024,Paris,140
P00222,Soins de la peau,Maison Pure,292.61,87,29/09/2024,Marseille,50
P00222,Soins de la peau,Maison Pure,292.61,87,10/08/2024,Lyon,11
P00223,Maquillage,Essentielle Paris,459.43,84,11/08/2024,Lyon,144
P00224,Soins capillaires,Reflet d'or,36.29,18,27/06/2024,Lyon,114
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,30/03/2024,Marseille,276
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,14/07/2024,Lyon,214
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,01/10/2024,Paris,166
P00226,Soins de la peau,Luxe eclat,162.73,25,13/04/2024,Paris,144
P00227,Parfums,Maison Pure,463.71,78,10/06/2024,Paris,145
P00227,Parfums,Maison Pure,463.71,78,13/03/2024,Marseille,193
P00228,Parfums,Essentielle Paris,486.11,70,13/07/2024,Lyon,213
P00228,Parfums,Essentielle Paris,486.11,70,14/01/2024,Marseille,213
P00229,Maquillage,Reflet d'or,473.25,19,17/12/2024,Paris,296
P00229,Maquillage,Reflet d'or,473.25,19,30/05/2024,Lyon,174
P00230,Soins capillaires,Elixir Haute Beauté,247.62,59,31/08/2024,Lyon,289
P00231,Parfums,Luxe eclat,433.78,12,14/06/2024,Lyon,64
P00231,Parfums,Luxe eclat,433.78,12,26/09/2024,Paris,281
P00232,Soins de la peau,Maison Pure,425.38,86,03/06/2024,Marseille,250
P00232,Soins de la peau,Maison Pure,425.38,86,17/06/2024,Paris,62
P00233,Soins capillaires,Essentielle Paris,173.17,79,04/06/2024,Paris,132
P00234,Soins capillaires,Reflet d'or,417.88,90,24/07/2024,Lyon,163
P00235,Soins de la peau,Elixir Haute Beauté,37.76,60,23/10/2024,Lyon,243
P00235,Soins de la peau,Elixir Haute Beauté,37.76,60,06/05/2024,Paris,60
P00236,Parfums,Luxe eclat,306.21,28,29/07/2024,Paris,176
P00237,Soins de la peau,Maison Pure,130.4,51,25/02/2024,Paris,281
P00237,Soins de la peau,Maison Pure,130.4,51,02/12/2024,Lyon,144
P00238,Soins capillaires,Essentielle Paris,77.87,44,25/12/2024,Paris,176
P00238,Soins capillaires,Essentielle Paris,77.87,44,13/06/2024,Lyon,161
P00239,Accessoires,Reflet d'or,56.94,55,18/04/2024,Lyon,236
P00239,Accessoires,Reflet d'or,56.94,55,23/05/2024,Paris,35
P00240,Accessoires,Elixir Haute Beauté,354.22,35,11/07/2024,Paris,39
P00240,Accessoires,Elixir Haute Beauté,354.22,35,17/11/2024,Marseille,2
P00241,Maquillage,Luxe eclat,183.14,78,28/03/2024,Paris,46
P00241,Maquillage,Luxe eclat,183.14,78,17/05/2024,Lyon,219
P00242,Soins de la peau,Maison Pure,367.89,73,05/08/2024,Lyon,264
P00242,Soins de la peau,Maison Pure,367.89,73,25/04/2024,Paris,174
P00243,Soins de la peau,Essentielle Paris,51.37,46,19/09/2024,Paris,226
P00243,Soins de la peau,Essentielle Paris,51.37,46,30/10/2024,Marseille,109
P00244,Maquillage,Reflet d'or,171.34,93,12/02/2024,Lyon,99
P00244,Maquillage,Reflet d'or,171.34,93,28/07/2024,Paris,64
P00245,Maquillage,Elixir Haute Beauté,278.96,58,10/06/2024,Paris,44
P00245,Maquillage,Elixir Haute Beauté,278.96,58,08/06/2024,Marseille,14
P00246,Maquillage,Luxe eclat,399.55,30,09/02/2024,Marseille,277
P00246,Maquillage,Luxe eclat,399.55,30,25/05/2024,Paris,168
P00246,Maquillage,Luxe eclat,399.55,30,29/06/2024,Lyon,258
P00247,Soins capillaires,Maison Pure,173.0,83,19/05/2024,Paris,243
P00247,Soins capillaires,Maison Pure,173.0,83,11/05/2024,Marseille,161
P00248,Soins de la peau,Essentielle Paris,320.43,73,12/11/2024,Lyon,131
P00249,Soins capillaires,Reflet d'or,445.27,14,14/11/2024,Lyon,142
P00250,Maquillage,Elixir Haute Beauté,315.61,79,28/06/2024,Paris,69
P00251,Soins de la peau,Luxe eclat,131.82,99,06/07/2024,Lyon,90
P00251,Soins de la peau,Luxe eclat,131.82,99,25/07/2024,Marseille,17
P00252,Soins capillaires,Maison Pure,31.71,13,14/01/2024,Paris,126
P00252,Soins capillaires,Maison Pure,31.71,13,20/05/2024,Lyon,66
P00253,Soins capillaires,Essentielle Paris,437.65,48,09/12/2024,Lyon,211
P00253,Soins capillaires,Essentielle Paris,437.65,48,18/05/2024,Paris,81
P00254,Maquillage,Reflet d'or,30.21,44,21/07/2024,Paris,293
P00254,Maquillage,Reflet d'or,30.21,44,26/09/2024,Lyon,10
P00255,Soins de la peau,Elixir Haute Beauté,439.86,10,23/11/2024,Paris,132
P00255,Soins de la peau,Elixir Haute Beauté,439.86,10,05/12/2024,Marseille,118
P00256,Maquillage,Luxe eclat,273.89,33,04/07/2024,Paris,178
P00256,Maquillage,Luxe eclat,273.89,33,24/01/2024,Lyon,206
P00257,Soins de la peau,Maison Pure,470.75,66,02/01/2024,Paris,83
P00258,Accessoires,Essentielle Paris,403.42,79,05/05/2024,Paris,247
P00258,Accessoires,Essentielle Paris,403.42,79,16/04/2024,Lyon,125
P00259,Parfums,Reflet d'or,499.01,50,26/12/2024,Lyon,51
P00259,Parfums,Reflet d'or,499.01,50,22/05/2024,Paris,29
P00260,Parfums,Elixir Haute Beauté,188.34,63,14/12/2024,Marseille,154
P00260,Parfums,Elixir Haute Beauté,188.34,63,02/04/2024,Lyon,10
P00260,Parfums,Elixir Haute Beauté,188.34,63,11/10/2024,Paris,67
P00261,Parfums,Luxe eclat,388.25,55,20/12/2024,Marseille,50
P00261,Parfums,Luxe eclat,388.25,55,24/10/2024,Lyon,287
P00262,Maquillage,Maison Pure,212.93,69,03/02/2024,Paris,12
P00262,Maquillage,Maison Pure,212.93,69,27/08/2024,Lyon,46
P00263,Accessoires,Essentielle Paris,250.34,69,09/05/2024,Lyon,268
P00263,Accessoires,Essentielle Paris,250.34,69,02/05/2024,Paris,279
P00264,Soins de la peau,Reflet d'or,321.2,66,12/04/2024,Lyon,41
P00264,Soins de la peau,Reflet d'or,321.2,66,11/09/2024,Paris,209
P00265,Soins capillaires,Elixir Haute Beauté,439.37,40,13/09/2024,Marseille,244
P00265,Soins capillaires,Elixir Haute Beauté,439.37,40,03/05/2024,Lyon,70
P00266,Soins de la peau,Luxe eclat,492.36,93,15/03/2024,Paris,118
P00266,Soins de la peau,Luxe eclat,492.36,93,31/01/2024,Marseille,152
P00267,Soins capillaires,Maison Pure,388.77,33,12/03/2024,Paris,152
P00267,Soins capillaires,Maison Pure,388.77,33,03/06/2024,Lyon,49
P00268,Soins de la peau,Essentielle Paris,220.53,98,02/06/2024,Paris,86
P00269,Accessoires,Reflet d'or,222.25,45,25/11/2024,Paris,76
P00270,Soins capillaires,Elixir Haute Beauté,374.04,94,28/05/2024,Lyon,152
P00270,Soins capillaires,Elixir Haute Beauté,374.04,94,11/10/2024,Marseille,276
P00271,Maquillage,Luxe eclat,134.61,39,18/12/2024,Marseille,52
P00272,Soins de la peau,Maison Pure,73.03,33,04/11/2024,Paris,63
P00272,Soins de la peau,Maison Pure,73.03,33,26/07/2024,Marseille,225
P00273,Soins de la peau,Essentielle Paris,190.22,39,24/02/2024,Marseille,72
P00273,Soins de la peau,Essentielle Paris,190.22,39,01/11/2024,Paris,122
P00274,Soins capillaires,Reflet d'or,157.87,95,10/10/2024,Paris,172
P00274,Soins capillaires,Reflet d'or,157.87,95,18/11/2024,Marseille,160
P00274,Soins capillaires,Reflet d'or,157.87,95,03/01/2024,Lyon,35
P00275,Maquillage,Elixir Haute Beauté,162.23,16,29/04/2024,Lyon,245
P00275,Maquillage,Elixir Haute Beauté,162.23,16,19/01/2024,Paris,230
P00276,Maquillage,Luxe eclat,132.13,44,06/06/2024,Lyon,239
P00277,Accessoires,Maison Pure,40.2,64,02/09/2024,Marseille,10
P00277,Accessoires,Maison Pure,40.2,64,02/07/2024,Paris,246
P00278,Maquillage,Essentielle Paris,28.58,23,27/12/2024,Lyon,140
P00278,Maquillage,Essentielle Paris,28.58,23,18/12/2024,Paris,207
P00279,Maquillage,Reflet d'or,494.11,19,31/08/2024,Paris,48
P00280,Maquillage,Elixir Haute Beauté,225.33,89,14/04/2024,Paris,62
P00281,Parfums,Luxe eclat,204.48,25,03/07/2024,Paris,280
P00281,Parfums,Luxe eclat,204.48,25,05/07/2024,Lyon,189
P00281,Parfums,Luxe eclat,204.48,25,31/12/2024,Marseille,165
P00282,Accessoires,Maison Pure,346.23,63,17/09/2024,Lyon,160
P00283,Soins de la peau,Essentielle Paris,124.76,98,07/05/2024,Paris,49
P00283,Soins de la peau,Essentielle Paris,124.76,98,19/04/2024,Marseille,25
P00283,Soins de la peau,Essentielle Paris,124.76,98,22/06/2024,Lyon,169
P00284,Soins capillaires,Reflet d'or,475.98,86,15/05/2024,Lyon,227
P00285,Soins de la peau,Elixir Haute Beauté,397.45,79,16/01/2024,Lyon,230
P00285,Soins de la peau,Elixir Haute Beauté,397.45,79,27/04/2024,Paris,167
P00286,Accessoires,Luxe eclat,62.92,53,26/10/2024,Paris,107
P00287,Soins capillaires,Maison Pure,220.44,82,07/10/2024,Marseille,277
P00288,Accessoires,Essentielle Paris,441.98,54,24/04/2024,Paris,246
P00288,Accessoires,Essentielle Paris,441.98,54,04/09/2024,Lyon,9
P00289,Maquillage,Reflet d'or,473.47,65,02/09/2024,Paris,25
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,07/06/2024,Marseille,82
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,27/06/2024,Paris,44
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,31/10/2024,Lyon,6
P00291,Maquillage,Luxe eclat,314.44,91,15/06/2024,Paris,70
P00292,Soins de la peau,Maison Pure,100.18,66,09/11/2024,Lyon,24
P00292,Soins de la peau,Maison Pure,100.18,66,11/03/2024,Paris,281
P00293,Soins de la peau,Essentielle Paris,495.76,30,02/07/2024,Lyon,273
P00293,Soins de la peau,Essentielle Paris,495.76,30,02/03/2024,Marseille,112
P00294,Soins capillaires,Reflet d'or,131.2,77,24/02/2024,Paris,297
P00294,Soins capillaires,Reflet d'or,131.2,77,21/05/2024,Lyon,26
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,31/03/2024,Lyon,85
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,06/09/2024,Paris,278
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,13/02/2024,Marseille,78
P00296,Accessoires,Luxe eclat,331.83,42,23/05/2024,Lyon,91
P00297,Accessoires,Maison Pure,311.71,16,01/12/2024,Paris,140
P00297,Accessoires,Maison Pure,311.71,16,19/01/2024,Lyon,114
P00298,Maquillage,Essentielle Paris,266.09,79,25/06/2024,Marseille,262
P00298,Maquillage,Essentielle Paris,266.09,79,24/07/2024,Lyon,262
P00299,Soins capillaires,Reflet d'or,130.72,24,18/09/2024,Marseille,74
P00300,Soins de la peau,Elixir Haute Beauté,104.73,91,30/01/2024,Paris,246
P00301,Accessoires,Luxe eclat,125.83,41,09/08/2024,Paris,71
P00301,Accessoires,Luxe eclat,125.83,41,30/07/2024,Marseille,270
P00302,Accessoires,Maison Pure,109.49,84,31/07/2024,Marseille,53
P00303,Soins de la peau,Essentielle Paris,394.2,29,14/01/2024,Marseille,283
P00303,Soins de la peau,Essentielle Paris,394.2,29,22/07/2024,Paris,39
P00304,Accessoires,Reflet d'or,188.06,97,01/07/2024,Paris,146
P00304,Accessoires,Reflet d'or,188.06,97,19/09/2024,Lyon,88
P00305,Maquillage,Elixir Haute Beauté,47.76,24,09/07/2024,Marseille,184
P00305,Maquillage,Elixir Haute Beauté,47.76,24,21/06/2024,Paris,63
P00306,Soins capillaires,Luxe eclat,485.17,57,24/10/2024,Paris,85
P00307,Soins de la peau,Maison Pure,444.22,80,09/09/2024,Lyon,156
P00307,Soins de la peau,Maison Pure,444.22,80,06/08/2024,Paris,205
P00308,Soins capillaires,Essentielle Paris,465.32,30,30/09/2024,Lyon,150
P00309,Accessoires,Reflet d'or,497.56,51,08/09/2024,Lyon,2
P00309,Accessoires,Reflet d'or,497.56,51,30/09/2024,Paris,194
P00310,Accessoires,Elixir Haute Beauté,103.47,35,13/10/2024,Paris,99
P00310,Accessoires,Elixir Haute Beauté,103.47,35,26/09/2024,Lyon,218
P00311,Soins de la peau,Luxe eclat,210.2,23,12/05/2024,Lyon,244
P00312,Maquillage,Maison Pure,383.95,66,19/01/2024,Lyon,192
P00313,Parfums,Essentielle Paris,354.09,46,30/04/2024,Marseille,193
P00314,Soins de la peau,Reflet d'or,93.87,67,24/03/2024,Lyon,190
P00314,Soins de la peau,Reflet d'or,93.87,67,15/03/2024,Paris,49
P00315,Parfums,Elixir Haute Beauté,411.6,30,04/12/2024,Paris,99
P00315,Parfums,Elixir Haute Beauté,411.6,30,05/04/2024,Lyon,138
P00316,Parfums,Luxe eclat,127.73,91,16/06/2024,Lyon,232
P00317,Maquillage,Maison Pure,127.43,78,26/06/2024,Lyon,229
P00317,Maquillage,Maison Pure,127.43,78,04/12/2024,Paris,53
P00318,Parfums,Essentielle Paris,277.75,12,11/06/2024,Paris,44
P00318,Parfums,Essentielle Paris,277.75,12,18/12/2024,Lyon,0
P00319,Parfums,Reflet d'or,304.61,96,22/03/2024,Paris,198
P00319,Parfums,Reflet d'or,304.61,96,11/04/2024,Lyon,131
P00320,Maquillage,Elixir Haute Beauté,298.44,99,19/07/2024,Lyon,71
P00321,Parfums,Luxe eclat,63.91,46,22/04/2024,Paris,208
P00321,Parfums,Luxe eclat,63.91,46,20/02/2024,Lyon,281
P00322,Parfums,Maison Pure,441.18,97,07/11/2024,Paris,47
P00322,Parfums,Maison Pure,441.18,97,10/12/2024,Lyon,7
P00323,Parfums,Essentielle Paris,147.49,58,27/01/2024,Paris,17
P00324,Soins de la peau,Reflet d'or,82.17,28,12/12/2024,Paris,284
P00325,Soins de la peau,Elixir Haute Beauté,446.6,98,24/05/2024,Lyon,83
P00325,Soins de la peau,Elixir Haute Beauté,446.6,98,21/06/2024,Paris,225
P00326,Soins de la peau,Luxe eclat,478.71,94,19/02/2024,Lyon,151
P00327,Maquillage,Maison Pure,433.82,21,22/04/2024,Paris,21
P00328,Accessoires,Essentielle Paris,408.57,70,18/08/2024,Lyon,251
P00328,Accessoires,Essentielle Paris,408.57,70,04/02/2024,Paris,37
P00329,Parfums,Reflet d'or,334.52,50,16/06/2024,Marseille,237
P00329,Parfums,Reflet d'or,334.52,50,15/06/2024,Paris,109
P00330,Parfums,Elixir Haute Beauté,284.41,42,17/12/2024,Marseille,218
P00330,Parfums,Elixir Haute Beauté,284.41,42,21/02/2024,Paris,248
P00331,Maquillage,Luxe eclat,61.75,59,13/03/2024,Paris,111
P00332,Parfums,Maison Pure,216.06,77,04/09/2024,Paris,162
P00333,Soins de la peau,Essentielle Paris,198.89,80,23/10/2024,Paris,81
P00334,Accessoires,Reflet d'or,144.68,95,11/03/2024,Marseille,33
P00334,Accessoires,Reflet d'or,144.68,95,17/10/2024,Paris,166
P00335,Soins capillaires,Elixir Haute Beauté,367.24,42,21/02/2024,Lyon,213
P00335,Soins capillaires,Elixir Haute Beauté,367.24,42,22/09/2024,Paris,48
P00336,Parfums,Luxe eclat,258.02,90,27/11/2024,Lyon,34
P00336,Parfums,Luxe eclat,258.02,90,15/08/2024,Paris,73
P00337,Soins de la peau,Maison Pure,58.9,33,17/12/2024,Marseille,187
P00337,Soins de la peau,Maison Pure,58.9,33,02/06/2024,Paris,278
P00338,Soins capillaires,Essentielle Paris,125.69,70,17/06/2024,Paris,1
P00338,Soins capillaires,Essentielle Paris,125.69,70,01/02/2024,Lyon,213
P00339,Accessoires,Reflet d'or,347.96,70,20/01/2024,Lyon,35
P00339,Accessoires,Reflet d'or,347.96,70,09/06/2024,Paris,260
P00340,Soins capillaires,Elixir Haute Beauté,56.54,37,10/08/2024,Lyon,43
P00340,Soins capillaires,Elixir Haute Beauté,56.54,37,10/11/2024,Paris,94
P00341,Soins de la peau,Luxe eclat,428.58,67,04/02/2024,Marseille,16
P00341,Soins de la peau,Luxe eclat,428.58,67,28/03/2024,Lyon,238
P00342,Soins capillaires,Maison Pure,257.67,52,01/11/2024,Lyon,86
P00343,Maquillage,Essentielle Paris,250.68,50,08/05/2024,Paris,47
P00343,Maquillage,Essentielle Paris,250.68,50,16/10/2024,Marseille,283
P00344,Soins capillaires,Reflet d'or,304.36,48,22/12/2024,Lyon,2
P00344,Soins capillaires,Reflet d'or,304.36,48,20/07/2024,Marseille,61
P00345,Parfums,Elixir Haute Beauté,415.85,95,07/05/2024,Lyon,56
P00345,Parfums,Elixir Haute Beauté,415.85,95,18/02/2024,Paris,7
P00346,Parfums,Luxe eclat,186.95,58,30/07/2024,Paris,76
P00346,Parfums,Luxe eclat,186.95,58,12/09/2024,Lyon,270
P00347,Maquillage,Maison Pure,345.45,26,24/08/2024,Lyon,104
P00347,Maquillage,Maison Pure,345.45,26,26/06/2024,Marseille,87
P00347,Maquillage,Maison Pure,345.45,26,22/02/2024,Paris,243
P00348,Soins de la peau,Essentielle Paris,291.55,79,23/12/2024,Lyon,96
P00349,Parfums,Reflet d'or,148.17,79,16/11/2024,Paris,54
P00350,Accessoires,Elixir Haute Beauté,441.74,74,26/05/2024,Lyon,258
P00350,Accessoires,Elixir Haute Beauté,441.74,74,11/06/2024,Paris,250
P00351,Parfums,Luxe eclat,402.76,83,23/02/2024,Paris,162
P00352,Parfums,Maison Pure,336.06,94,23/10/2024,Lyon,65
P00352,Parfums,Maison Pure,336.06,94,07/08/2024,Marseille,178
P00353,Soins de la peau,Essentielle Paris,428.28,14,17/04/2024,Paris,199
P00353,Soins de la peau,Essentielle Paris,428.28,14,06/08/2024,Lyon,191
P00354,Soins capillaires,Reflet d'or,436.3,11,27/02/2024,Marseille,66
P00354,Soins capillaires,Reflet d'or,436.3,11,26/10/2024,Paris,168
P00355,Parfums,Elixir Haute Beauté,360.01,31,21/09/2024,Paris,2
P00355,Parfums,Elixir Haute Beauté,360.01,31,01/03/2024,Lyon,281
P00355,Parfums,Elixir Haute Beauté,360.01,31,07/06/2024,Marseille,254
P00356,Maquillage,Luxe eclat,421.77,66,03/12/2024,Paris,259
P00357,Soins capillaires,Maison Pure,354.79,75,31/07/2024,Paris,85
P00357,Soins capillaires,Maison Pure,354.79,75,08/02/2024,Lyon,12
P00358,Accessoires,Essentielle Paris,346.47,83,01/05/2024,Marseille,277
P00359,Soins de la peau,Reflet d'or,316.93,25,29/11/2024,Paris,238
P00360,Accessoires,Elixir Haute Beauté,381.3,60,12/06/2024,Paris,297
P00361,Soins capillaires,Luxe eclat,96.13,48,26/02/2024,Paris,226
P00361,Soins capillaires,Luxe eclat,96.13,48,07/04/2024,Lyon,215
P00362,Soins capillaires,Maison Pure,442.82,95,27/03/2024,Marseille,146
P00363,Soins capillaires,Essentielle Paris,438.48,85,15/07/2024,Paris,58
P00364,Accessoires,Reflet d'or,34.04,97,16/12/2024,Paris,208
P00365,Soins capillaires,Elixir Haute Beauté,416.39,49,06/11/2024,Marseille,27
P00365,Soins capillaires,Elixir Haute Beauté,416.39,49,17/02/2024,Paris,67
P00366,Accessoires,Luxe eclat,81.86,47,19/11/2024,Marseille,210
P00366,Accessoires,Luxe eclat,81.86,47,31/01/2024,Lyon,263
P00367,Soins capillaires,Maison Pure,180.86,69,30/11/2024,Marseille,295
P00367,Soins capillaires,Maison Pure,180.86,69,18/10/2024,Paris,250
P00367,Soins capillaires,Maison Pure,180.86,69,05/07/2024,Lyon,78
P00368,Maquillage,Essentielle Paris,376.88,68,27/01/2024,Lyon,65
P00368,Maquillage,Essentielle Paris,376.88,68,10/11/2024,Paris,117
P00369,Soins capillaires,Reflet d'or,97.16,19,10/11/2024,Marseille,275
P00369,Soins capillaires,Reflet d'or,97.16,19,13/11/2024,Paris,167
P00370,Accessoires,Elixir Haute Beauté,412.62,73,11/11/2024,Marseille,143
P00371,Parfums,Luxe eclat,419.42,72,06/09/2024,Paris,86
P00371,Parfums,Luxe eclat,419.42,72,24/08/2024,Marseille,4
P00372,Soins capillaires,Maison Pure,263.58,58,31/05/2024,Paris,23
P00372,Soins capillaires,Maison Pure,263.58,58,07/09/2024,Marseille,277
P00373,Parfums,Essentielle Paris,23.07,73,06/07/2024,Paris,213
P00374,Maquillage,Reflet d'or,157.78,41,03/09/2024,Paris,168
P00374,Maquillage,Reflet d'or,157.78,41,01/08/2024,Lyon,6
P00375,Soins de la peau,Elixir Haute Beauté,316.12,16,04/03/2024,Paris,192
P00376,Maquillage,Luxe eclat,490.97,30,24/02/2024,Paris,102
P00376,Maquillage,Luxe eclat,490.97,30,22/01/2024,Marseille,56
P00377,Soins capillaires,Maison Pure,323.27,29,24/02/2024,Paris,15
P00377,Soins capillaires,Maison Pure,323.27,29,30/12/2024,Lyon,0
P00378,Parfums,Essentielle Paris,144.71,35,08/02/2024,Paris,204
P00378,Parfums,Essentielle Paris,144.71,35,03/04/2024,Marseille,291
P00379,Parfums,Reflet d'or,324.32,77,03/03/2024,Marseille,112
P00379,Parfums,Reflet d'or,324.32,77,24/11/2024,Paris,203
P00380,Accessoires,Elixir Haute Beauté,279.19,95,14/12/2024,Lyon,85
P00380,Accessoires,Elixir Haute Beauté,279.19,95,26/02/2024,Paris,110
P00381,Parfums,Luxe eclat,394.33,24,11/04/2024,Paris,154
P00382,Accessoires,Maison Pure,71.35,94,25/08/2024,Paris,77
P00382,Accessoires,Maison Pure,71.35,94,20/10/2024,Lyon,271
P00383,Soins de la peau,Essentielle Paris,385.29,88,22/09/2024,Paris,47
P00384,Soins capillaires,Reflet d'or,279.81,95,30/12/2024,Lyon,207
P00385,Accessoires,Elixir Haute Beauté,482.24,23,06/02/2024,Lyon,65
P00385,Accessoires,Elixir Haute Beauté,482.24,23,02/02/2024,Paris,280
P00386,Soins de la peau,Luxe eclat,184.1,36,26/09/2024,Paris,56
P00386,Soins de la peau,Luxe eclat,184.1,36,02/12/2024,Lyon,138
P00387,Parfums,Maison Pure,323.66,49,17/09/2024,Paris,297
P00388,Parfums,Essentielle Paris,467.37,67,13/06/2024,Lyon,239
P00388,Parfums,Essentielle Paris,467.37,67,09/08/2024,Paris,26
P00389,Soins de la peau,Reflet d'or,69.2,37,12/09/2024,Lyon,92
P00389,Soins de la peau,Reflet d'or,69.2,37,27/06/2024,Paris,98
P00390,Parfums,Elixir Haute Beauté,469.87,35,09/06/2024,Marseille,56
P00390,Parfums,Elixir Haute Beauté,469.87,35,02/07/2024,Paris,126
P00391,Soins de la peau,Luxe eclat,350.19,72,05/04/2024,Lyon,159
P00391,Soins de la peau,Luxe eclat,350.19,72,04/08/2024,Paris,35
P00392,Accessoires,Maison Pure,52.56,75,27/01/2024,Paris,44
P00393,Accessoires,Essentielle Paris,164.46,34,08/01/2024,Lyon,149
P00393,Accessoires,Essentielle Paris,164.46,34,04/09/2024,Marseille,99
P00394,Soins de la peau,Reflet d'or,359.92,12,23/10/2024,Lyon,153
P00394,Soins de la peau,Reflet d'or,359.92,12,04/07/2024,Paris,289
P00395,Accessoires,Elixir Haute Beauté,52.33,81,06/01/2024,Marseille,82
P00395,Accessoires,Elixir Haute Beauté,52.33,81,16/09/2024,Lyon,36
P00396,Accessoires,Luxe eclat,299.44,53,16/03/2024,Paris,123
P00397,Accessoires,Maison Pure,186.02,51,23/06/2024,Paris,86
P00398,Maquillage,Essentielle Paris,318.04,15,08/06/2024,Marseille,53
P00398,Maquillage,Essentielle Paris,318.04,15,09/01/2024,Paris,21
P00399,Soins capillaires,Reflet d'or,41.96,48,11/11/2024,Paris,172
P00400,Parfums,Elixir Haute Beauté,438.34,61,08/09/2024,Lyon,227
P00400,Parfums,Elixir Haute Beauté,438.34,61,26/12/2024,Paris,237
P00401,Maquillage,Luxe eclat,487.27,32,06/03/2024,Lyon,119
P00402,Accessoires,Maison Pure,485.06,98,27/01/2024,Lyon,169
P00403,Soins de la peau,Essentielle Paris,379.83,59,19/02/2024,Paris,138
P00404,Accessoires,Reflet d'or,82.44,52,27/01/2024,Lyon,282
P00404,Accessoires,Reflet d'or,82.44,52,08/01/2024,Paris,98
P00405,Soins capillaires,Elixir Haute Beauté,383.97,28,08/10/2024,Lyon,114
P00405,Soins capillaires,Elixir Haute Beauté,383.97,28,06/07/2024,Marseille,259
P00406,Accessoires,Luxe eclat,31.8,78,18/05/2024,Lyon,203
P00406,Accessoires,Luxe eclat,31.8,78,01/02/2024,Marseille,257
P00407,Soins de la peau,Maison Pure,30.62,60,20/02/2024,Lyon,6
P00407,Soins de la peau,Maison Pure,30.62,60,02/05/2024,Paris,209
P00408,Soins capillaires,Essentielle Paris,175.33,20,11/03/2024,Paris,265
P00409,Accessoires,Reflet d'or,254.55,21,24/08/2024,Marseille,252
P00409,Accessoires,Reflet d'or,254.55,21,01/02/2024,Paris,139
P00410,Soins capillaires,Elixir Haute Beauté,389.8,83,06/03/2024,Paris,159
P00411,Parfums,Luxe eclat,347.98,17,23/02/2024,Lyon,161
P00411,Parfums,Luxe eclat,347.98,17,13/06/2024,Paris,65
P00412,Parfums,Maison Pure,234.03,33,27/11/2024,Marseille,276
P00412,Parfums,Maison Pure,234.03,33,02/03/2024,Paris,212
P00412,Parfums,Maison Pure,234.03,33,16/10/2024,Lyon,191
P00413,Accessoires,Essentielle Paris,151.34,50,02/10/2024,Paris,89
P00413,Accessoires,Essentielle Paris,151.34,50,02/04/2024,Lyon,115
P00414,Soins capillaires,Reflet d'or,498.62,45,23/06/2024,Lyon,250
P00414,Soins capillaires,Reflet d'or,498.62,45,04/07/2024,Paris,47
P00415,Soins de la peau,Elixir Haute Beauté,224.57,94,03/06/2024,Marseille,193
P00415,Soins de la peau,Elixir Haute Beauté,224.57,94,25/09/2024,Paris,146
P00416,Accessoires,Luxe eclat,236.67,81,18/03/2024,Paris,169
P00417,Parfums,Maison Pure,98.54,64,15/11/2024,Paris,76
P00417,Parfums,Maison Pure,98.54,64,01/09/2024,Lyon,206
P00418,Parfums,Essentielle Paris,401.51,18,18/11/2024,Marseille,216
P00419,Accessoires,Reflet d'or,352.97,56,18/11/2024,Paris,185
P00420,Soins capillaires,Elixir Haute Beauté,125.97,24,01/03/2024,Lyon,193
