id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif
O008585,06/07/2024,P00086,3,Lyon,Expédié,,
O008587,17/11/2024,P00147,3,Marseille,Livré,,
O008589,25/12/2024,P00603,2,Lyon,Livré,,
O008590,17/03/2024,P00886,15,Marseille,Livré,,
O008592,23/09/2024,P00470,10,Paris,Livré,,
O008593,01/12/2024,P00008,8,Lyon,Livré,,
O008594,21/12/2024,P00205,1,Lyon,Expédié,,
O008596,06/08/2024,P00521,1,Marseille,Livré,,
O008597,01/10/2024,P00764,3,Paris,Expédié,,
O008598,01/12/2024,P00759,1,Lyon,Livré,,
O008599,03/11/2024,P00188,15,Paris,Livré,,
O008600,22/12/2024,P00205,1,Lyon,Livré,,
O008601,05/12/2024,P00047,3,Lyon,Livré,,
O008602,20/12/2024,P00417,2,Paris,Livré,,
O008603,14/09/2024,P00080,5,Lyon,Expédié,,
O008604,22/12/2024,P00256,1,Paris,Livré,,
O008605,28/12/2024,P00729,2,Marseille,Expédié,,
O008606,19/11/2024,P00253,2,Lyon,Expédié,,
O008608,05/12/2024,P00751,10,Marseille,Livré,,
O008609,29/12/2024,P00518,1,Lyon,Livré,,
O008610,21/12/2024,P00529,12,Marseille,Livré,,
O008611,22/03/2024,P00336,10,Lyon,Livré,,
O008612,04/12/2024,P00620,2,Paris,Livré,,
O008613,02/01/2024,P00373,8,Marseille,Livré,,
O008614,25/04/2024,P00254,1,Paris,Expédié,,
O008615,21/12/2024,P00464,15,Lyon,Livré,,
O008617,13/04/2024,P00019,3,Lyon,Livré,,
O008619,05/12/2024,P00414,2,Paris,Expédié,,
O008620,26/12/2024,P00693,2,Lyon,Expédié,,
O008622,29/11/2024,P00620,1,Lyon,Livré,,
O008623,01/12/2024,P00459,20,Marseille,Livré,,
O008624,28/09/2024,P00490,1,Marseille,Expédié,,
O008626,17/05/2024,P00202,5,Marseille,Expédié,,
O008627,04/04/2024,P00451,2,Marseille,Expédié,,
O008628,25/11/2024,P00035,15,Marseille,Expédié,,
O008629,22/12/2024,P00603,1,Marseille,Livré,,
O008630,05/12/2024,P00710,3,Paris,Livré,,
O008631,14/02/2024,P00963,3,Paris,Livré,27/02/2024,Produit abîmé
O008632,18/04/2024,P00893,5,Marseille,Livré,,
O008633,03/12/2024,P00398,1,Marseille,Livré,,
O008634,14/11/2024,P00284,1,Marseille,Expédié,,
O008636,25/11/2024,P00550,1,Lyon,Livré,,
O008639,03/01/2024,P00614,8,Lyon,Expédié,,
O008640,22/04/2024,P00158,1,Paris,Livré,,
O008643,08/01/2024,P00644,3,Lyon,Livré,,
O008644,17/12/2024,P00466,1,Paris,Livré,,
O008646,13/02/2024,P00222,10,Lyon,Livré,,
O008647,06/10/2024,P00008,15,Marseille,Expédié,,
O008649,25/09/2024,P00615,3,Marseille,Livré,,
O008650,13/01/2024,P00404,2,Marseille,Livré,,
O008651,19/05/2024,P00334,1,Lyon,Livré,,
O008652,12/10/2024,P00805,1,Lyon,Livré,,
O008653,29/11/2024,P00693,2,Marseille,Livré,,
O008655,08/12/2024,P00612,5,Paris,Livré,,
O008657,26/12/2024,P00400,3,Marseille,Livré,,
O008658,22/12/2024,P00226,15,Marseille,Livré,,
O008659,25/12/2024,P00604,2,Paris,Livré,,
O008660,16/09/2024,P00063,5,Marseille,Livré,,
O008661,13/08/2024,P00906,3,Marseille,Livré,,
O008662,21/12/2024,P00610,3,Lyon,Livré,,
O008663,25/03/2024,P00859,2,Paris,Livré,,
O008665,06/09/2024,P00493,3,Marseille,Livré,,
O008667,19/02/2024,P00324,3,Paris,Livré,,
O008668,14/11/2024,P00913,5,Lyon,Livré,,
O008670,19/12/2024,P00103,15,Lyon,Livré,,
O008671,02/12/2024,P00305,2,Lyon,Expédié,,
O008672,09/12/2024,P00957,1,Marseille,Livré,,
O008673,28/01/2024,P00135,3,Lyon,Livré,,
O008674,10/11/2024,P00933,3,Lyon,Livré,,
O008675,16/12/2024,P00738,1,Paris,Livré,,
O008676,11/03/2024,P00370,8,Paris,Livré,19/03/2024,Livraison incomplète
O008677,12/03/2024,P00774,20,Marseille,Livré,,
O008678,17/11/2024,P00483,15,Marseille,Livré,,
O008679,18/11/2024,P00952,1,Marseille,Expédié,,
O008680,09/09/2024,P00678,10,Lyon,Expédié,,
O008681,23/02/2024,P00521,5,Lyon,Livré,,
O008682,20/08/2024,P00233,3,Lyon,Livré,,
O008684,10/12/2024,P00063,3,Paris,Livré,,
O008685,05/01/2024,P00631,10,Paris,Livré,,
O008686,13/10/2024,P00362,3,Marseille,Livré,,
O008687,20/12/2024,P00738,2,Lyon,Livré,,
O008688,04/01/2024,P00532,3,Lyon,Expédié,,
O008689,26/12/2024,P00175,3,Marseille,Livré,,
O008691,14/09/2024,P00294,1,Lyon,Livré,,
O008692,20/12/2024,P00240,12,Marseille,Livré,,
O008693,15/09/2024,P00435,5,Lyon,Livré,,
O008694,22/12/2024,P00733,5,Paris,Livré,,
O008695,06/07/2024,P00129,1,Lyon,Expédié,,
O008696,21/03/2024,P00942,5,Lyon,Livré,,
O008697,15/04/2024,P00735,1,Paris,Expédié,,
O008698,16/11/2024,P00226,1,Paris,Expédié,28/11/2024,Mauvaise référence
O008699,20/12/2024,P00810,3,Marseille,Livré,,
O008700,03/08/2024,P00631,2,Paris,Livré,,
O008701,03/07/2024,P00140,3,Lyon,Livré,,
O008702,29/02/2024,P00198,1,Paris,Livré,,
O008703,09/01/2024,P00532,2,Lyon,Expédié,,
O008704,03/11/2024,P00258,1,Lyon,Expédié,,
O008705,28/03/2024,P00938,20,Marseille,Livré,,
O008706,11/11/2024,P00296,3,Marseille,Livré,,
O008707,16/12/2024,P00490,5,Lyon,Livré,,
O008708,25/11/2024,P00366,2,Paris,Livré,,
O008709,10/05/2024,P00152,1,Lyon,Livré,,
O008710,06/11/2024,P00754,15,Lyon,Livré,,
O008712,23/10/2024,P00671,2,Marseille,Livré,,
O008715,14/02/2024,P00513,2,Marseille,Livré,,
O008716,15/01/2024,P00809,5,Lyon,Expédié,,
O008717,12/03/2024,P00040,1,Marseille,Livré,,
O008718,07/02/2024,P00594,8,Lyon,Expédié,,
O008719,01/11/2024,P00535,3,Lyon,Livré,,
O008720,14/04/2024,P00986,2,Paris,Livré,,
O008721,03/09/2024,P00924,1,Lyon,Livré,,
O008723,29/03/2024,P00341,1,Lyon,Expédié,,
O008724,01/11/2024,P00633,12,Paris,Expédié,,
O008726,24/12/2024,P00135,5,Paris,Livré,,
O008727,10/02/2024,P00343,1,Marseille,Livré,,
O008728,19/08/2024,P00017,1,Marseille,Livré,,
O008729,11/11/2024,P00024,5,Marseille,Livré,,
O008730,10/11/2024,P00396,3,Marseille,Livré,,
O008732,06/12/2024,P00734,2,Lyon,Livré,,
O008733,20/12/2024,P00754,2,Marseille,Livré,,
O008734,18/08/2024,P00319,1,Paris,Livré,,
O008735,19/10/2024,P00924,5,Paris,Livré,,
O008736,21/12/2024,P00684,15,Lyon,Expédié,,
O008737,15/03/2024,P00747,1,Marseille,Livré,,
O008738,20/11/2024,P00070,3,Marseille,Livré,,
O008739,06/04/2024,P00463,2,Marseille,Livré,,
O008741,17/12/2024,P00507,2,Marseille,Livré,11/01/2025,Livraison incomplète
O008742,25/03/2024,P00594,2,Lyon,Expédié,,
O008743,19/10/2024,P00874,10,Lyon,Livré,,
O008744,30/12/2024,P00090,3,Lyon,Livré,,
O008745,09/12/2024,P00890,3,Paris,Livré,,
O008746,19/02/2024,P00541,2,Paris,Livré,,
O008747,19/11/2024,P00240,1,Marseille,Livré,,
O008748,09/08/2024,P00802,1,Marseille,Livré,,
O008749,08/01/2024,P00018,5,Lyon,Livré,,
O008750,26/04/2024,P00803,1,Lyon,Expédié,,
O008751,22/11/2024,P00192,5,Paris,Expédié,,
O008752,30/12/2024,P00252,2,Marseille,Livré,,
O008753,19/09/2024,P00449,2,Marseille,Livré,,
O008754,06/12/2024,P00004,3,Marseille,Livré,,
O008756,19/01/2024,P00149,2,Lyon,Livré,,
O008757,28/09/2024,P00471,1,Lyon,Livré,,
O008758,22/01/2024,P00540,2,Marseille,Livré,,
O008759,16/02/2024,P00814,5,Lyon,Livré,,
O008760,18/10/2024,P00128,5,Marseille,Expédié,,
O008762,31/08/2024,P00921,2,Marseille,Expédié,17/09/2024,Produit abîmé
O008764,21/12/2024,P00403,3,Lyon,Expédié,,
O008765,07/11/2024,P00535,1,Paris,Livré,,
O008766,02/12/2024,P00418,1,Marseille,Livré,,
O008767,28/12/2024,P00159,1,Marseille,Expédié,,
O008768,08/12/2024,P00732,12,Lyon,Livré,,
O008769,10/10/2024,P00716,1,Lyon,Livré,,
O008770,12/07/2024,P00025,1,Marseille,Expédié,,
O008771,30/12/2024,P00797,2,Lyon,Livré,,
O008772,04/04/2024,P00466,1,Paris,Livré,,
O008773,21/03/2024,P00906,5,Paris,Expédié,,
O008774,03/03/2024,P00671,1,Marseille,Expédié,,
O008775,20/09/2024,P00418,1,Paris,Expédié,,
O008776,22/12/2024,P00751,5,Lyon,Expédié,,
O008777,19/12/2024,P00398,2,Lyon,Livré,,
O008778,12/12/2024,P00220,5,Lyon,Livré,,
O008780,15/09/2024,P00234,3,Lyon,Livré,,
O008782,09/02/2024,P00526,2,Lyon,Livré,,
O008783,14/12/2024,P00417,5,Paris,Livré,,
O008784,16/10/2024,P00638,1,Lyon,Expédié,,
O008785,24/02/2024,P00249,3,Paris,Expédié,,
O008786,17/02/2024,P00323,2,Lyon,Livré,,
O008787,29/03/2024,P00404,2,Lyon,Expédié,,
O008788,24/11/2024,P00222,5,Lyon,Livré,,
O008789,25/10/2024,P00541,10,Paris,Livré,,
O008790,28/12/2024,P00259,20,Paris,Livré,,
O008791,04/08/2024,P00628,5,Paris,Livré,,
O008792,15/12/2024,P00490,2,Lyon,Livré,,
O008794,27/09/2024,P00804,1,Marseille,Livré,,
O008795,14/05/2024,P00714,2,Lyon,Livré,,
O008796,22/12/2024,P00445,3,Marseille,Livré,,
O008797,17/09/2024,P00535,2,Lyon,Expédié,,
O008798,03/02/2024,P00466,12,Marseille,Livré,,
O008799,23/10/2024,P00080,2,Marseille,Livré,,
O008800,08/10/2024,P00516,2,Marseille,Livré,,
O008801,13/11/2024,P00956,2,Lyon,Livré,,
O008802,05/06/2024,P00001,10,Paris,Expédié,,
O008803,01/10/2024,P00435,5,Paris,Expédié,,
O008804,06/12/2024,P00451,5,Lyon,Livré,,
O008807,20/12/2024,P00733,2,Lyon,Livré,,
O008808,08/08/2024,P00017,8,Paris,Expédié,,
O008809,17/08/2024,P00810,1,Lyon,Livré,,
O008812,01/11/2024,P00173,10,Paris,Livré,,
O008814,29/05/2024,P00905,3,Marseille,Livré,27/06/2024,Client insatisfait
O008815,04/06/2024,P00931,2,Lyon,Livré,,
O008816,10/12/2024,P00887,3,Paris,Expédié,,
O008818,01/10/2024,P00890,5,Paris,Livré,,
O008820,01/10/2024,P00604,1,Marseille,Expédié,,
O008822,02/01/2024,P00620,10,Marseille,Livré,08/01/2024,Mauvaise référence
O008823,01/10/2024,P00509,2,Marseille,Expédié,,
O008824,30/09/2024,P00895,2,Lyon,Livré,,
O008826,08/12/2024,P00106,1,Paris,Livré,,
O008828,22/10/2024,P00778,2,Lyon,Livré,,
O008830,15/02/2024,P00105,3,Paris,Livré,,
O008831,16/12/2024,P00215,2,Marseille,Expédié,,
O008832,14/11/2024,P00470,5,Lyon,Expédié,,
O008834,08/01/2024,P00106,2,Lyon,Livré,,
O008835,08/11/2024,P00105,15,Marseille,Expédié,21/11/2024,Mauvaise référence
O008838,25/05/2024,P00035,3,Paris,Livré,,
O008839,16/02/2024,P00971,8,Paris,Livré,,
O008841,26/04/2024,P00541,1,Lyon,Expédié,,
O008842,02/12/2024,P00629,2,Lyon,Expédié,,
O008843,16/04/2024,P00371,2,Lyon,Livré,,
O008844,19/01/2024,P00371,3,Marseille,Expédié,,
O008845,14/12/2024,P00175,10,Marseille,Livré,,
O008846,25/12/2024,P00895,1,Paris,Expédié,,
O008847,19/12/2024,P00418,1,Marseille,Expédié,,
O008848,14/10/2024,P00943,10,Marseille,Livré,,
O008849,29/08/2024,P00413,1,Marseille,Expédié,,
O008850,12/12/2024,P00811,5,Marseille,Livré,,
O008851,19/12/2024,P00133,3,Paris,Livré,,
O008852,23/05/2024,P00118,10,Lyon,Livré,,
O008854,05/11/2024,P00118,1,Paris,Livré,25/11/2024,Client insatisfait
O008855,21/12/2024,P00398,1,Marseille,Expédié,,
O008857,02/01/2024,P00418,3,Marseille,Livré,,
O008858,08/09/2024,P00256,15,Paris,Livré,,
O008860,24/12/2024,P00793,2,Marseille,Expédié,,
O008862,19/07/2024,P00515,2,Marseille,Livré,,
O008863,21/09/2024,P00924,5,Lyon,Livré,,
O008865,03/12/2024,P00654,12,Lyon,Livré,,
O008866,20/01/2024,P00839,10,Marseille,Livré,,
O008867,19/10/2024,P00693,20,Marseille,Livré,,
O008869,02/12/2024,P00786,1,Marseille,Expédié,,
O008870,12/12/2024,P00765,1,Lyon,Expédié,,
O008871,12/04/2024,P00124,5,Lyon,Livré,,
O008873,06/12/2024,P00924,10,Marseille,Livré,,
O008874,15/02/2024,P00981,2,Lyon,Livré,,
O008876,19/03/2024,P00413,1,Lyon,Livré,,
O008877,24/01/2024,P00610,8,Marseille,Expédié,03/02/2024,Mauvaise référence
O008878,16/09/2024,P00512,1,Lyon,Livré,,
O008880,26/12/2024,P00558,2,Lyon,Livré,,
O008881,23/12/2024,P00232,3,Lyon,Livré,,
O008882,31/01/2024,P00318,3,Marseille,Livré,,
O008884,01/10/2024,P00413,8,Lyon,Livré,20/10/2024,Mauvaise référence
O008885,29/12/2024,P00063,2,Marseille,Livré,,
O008886,06/10/2024,P00121,5,Marseille,Expédié,,
O008887,27/10/2024,P00612,3,Marseille,Expédié,,
O008888,19/11/2024,P00764,3,Lyon,Livré,,
O008889,10/11/2024,P00002,5,Marseille,Livré,26/11/2024,Mauvaise référence
O008890,07/11/2024,P00123,2,Paris,Livré,,
O008891,09/09/2024,P00759,1,Lyon,Livré,,
O008892,29/12/2024,P00897,1,Marseille,Expédié,,
O008893,01/01/2024,P00921,1,Lyon,Livré,,
O008895,09/06/2024,P00733,3,Paris,Livré,,
O008896,01/12/2024,P00536,10,Marseille,Expédié,,
O008897,29/10/2024,P00341,5,Lyon,Livré,,
O008898,11/01/2024,P00470,8,Paris,Livré,,
O008899,02/11/2024,P00971,2,Paris,Livré,,
O008901,11/05/2024,P00373,2,Paris,Livré,,
O008902,19/03/2024,P00620,2,Lyon,Livré,25/03/2024,Mauvaise référence
O008903,24/11/2024,P00466,1,Marseille,Expédié,,
O008904,05/09/2024,P00467,1,Marseille,Livré,,
O008905,10/11/2024,P00740,3,Lyon,Livré,,
O008906,31/08/2024,P00011,20,Marseille,Livré,,
O008907,26/12/2024,P00462,1,Marseille,Expédié,,
O008909,08/03/2024,P00334,1,Paris,Expédié,,
O008910,29/09/2024,P00039,8,Paris,Expédié,,
O008911,30/12/2024,P00470,2,Lyon,Livré,,
O008912,30/04/2024,P00014,10,Lyon,Livré,,
O008913,31/05/2024,P00802,5,Marseille,Livré,,
O008914,11/01/2024,P00258,15,Marseille,Livré,,
O008915,15/12/2024,P00258,2,Marseille,Livré,12/01/2025,Livraison incomplète
O008916,05/12/2024,P00518,5,Marseille,Expédié,,
O008917,07/10/2024,P00473,3,Marseille,Expédié,,
O008918,29/10/2024,P00906,5,Marseille,Livré,19/11/2024,Livraison incomplète
O008919,14/11/2024,P00885,2,Lyon,Livré,,
O008920,08/11/2024,P00615,1,Paris,Livré,,
O008921,30/01/2024,P00952,3,Marseille,Livré,,
O008922,18/01/2024,P00198,3,Marseille,Livré,,
O008923,16/11/2024,P00284,8,Paris,Livré,,
O008924,11/08/2024,P00307,8,Lyon,Expédié,,
O008925,07/11/2024,P00979,5,Marseille,Livré,,
O008926,16/10/2024,P00503,1,Marseille,Livré,01/11/2024,Client insatisfait
O008927,21/01/2024,P00829,8,Marseille,Livré,,
O008929,12/12/2024,P00178,3,Lyon,Expédié,,
O008930,24/12/2024,P00296,12,Lyon,Expédié,,
O008931,15/10/2024,P00934,12,Paris,Livré,,
O008933,15/09/2024,P00467,1,Paris,Livré,,
O008934,03/01/2024,P00551,10,Marseille,Expédié,,
O008935,21/03/2024,P00135,1,Paris,Livré,,
O008936,27/10/2024,P00373,2,Paris,Livré,,
O008937,18/11/2024,P00277,3,Lyon,Livré,,
O008938,30/01/2024,P00633,1,Marseille,Livré,,
O008939,21/11/2024,P00371,8,Marseille,Livré,,
O008940,23/02/2024,P00379,1,Lyon,Expédié,,
O008941,20/02/2024,P00671,1,Marseille,Livré,,
O008942,25/06/2024,P00767,3,Paris,Expédié,,
O008943,13/08/2024,P00999,5,Paris,Livré,,
O008944,05/10/2024,P00680,12,Paris,Livré,,
O008945,05/12/2024,P00398,5,Marseille,Livré,24/12/2024,Produit abîmé
O008946,05/09/2024,P00890,5,Paris,Livré,,
O008947,08/11/2024,P00658,2,Paris,Livré,20/11/2024,Mauvaise référence
O008948,28/02/2024,P00594,1,Paris,Livré,,
O008949,08/02/2024,P00047,1,Marseille,Livré,,
O008950,23/09/2024,P00170,3,Lyon,Livré,,
O008951,10/09/2024,P00136,5,Paris,Livré,,
O008952,12/03/2024,P00140,2,Paris,Expédié,,
O008954,08/03/2024,P00626,8,Marseille,Livré,,
O008955,12/08/2024,P00558,3,Lyon,Livré,02/09/2024,Livraison incomplète
O008956,02/02/2024,P00226,1,Paris,Livré,,
O008957,05/12/2024,P00305,1,Marseille,Livré,15/12/2024,Mauvaise référence
O008958,04/01/2024,P00912,10,Marseille,Livré,09/01/2024,Produit abîmé
O008959,16/09/2024,P00933,8,Marseille,Livré,03/10/2024,Mauvaise référence
O008961,20/11/2024,P00063,12,Marseille,Livré,,
O008962,21/06/2024,P00341,1,Lyon,Livré,,
O008963,17/12/2024,P00341,20,Marseille,Expédié,,
O008964,28/02/2024,P00035,1,Lyon,Livré,,
O008965,22/10/2024,P00373,1,Paris,Expédié,,
O008966,12/07/2024,P00463,20,Marseille,Expédié,,
O008967,23/09/2024,P00293,2,Paris,Expédié,,
O008968,26/10/2024,P00710,5,Lyon,Expédié,,
O008969,16/12/2024,P00400,1,Marseille,Livré,,
O008970,31/10/2024,P00943,3,Lyon,Expédié,,
O008971,12/12/2024,P00933,12,Paris,Livré,,
O008972,16/11/2024,P00336,2,Lyon,Livré,,
O008973,10/09/2024,P00715,5,Lyon,Livré,,
O008975,30/01/2024,P00620,1,Marseille,Livré,,
O008978,15/09/2024,P00515,5,Marseille,Livré,,
O008979,13/08/2024,P00370,2,Marseille,Livré,,
O008980,02/10/2024,P00334,1,Paris,Expédié,,
O008982,05/04/2024,P00830,2,Paris,Livré,,
O008983,18/11/2024,P00254,1,Lyon,Livré,,
O008984,04/09/2024,P00254,12,Marseille,Expédié,,
O008985,22/12/2024,P00893,2,Marseille,Livré,,
O008986,23/11/2024,P00002,1,Lyon,Livré,,
O008987,14/11/2024,P00442,2,Marseille,Livré,,
O008988,11/12/2024,P00184,2,Lyon,Livré,,
O008989,15/04/2024,P00037,8,Marseille,Livré,,
O008990,21/12/2024,P00633,15,Lyon,Expédié,,
O008991,12/12/2024,P00249,2,Marseille,Livré,,
O008992,22/04/2024,P00620,10,Marseille,Livré,,
O008993,14/11/2024,P00002,3,Lyon,Livré,,
O008994,25/12/2024,P00963,1,Marseille,Livré,,
O008995,28/02/2024,P00558,5,Lyon,Livré,,
O008997,06/01/2024,P00699,3,Marseille,Livré,,
O008998,01/12/2024,P00905,5,Lyon,Livré,,
O008999,30/12/2024,P00620,10,Lyon,Livré,,
O009000,11/12/2024,P00258,2,Paris,Livré,,
O009001,04/02/2024,P00834,12,Paris,Livré,,
O009003,12/03/2024,P00830,8,Paris,Livré,,
O009004,06/09/2024,P00969,3,Marseille,Expédié,,
O009005,20/12/2024,P00535,5,Paris,Livré,,
O009006,07/12/2024,P00865,2,Paris,Livré,,
O009007,27/11/2024,P00562,20,Lyon,Expédié,,
O009008,10/01/2024,P00923,5,Marseille,Livré,,
O009009,09/01/2024,P00047,1,Lyon,Livré,,
O009010,01/09/2024,P00716,2,Lyon,Expédié,,
O009012,28/12/2024,P00521,5,Lyon,Expédié,,
O009013,14/04/2024,P00014,1,Paris,Livré,,
O009014,16/12/2024,P00366,1,Paris,Livré,,
O009015,31/05/2024,P00819,3,Marseille,Livré,,
O009016,22/10/2024,P00604,2,Marseille,Livré,,
O009017,20/11/2024,P00231,2,Marseille,Expédié,,
O009018,28/12/2024,P00603,2,Lyon,Expédié,,
O009019,21/07/2024,P00839,1,Marseille,Livré,,
O009020,28/09/2024,P00565,5,Lyon,Livré,,
O009021,25/01/2024,P00890,3,Marseille,Livré,03/02/2024,Livraison incomplète
O009022,21/10/2024,P00924,1,Paris,Expédié,,
O009023,08/12/2024,P00809,2,Lyon,Expédié,,
O009025,13/12/2024,P00843,3,Marseille,Livré,,
O009026,01/12/2024,P00906,1,Lyon,Livré,,
O009027,23/12/2024,P00999,1,Paris,Expédié,,
O009028,06/12/2024,P00948,1,Lyon,Expédié,,
O009030,03/10/2024,P00839,8,Marseille,Livré,,
O009031,27/12/2024,P00710,8,Marseille,Expédié,,
O009032,07/03/2024,P00462,8,Paris,Livré,,
O009033,02/09/2024,P00160,5,Marseille,Expédié,,
O009034,19/02/2024,P00365,5,Lyon,Expédié,,
O009035,12/12/2024,P00759,3,Marseille,Expédié,,
O009036,13/12/2024,P00654,5,Paris,Livré,,
O009037,04/08/2024,P00304,1,Paris,Livré,,
O009038,03/03/2024,P00615,5,Lyon,Expédié,,
O009039,17/11/2024,P00435,8,Marseille,Livré,,
O009040,13/08/2024,P00992,3,Marseille,Expédié,,
O009042,12/09/2024,P00311,2,Paris,Livré,,
O009043,01/12/2024,P00630,2,Lyon,Expédié,,
O009044,03/11/2024,P00162,5,Lyon,Livré,,
O009045,27/08/2024,P00568,5,Marseille,Expédié,,
O009046,06/05/2024,P00343,10,Lyon,Livré,,
O009047,09/10/2024,P00973,2,Lyon,Livré,,
O009048,27/12/2024,P00594,8,Paris,Expédié,,
O009049,10/12/2024,P00776,3,Paris,Livré,,
O009050,15/09/2024,P00981,10,Paris,Livré,,
O009051,15/03/2024,P00011,3,Lyon,Expédié,24/03/2024,Produit abîmé
O009052,14/09/2024,P00971,3,Paris,Expédié,,
O009053,31/12/2024,P00021,3,Paris,Expédié,,
O009054,27/11/2024,P00729,8,Lyon,Expédié,,
O009056,23/10/2024,P00029,15,Paris,Livré,,
O009057,06/02/2024,P00485,1,Marseille,Expédié,,
O009058,20/12/2024,P00515,1,Lyon,Livré,,
O009060,21/09/2024,P00934,12,Paris,Livré,,
O009062,15/12/2024,P00366,3,Paris,Expédié,,
O009064,22/02/2024,P00336,5,Paris,Expédié,,
O009065,28/02/2024,P00400,3,Paris,Livré,,
O009066,25/12/2024,P00175,1,Paris,Livré,,
O009067,14/01/2024,P00865,8,Lyon,Livré,,
O009068,11/11/2024,P00176,8,Marseille,Livré,,
O009069,09/10/2024,P00604,2,Marseille,Livré,,
O009070,19/03/2024,P00259,2,Lyon,Livré,,
O009072,30/01/2024,P00980,10,Marseille,Livré,,
O009073,04/12/2024,P00233,1,Marseille,Livré,,
O009074,18/02/2024,P00467,10,Marseille,Livré,,
O009075,28/02/2024,P00220,2,Paris,Livré,,
O009076,02/12/2024,P00133,3,Paris,Livré,,
O009077,27/08/2024,P00767,12,Paris,Livré,,
O009078,05/09/2024,P00843,5,Paris,Expédié,,
O009079,23/03/2024,P00366,2,Lyon,Livré,,
O009080,17/11/2024,P00976,5,Lyon,Livré,,
O009081,09/01/2024,P00612,2,Paris,Expédié,,
O009082,26/12/2024,P00478,2,Paris,Livré,,
O009083,18/10/2024,P00629,20,Paris,Expédié,,
O009085,22/11/2024,P00014,8,Lyon,Expédié,,
O009087,30/12/2024,P00755,5,Marseille,Livré,,
O009088,16/01/2024,P00484,2,Lyon,Livré,,
O009089,04/02/2024,P00026,1,Lyon,Livré,,
O009091,18/02/2024,P00080,1,Marseille,Expédié,,
O009092,01/05/2024,P00152,3,Marseille,Livré,,
O009093,27/11/2024,P00250,8,Lyon,Expédié,09/12/2024,Mauvaise référence
O009095,05/10/2024,P00968,3,Marseille,Expédié,,
O009096,10/12/2024,P00764,10,Marseille,Expédié,,
O009098,23/12/2024,P00470,1,Lyon,Livré,,
O009100,19/12/2024,P00895,2,Paris,Expédié,,
O009101,20/10/2024,P00343,1,Marseille,Livré,,
O009102,25/12/2024,P00764,2,Lyon,Livré,,
O009104,18/11/2024,P00688,1,Paris,Expédié,,
O009105,01/01/2024,P00234,15,Marseille,Livré,,
O009106,18/11/2024,P00193,1,Paris,Livré,,
O009108,18/12/2024,P00330,12,Paris,Livré,26/12/2024,Mauvaise référence
O009109,13/11/2024,P00057,2,Paris,Livré,,
O009111,13/11/2024,P00008,20,Paris,Livré,,
O009112,28/12/2024,P00488,3,Marseille,Livré,,
O009113,20/08/2024,P00184,12,Paris,Livré,,
O009116,30/01/2024,P00895,1,Paris,Livré,,
O009117,26/09/2024,P00866,8,Paris,Livré,,
O009118,07/03/2024,P00547,12,Paris,Livré,,
O009119,20/01/2024,P00370,1,Lyon,Livré,,
O009120,10/09/2024,P00811,1,Lyon,Livré,,
O009121,10/10/2024,P00603,2,Marseille,Expédié,,
O009122,03/10/2024,P00039,12,Marseille,Expédié,,
O009123,18/02/2024,P00373,3,Marseille,Expédié,05/03/2024,Produit abîmé
O009125,09/12/2024,P00398,3,Paris,Expédié,,
O009126,09/10/2024,P00521,1,Lyon,Expédié,,
O009127,22/10/2024,P00506,1,Lyon,Livré,,
O009128,27/02/2024,P00710,8,Paris,Livré,,
O009129,22/12/2024,P00490,1,Marseille,Livré,,
O009130,19/09/2024,P00037,5,Paris,Livré,,
O009131,12/12/2024,P00485,12,Paris,Livré,,
O009132,24/12/2024,P00521,1,Lyon,Livré,02/01/2025,Produit abîmé
O009133,05/05/2024,P00791,5,Paris,Livré,,
O009134,01/05/2024,P00429,1,Marseille,Livré,,
O009135,31/05/2024,P00767,5,Paris,Expédié,,
O009136,29/12/2024,P00470,1,Marseille,Expédié,,
O009137,11/12/2024,P00236,8,Marseille,Livré,,
O009138,07/03/2024,P00404,2,Paris,Livré,,
O009141,24/04/2024,P00710,3,Paris,Expédié,,
O009142,28/09/2024,P00011,3,Lyon,Expédié,,
O009143,24/06/2024,P00912,1,Paris,Expédié,,
O009144,23/11/2024,P00558,8,Marseille,Livré,12/12/2024,Livraison incomplète
O009145,29/12/2024,P00002,2,Lyon,Livré,,
O009147,18/02/2024,P00362,5,Marseille,Livré,,
O009148,05/06/2024,P00155,1,Marseille,Expédié,,
O009149,17/12/2024,P00205,5,Paris,Livré,,
O009150,14/02/2024,P00090,1,Lyon,Livré,,
O009151,27/01/2024,P00124,2,Lyon,Expédié,,
O009152,30/12/2024,P00811,1,Marseille,Expédié,,
O009153,16/10/2024,P00451,8,Paris,Expédié,,
O009155,27/04/2024,P00923,2,Lyon,Livré,,
O009157,24/12/2024,P00341,10,Lyon,Expédié,,
O009158,09/11/2024,P00658,12,Marseille,Expédié,,
O009161,16/01/2024,P00263,1,Marseille,Livré,,
O009162,05/12/2024,P00006,5,Marseille,Expédié,,
O009163,04/11/2024,P00906,1,Lyon,Livré,,
O009164,11/12/2024,P00379,2,Paris,Expédié,,
O009165,04/02/2024,P00765,5,Marseille,Expédié,,
O009166,19/12/2024,P00158,5,Paris,Livré,,
O009167,26/09/2024,P00182,5,Marseille,Livré,,
O009168,30/09/2024,P00198,2,Paris,Livré,,
O009169,21/11/2024,P00780,2,Lyon,Livré,,
O009170,01/12/2024,P00210,1,Lyon,Livré,,
