id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif,return_flag,order_month
O005348,2024-10-26,P00258,3,Marseille,Livré,,,0,10
O005349,2024-05-18,P00024,2,Paris,Livré,,,0,5
O005350,2024-07-18,P00986,5,Paris,Livré,,,0,7
O005351,2024-12-04,P00612,1,Paris,Livré,,,0,12
O005352,2024-02-29,P00977,1,Lyon,Livré,,,0,2
O005353,2024-04-29,P00002,1,Marseille,Livré,,,0,4
O005354,2024-04-14,P00105,3,Paris,Expédié,,,0,4
O005355,2024-12-01,P00063,1,Marseille,Livré,,,0,12
O005356,2024-04-23,P00843,2,Lyon,Livré,,,0,4
O005357,2024-10-20,P00152,2,Marseille,Livré,,,0,10
O005358,2024-12-17,P00202,8,Marseille,Livré,,,0,12
O005359,2024-08-29,P00610,1,Lyon,Livré,,,0,8
O005360,2024-05-26,P00220,5,Marseille,Expédié,2024-06-19,Livraison incomplète,1,5
O005361,2024-12-30,P00957,5,Paris,Expédié,,,0,12
O005362,2024-11-28,P00490,8,Paris,Livré,,,0,11
O005363,2024-07-05,P00841,12,Paris,Expédié,,,0,7
O005365,2024-09-24,P00938,1,Lyon,Livré,,,0,9
O005368,2024-07-26,P00462,1,Lyon,Livré,,,0,7
O005369,2024-12-22,P00014,10,Paris,Expédié,,,0,12
O005370,2024-12-18,P00831,3,Marseille,Expédié,,,0,12
O005371,2024-11-18,P00140,3,Marseille,Expédié,,,0,11
O005372,2024-12-12,P00526,5,Marseille,Livré,,,0,12
O005373,2024-08-04,P00202,5,Marseille,Expédié,,,0,8
O005374,2024-09-05,P00231,12,Lyon,Expédié,,,0,9
O005375,2024-10-13,P00503,20,Marseille,Livré,,,0,10
O005376,2024-12-20,P00494,8,Paris,Livré,,,0,12
O005377,2024-10-19,P00452,2,Paris,Livré,,,0,10
O005378,2024-12-31,P00341,10,Lyon,Livré,,,0,12
O005379,2024-01-30,P00049,1,Paris,Livré,,,0,1
O005380,2024-11-10,P00478,1,Paris,Livré,,,0,11
O005381,2024-12-06,P00506,12,Lyon,Livré,2024-12-15,Client insatisfait,1,12
O005382,2024-10-04,P00981,2,Lyon,Livré,,,0,10
O005383,2024-10-25,P00503,1,Lyon,Livré,,,0,10
O005384,2024-04-24,P00740,1,Lyon,Livré,,,0,4
O005385,2024-09-06,P00629,10,Lyon,Livré,,,0,9
O005386,2024-03-23,P00541,3,Paris,Livré,,,0,3
O005387,2024-01-01,P00449,5,Lyon,Livré,,,0,1
O005388,2024-11-01,P00037,1,Marseille,Expédié,,,0,11
O005389,2024-07-14,P00222,8,Lyon,Livré,,,0,7
O005390,2024-04-23,P00011,8,Lyon,Livré,,,0,4
O005392,2024-03-17,P00240,2,Marseille,Expédié,,,0,3
O005393,2024-11-17,P00211,2,Marseille,Expédié,,,0,11
O005394,2024-12-27,P00008,1,Marseille,Livré,,,0,12
O005395,2024-02-19,P00809,15,Lyon,Livré,,,0,2
O005396,2024-12-30,P00729,5,Marseille,Livré,,,0,12
O005397,2024-04-10,P00933,12,Paris,Expédié,,,0,4
O005398,2024-11-14,P00921,2,Paris,Expédié,,,0,11
O005400,2024-01-07,P00046,8,Marseille,Livré,,,0,1
O005402,2024-10-23,P00928,8,Paris,Livré,2024-11-10,Client insatisfait,1,10
O005403,2024-02-06,P00742,5,Marseille,Livré,,,0,2
O005404,2024-07-19,P00231,15,Marseille,Expédié,,,0,7
O005405,2024-12-18,P00981,2,Paris,Livré,2025-01-10,Produit abîmé,1,12
O005407,2024-03-01,P00143,1,Paris,Livré,,,0,3
O005408,2024-11-13,P00558,5,Lyon,Livré,,,0,11
O005409,2024-10-20,P00536,8,Marseille,Expédié,,,0,10
O005410,2024-10-13,P00148,3,Lyon,Livré,,,0,10
O005411,2024-09-15,P00188,1,Paris,Livré,,,0,9
O005412,2024-11-10,P00536,3,Lyon,Expédié,,,0,11
O005413,2024-12-22,P00082,2,Paris,Expédié,,,0,12
O005414,2024-11-02,P00014,2,Lyon,Livré,,,0,11
O005415,2024-01-08,P00375,5,Lyon,Livré,,,0,1
O005416,2024-01-24,P00370,8,Marseille,Livré,,,0,1
O005417,2024-10-13,P00551,1,Paris,Livré,,,0,10
O005418,2024-01-23,P00305,2,Marseille,Expédié,,,0,1
O005419,2024-09-25,P00258,2,Paris,Livré,,,0,9
O005420,2024-10-11,P00025,1,Lyon,Livré,,,0,10
O005421,2024-12-12,P00655,8,Lyon,Expédié,,,0,12
O005423,2024-03-29,P00398,12,Paris,Livré,,,0,3
O005424,2024-08-20,P00568,2,Paris,Livré,,,0,8
O005429,2024-03-23,P00751,8,Paris,Livré,,,0,3
O005430,2024-10-21,P00175,12,Lyon,Livré,,,0,10
O005431,2024-12-12,P00873,10,Marseille,Livré,,,0,12
O005432,2024-01-29,P00846,1,Lyon,Expédié,,,0,1
O005433,2024-12-17,P00182,15,Paris,Livré,,,0,12
O005434,2024-06-09,P00217,2,Marseille,Livré,,,0,6
O005436,2024-01-16,P00444,2,Marseille,Expédié,,,0,1
O005437,2024-10-17,P00601,1,Lyon,Livré,,,0,10
O005438,2024-07-29,P00037,3,Paris,Livré,,,0,7
O005439,2024-05-09,P00046,1,Paris,Livré,2024-05-28,Livraison incomplète,1,5
O005440,2024-09-11,P00535,1,Paris,Expédié,,,0,9
O005441,2024-11-03,P00149,2,Marseille,Expédié,,,0,11
O005442,2024-12-02,P00759,8,Paris,Livré,,,0,12
O005443,2024-02-17,P00811,10,Paris,Livré,,,0,2
O005444,2024-02-05,P00906,2,Lyon,Expédié,,,0,2
O005445,2024-04-24,P00629,10,Paris,Livré,,,0,4
O005446,2024-12-21,P00256,10,Marseille,Livré,2025-01-20,Produit abîmé,1,12
O005447,2024-05-09,P00732,8,Marseille,Livré,,,0,5
O005448,2024-11-10,P00143,1,Lyon,Livré,,,0,11
O005449,2024-03-12,P00909,5,Paris,Livré,,,0,3
O005451,2024-07-30,P00510,15,Paris,Livré,,,0,7
O005452,2024-12-21,P00551,5,Lyon,Livré,2025-01-03,Mauvaise référence,1,12
O005454,2024-01-23,P00341,2,Paris,Livré,,,0,1
O005455,2024-11-03,P00765,3,Lyon,Livré,,,0,11
O005456,2024-05-16,P00707,5,Paris,Livré,,,0,5
O005457,2024-01-24,P00831,3,Lyon,Livré,,,0,1
O005458,2024-11-23,P00532,1,Lyon,Livré,,,0,11
O005459,2024-08-11,P00250,2,Marseille,Livré,,,0,8
O005460,2024-09-15,P00490,8,Marseille,Expédié,,,0,9
O005461,2024-12-04,P00952,10,Marseille,Expédié,,,0,12
O005462,2024-09-28,P00943,1,Lyon,Livré,,,0,9
O005463,2024-08-25,P00370,15,Paris,Livré,,,0,8
O005464,2024-12-09,P00893,2,Lyon,Livré,,,0,12
O005465,2024-02-20,P00710,5,Marseille,Livré,,,0,2
O005466,2024-02-07,P00400,8,Lyon,Livré,,,0,2
O005467,2024-05-16,P00839,8,Paris,Expédié,2024-05-28,Client insatisfait,1,5
O005468,2024-12-30,P00281,15,Lyon,Expédié,,,0,12
O005469,2024-08-14,P00683,2,Lyon,Expédié,,,0,8
O005470,2024-12-05,P00032,10,Lyon,Livré,,,0,12
O005471,2024-12-10,P00921,1,Paris,Livré,2024-12-28,Client insatisfait,1,12
O005473,2024-03-08,P00843,5,Marseille,Expédié,,,0,3
O005476,2024-12-17,P00393,8,Paris,Expédié,,,0,12
O005477,2024-11-08,P00780,5,Marseille,Livré,,,0,11
O005479,2024-08-16,P00250,2,Marseille,Livré,2024-09-03,Mauvaise référence,1,8
O005480,2024-03-07,P00952,10,Paris,Livré,,,0,3
O005481,2024-12-03,P00603,1,Lyon,Livré,,,0,12
O005482,2024-12-29,P00938,1,Lyon,Livré,,,0,12
O005483,2024-12-13,P00852,5,Lyon,Livré,,,0,12
O005484,2024-03-08,P00466,3,Paris,Livré,,,0,3
O005485,2024-12-17,P00759,10,Lyon,Livré,,,0,12
O005486,2024-02-26,P00106,2,Lyon,Livré,,,0,2
O005487,2024-11-11,P00418,1,Paris,Livré,,,0,11
O005489,2024-03-12,P00789,10,Marseille,Expédié,2024-03-31,Produit abîmé,1,3
O005490,2024-12-04,P00764,3,Lyon,Livré,,,0,12
O005491,2024-12-31,P00466,1,Lyon,Livré,,,0,12
O005493,2024-12-17,P00099,8,Lyon,Expédié,,,0,12
O005494,2024-03-11,P00184,3,Marseille,Livré,,,0,3
O005495,2024-03-06,P00229,5,Lyon,Livré,,,0,3
O005496,2024-11-17,P00836,3,Lyon,Expédié,,,0,11
O005497,2024-12-21,P00603,10,Lyon,Expédié,,,0,12
O005499,2024-04-28,P00118,10,Marseille,Livré,,,0,4
O005500,2024-11-24,P00658,5,Paris,Livré,,,0,11
O005501,2024-10-13,P00032,1,Lyon,Expédié,,,0,10
O005502,2024-08-26,P00220,10,Marseille,Livré,,,0,8
O005503,2024-09-23,P00417,5,Paris,Livré,,,0,9
O005504,2024-12-24,P00404,5,Marseille,Livré,,,0,12
O005505,2024-10-24,P00202,2,Lyon,Livré,,,0,10
O005506,2024-05-13,P00633,10,Lyon,Expédié,,,0,5
O005507,2024-03-22,P00594,8,Lyon,Livré,,,0,3
O005508,2024-10-28,P00198,1,Paris,Livré,,,0,10
O005509,2024-12-01,P00226,2,Lyon,Livré,2024-12-09,Client insatisfait,1,12
O005510,2024-10-22,P00467,10,Lyon,Livré,,,0,10
O005512,2024-09-25,P00055,1,Lyon,Livré,,,0,9
O005513,2024-04-26,P00158,15,Paris,Livré,,,0,4
O005514,2024-10-23,P00239,5,Marseille,Expédié,,,0,10
O005515,2024-05-04,P00277,5,Lyon,Expédié,,,0,5
O005517,2024-12-01,P00193,2,Marseille,Livré,,,0,12
O005518,2024-05-05,P00699,1,Lyon,Livré,,,0,5
O005519,2024-08-10,P00105,15,Paris,Expédié,,,0,8
O005520,2024-01-28,P00002,2,Marseille,Expédié,,,0,1
O005521,2024-02-04,P00226,8,Lyon,Livré,2024-02-10,Mauvaise référence,1,2
O005522,2024-01-05,P00240,2,Paris,Livré,,,0,1
O005523,2024-12-27,P00630,1,Lyon,Livré,,,0,12
O005525,2024-12-31,P00116,1,Lyon,Expédié,,,0,12
O005526,2024-12-24,P00044,3,Paris,Livré,,,0,12
O005527,2024-05-29,P00037,15,Lyon,Livré,,,0,5
O005528,2024-09-04,P00662,2,Paris,Livré,,,0,9
O005529,2024-09-21,P00170,2,Marseille,Livré,,,0,9
O005530,2024-02-11,P00032,2,Lyon,Livré,,,0,2
O005531,2024-09-09,P00025,3,Lyon,Livré,,,0,9
O005532,2024-05-15,P00254,2,Paris,Expédié,,,0,5
O005533,2024-12-15,P00140,10,Marseille,Livré,,,0,12
O005534,2024-11-23,P00971,3,Lyon,Livré,,,0,11
O005535,2024-10-20,P00873,3,Paris,Livré,,,0,10
O005536,2024-12-12,P00740,1,Paris,Livré,,,0,12
O005537,2024-11-05,P00754,20,Paris,Livré,,,0,11
O005538,2024-11-27,P00388,1,Lyon,Livré,,,0,11
O005539,2024-03-03,P00019,1,Marseille,Livré,,,0,3
O005541,2024-11-07,P00037,5,Lyon,Livré,2024-11-30,Client insatisfait,1,11
O005542,2024-06-15,P00233,3,Marseille,Livré,,,0,6
O005543,2024-02-09,P00603,2,Lyon,Expédié,,,0,2
O005545,2024-01-15,P00535,2,Paris,Livré,,,0,1
O005546,2024-12-21,P00024,8,Lyon,Livré,2025-01-07,Mauvaise référence,1,12
O005547,2024-01-08,P00906,1,Lyon,Livré,,,0,1
O005548,2024-01-20,P00370,10,Paris,Livré,,,0,1
O005549,2024-11-23,P00895,5,Paris,Livré,,,0,11
O005550,2024-12-06,P00873,2,Paris,Livré,,,0,12
O005551,2024-05-06,P00732,3,Marseille,Expédié,,,0,5
O005552,2024-12-17,P00205,2,Marseille,Livré,,,0,12
O005553,2024-02-21,P00755,8,Lyon,Expédié,,,0,2
O005554,2024-11-29,P00348,3,Lyon,Livré,,,0,11
O005555,2024-12-17,P00905,2,Lyon,Livré,,,0,12
O005556,2024-04-11,P00515,3,Paris,Expédié,,,0,4
O005557,2024-09-09,P00610,20,Lyon,Expédié,,,0,9
O005558,2024-10-01,P00226,2,Paris,Livré,,,0,10
O005559,2024-07-22,P00080,12,Lyon,Livré,,,0,7
O005560,2024-12-11,P00413,2,Paris,Expédié,,,0,12
O005561,2024-05-21,P00017,1,Marseille,Livré,,,0,5
O005562,2024-04-11,P00963,1,Paris,Livré,,,0,4
O005563,2024-02-19,P00421,2,Paris,Livré,,,0,2
O005567,2024-11-14,P00547,1,Paris,Livré,,,0,11
O005568,2024-02-16,P00876,1,Lyon,Expédié,,,0,2
O005569,2024-09-24,P00979,12,Lyon,Livré,,,0,9
O005570,2024-11-07,P00954,10,Lyon,Livré,,,0,11
O005571,2024-02-16,P00895,8,Paris,Expédié,,,0,2
O005572,2024-09-13,P00254,1,Lyon,Expédié,,,0,9
O005574,2024-11-25,P00252,1,Marseille,Expédié,2024-12-21,Mauvaise référence,1,11
O005575,2024-01-17,P00467,1,Marseille,Livré,,,0,1
O005576,2024-01-22,P00943,8,Lyon,Livré,,,0,1
O005577,2024-12-27,P00654,12,Lyon,Livré,,,0,12
O005581,2024-01-12,P00684,2,Paris,Livré,2024-01-23,Produit abîmé,1,1
O005582,2024-07-17,P00379,1,Paris,Livré,,,0,7
O005583,2024-12-12,P00767,3,Marseille,Livré,,,0,12
O005584,2024-11-01,P00767,2,Paris,Livré,,,0,11
O005585,2024-12-29,P00319,2,Paris,Expédié,,,0,12
O005586,2024-04-02,P00136,5,Paris,Livré,2024-04-29,Mauvaise référence,1,4
O005587,2024-02-19,P00710,5,Paris,Livré,,,0,2
O005588,2024-12-13,P00597,1,Paris,Expédié,,,0,12
O005589,2024-05-02,P00222,1,Lyon,Expédié,,,0,5
O005590,2024-12-12,P00938,20,Lyon,Expédié,,,0,12
O005591,2024-01-05,P00518,1,Paris,Livré,,,0,1
O005592,2024-12-08,P00807,1,Marseille,Livré,,,0,12
O005593,2024-12-08,P00965,1,Paris,Livré,,,0,12
O005594,2024-11-29,P00610,1,Marseille,Livré,,,0,11
O005595,2024-12-11,P00876,2,Paris,Livré,,,0,12
O005596,2024-09-28,P00319,8,Lyon,Livré,,,0,9
O005597,2024-11-28,P00503,2,Lyon,Livré,,,0,11
O005598,2024-04-09,P00449,2,Marseille,Expédié,,,0,4
O005599,2024-12-06,P00414,5,Marseille,Livré,,,0,12
O005600,2024-12-24,P00334,3,Marseille,Expédié,,,0,12
O005601,2024-03-28,P00981,10,Paris,Livré,,,0,3
O005602,2024-11-02,P00788,10,Paris,Expédié,,,0,11
O005603,2024-01-30,P00892,1,Marseille,Expédié,,,0,1
O005604,2024-01-18,P00658,8,Marseille,Expédié,,,0,1
O005605,2024-09-28,P00973,3,Marseille,Livré,,,0,9
O005606,2024-02-17,P00924,20,Lyon,Livré,,,0,2
O005607,2024-12-24,P00099,3,Paris,Expédié,,,0,12
O005608,2024-12-13,P00688,20,Marseille,Expédié,,,0,12
O005609,2024-11-28,P00029,8,Lyon,Expédié,,,0,11
O005612,2024-12-17,P00404,1,Marseille,Livré,,,0,12
O005613,2024-12-28,P00368,3,Lyon,Livré,,,0,12
O005615,2024-11-16,P00732,20,Lyon,Livré,,,0,11
O005617,2024-04-17,P00131,10,Paris,Expédié,,,0,4
O005618,2024-09-03,P00396,1,Lyon,Livré,,,0,9
O005619,2024-10-26,P00943,5,Paris,Livré,,,0,10
O005621,2024-03-27,P00691,2,Paris,Livré,,,0,3
O005622,2024-01-08,P00243,1,Marseille,Expédié,,,0,1
O005623,2024-12-21,P00017,2,Lyon,Livré,,,0,12
O005624,2024-12-26,P00140,1,Marseille,Livré,,,0,12
O005625,2024-10-20,P00431,8,Marseille,Livré,,,0,10
O005626,2024-04-19,P00751,2,Marseille,Livré,,,0,4
O005627,2024-12-16,P00035,10,Paris,Livré,,,0,12
O005629,2024-03-12,P00253,1,Marseille,Livré,,,0,3
O005630,2024-12-20,P00895,2,Paris,Livré,,,0,12
O005631,2024-12-21,P00551,1,Lyon,Expédié,,,0,12
O005632,2024-01-02,P00417,1,Marseille,Livré,,,0,1
O005633,2024-12-25,P00205,1,Marseille,Livré,,,0,12
O005634,2024-01-15,P00558,1,Paris,Expédié,2024-02-12,Mauvaise référence,1,1
O005635,2024-02-10,P00877,3,Lyon,Expédié,,,0,2
O005636,2024-10-30,P00011,2,Marseille,Expédié,,,0,10
O005637,2024-04-13,P00952,2,Lyon,Livré,,,0,4
O005638,2024-03-06,P00695,2,Marseille,Livré,,,0,3
O005639,2024-12-19,P00981,10,Lyon,Livré,,,0,12
O005640,2024-10-08,P00620,12,Marseille,Expédié,,,0,10
O005641,2024-10-29,P00090,3,Paris,Livré,,,0,10
O005644,2024-12-31,P00039,2,Paris,Livré,,,0,12
O005645,2024-05-03,P00093,1,Lyon,Livré,,,0,5
O005646,2024-07-09,P00143,15,Lyon,Livré,,,0,7
O005648,2024-03-21,P00765,1,Lyon,Livré,,,0,3
O005649,2024-11-28,P00010,2,Paris,Livré,,,0,11
O005651,2024-11-17,P00403,2,Lyon,Livré,,,0,11
O005652,2024-09-02,P00462,2,Marseille,Expédié,,,0,9
O005654,2024-09-23,P00371,1,Lyon,Livré,,,0,9
O005655,2024-02-19,P00620,8,Lyon,Livré,,,0,2
O005656,2024-11-26,P00594,1,Lyon,Expédié,,,0,11
O005657,2024-07-03,P00513,5,Marseille,Livré,,,0,7
O005658,2024-05-27,P00136,1,Paris,Livré,2024-06-04,Livraison incomplète,1,5
O005659,2024-02-18,P00341,1,Marseille,Expédié,,,0,2
O005660,2024-09-18,P00754,12,Paris,Expédié,,,0,9
O005661,2024-08-27,P00043,1,Marseille,Expédié,,,0,8
O005662,2024-12-19,P00568,10,Lyon,Livré,,,0,12
O005663,2024-11-10,P00040,3,Lyon,Livré,,,0,11
O005664,2024-10-24,P00516,1,Lyon,Expédié,,,0,10
O005665,2024-11-26,P00018,15,Lyon,Expédié,,,0,11
O005666,2024-12-11,P00729,1,Paris,Expédié,,,0,12
O005667,2024-05-05,P00764,10,Marseille,Livré,,,0,5
O005669,2024-08-21,P00055,1,Marseille,Expédié,,,0,8
O005670,2024-05-15,P00184,10,Paris,Livré,,,0,5
O005671,2024-08-13,P00011,1,Lyon,Livré,,,0,8
O005672,2024-05-19,P00658,3,Lyon,Livré,,,0,5
O005673,2024-12-31,P00733,8,Lyon,Livré,,,0,12
O005674,2024-03-07,P00764,12,Marseille,Expédié,,,0,3
O005675,2024-02-06,P00491,12,Paris,Livré,,,0,2
O005676,2024-12-27,P00258,8,Paris,Expédié,,,0,12
O005677,2024-01-17,P00106,10,Lyon,Expédié,,,0,1
O005678,2024-12-24,P00233,1,Lyon,Livré,,,0,12
O005680,2024-09-29,P00985,2,Paris,Expédié,2024-10-15,Mauvaise référence,1,9
O005681,2024-02-25,P00802,2,Marseille,Livré,,,0,2
O005682,2024-06-06,P00277,2,Lyon,Expédié,,,0,6
O005683,2024-10-15,P00047,2,Marseille,Livré,,,0,10
O005684,2024-12-24,P00895,3,Paris,Expédié,,,0,12
O005685,2024-04-23,P00653,1,Marseille,Livré,,,0,4
O005686,2024-02-28,P00159,5,Marseille,Livré,,,0,2
O005687,2024-01-31,P00503,1,Marseille,Expédié,,,0,1
O005688,2024-09-14,P00687,2,Marseille,Livré,,,0,9
O005689,2024-12-13,P00035,3,Marseille,Livré,,,0,12
O005690,2024-01-19,P00449,8,Lyon,Livré,2024-01-26,Mauvaise référence,1,1
O005691,2024-12-20,P00205,8,Paris,Expédié,,,0,12
O005693,2024-09-13,P00952,5,Lyon,Livré,,,0,9
O005694,2024-02-29,P00767,1,Marseille,Livré,2024-03-27,Mauvaise référence,1,2
O005695,2024-10-19,P00449,3,Paris,Expédié,,,0,10
O005696,2024-11-17,P00706,1,Paris,Expédié,,,0,11
O005697,2024-03-26,P00326,2,Lyon,Livré,,,0,3
O005698,2024-11-12,P00108,2,Lyon,Livré,,,0,11
O005699,2024-09-22,P00768,1,Paris,Livré,,,0,9
O005700,2024-12-24,P00026,2,Marseille,Livré,,,0,12
O005701,2024-10-16,P00287,15,Lyon,Livré,,,0,10
O005702,2024-10-05,P00220,15,Lyon,Livré,,,0,10
O005704,2024-12-04,P00059,2,Marseille,Livré,,,0,12
O005705,2024-10-06,P00105,1,Marseille,Livré,,,0,10
O005706,2024-02-01,P00738,1,Marseille,Livré,,,0,2
O005707,2024-12-02,P00396,2,Marseille,Expédié,,,0,12
O005708,2024-04-01,P00604,15,Marseille,Livré,,,0,4
O005709,2024-09-08,P00754,1,Paris,Expédié,,,0,9
O005711,2024-12-19,P00305,8,Lyon,Livré,,,0,12
O005712,2024-04-27,P00873,1,Marseille,Livré,,,0,4
O005713,2024-11-27,P00046,20,Paris,Livré,,,0,11
O005714,2024-12-05,P00371,2,Lyon,Livré,,,0,12
O005715,2024-12-04,P00011,8,Paris,Expédié,,,0,12
O005716,2024-03-07,P00613,2,Marseille,Livré,,,0,3
O005718,2024-12-02,P00890,5,Lyon,Livré,2024-12-10,Livraison incomplète,1,12
O005720,2024-10-05,P00843,1,Marseille,Expédié,,,0,10
O005721,2024-10-07,P00809,1,Paris,Livré,,,0,10
O005722,2024-01-30,P00603,12,Lyon,Livré,,,0,1
O005724,2024-01-26,P00249,12,Paris,Livré,,,0,1
O005725,2024-11-12,P00115,10,Lyon,Livré,,,0,11
O005726,2024-11-05,P00615,5,Marseille,Expédié,,,0,11
O005727,2024-08-20,P00852,8,Lyon,Expédié,2024-09-06,Produit abîmé,1,8
O005728,2024-12-22,P00518,1,Marseille,Livré,,,0,12
O005729,2024-10-17,P00610,2,Marseille,Livré,,,0,10
O005730,2024-01-19,P00831,2,Marseille,Expédié,,,0,1
O005731,2024-09-03,P00843,5,Paris,Livré,,,0,9
O005733,2024-11-12,P00370,2,Paris,Livré,,,0,11
O005734,2024-11-08,P00159,1,Marseille,Livré,,,0,11
O005735,2024-09-17,P00467,3,Marseille,Expédié,,,0,9
O005736,2024-12-10,P00355,8,Lyon,Livré,,,0,12
O005737,2024-08-19,P00957,2,Paris,Expédié,2024-09-08,Produit abîmé,1,8
O005738,2024-12-19,P00048,1,Marseille,Expédié,,,0,12
O005739,2024-12-25,P00921,1,Lyon,Livré,,,0,12
O005740,2024-03-05,P00631,1,Paris,Livré,,,0,3
O005741,2024-12-19,P00906,2,Marseille,Expédié,,,0,12
O005742,2024-11-08,P00509,5,Paris,Expédié,,,0,11
O005743,2024-08-12,P00943,5,Lyon,Expédié,,,0,8
O005744,2024-12-26,P00319,5,Marseille,Livré,,,0,12
O005745,2024-11-18,P00205,2,Lyon,Livré,,,0,11
O005746,2024-10-07,P00135,10,Lyon,Livré,,,0,10
O005747,2024-02-25,P00729,1,Marseille,Expédié,,,0,2
O005748,2024-12-21,P00414,3,Lyon,Livré,,,0,12
O005749,2024-02-25,P00691,8,Marseille,Expédié,,,0,2
O005750,2024-01-28,P00716,1,Lyon,Livré,,,0,1
O005751,2024-09-28,P00373,1,Lyon,Livré,,,0,9
O005752,2024-01-08,P00240,10,Lyon,Livré,2024-01-25,Client insatisfait,1,1
O005752,2024-01-08,P00240,10,Lyon,Livré,2024-01-15,Produit abîmé,1,1
O005753,2024-08-04,P00305,2,Lyon,Livré,,,0,8
O005754,2024-08-22,P00981,5,Marseille,Livré,,,0,8
O005755,2024-03-29,P00907,1,Marseille,Livré,,,0,3
O005756,2024-10-16,P00865,5,Marseille,Expédié,,,0,10
O005757,2024-12-17,P00170,2,Lyon,Livré,2024-12-30,Livraison incomplète,1,12
O005758,2024-10-12,P00233,1,Lyon,Livré,,,0,10
O005759,2024-12-22,P00413,5,Paris,Livré,,,0,12
O005760,2024-10-09,P00721,1,Paris,Expédié,,,0,10
O005761,2024-10-14,P00468,2,Paris,Expédié,,,0,10
O005762,2024-03-31,P00890,1,Paris,Livré,,,0,3
O005763,2024-09-10,P00037,1,Marseille,Livré,,,0,9
O005764,2024-11-01,P00149,2,Lyon,Livré,,,0,11
O005765,2024-12-27,P00729,1,Paris,Livré,,,0,12
O005766,2024-10-23,P00990,12,Marseille,Livré,,,0,10
O005769,2024-08-11,P00794,1,Paris,Expédié,2024-08-21,Client insatisfait,1,8
O005770,2024-09-25,P00205,3,Lyon,Expédié,,,0,9
O005771,2024-10-28,P00893,1,Paris,Livré,,,0,10
O005772,2024-02-05,P00379,2,Lyon,Expédié,,,0,2
O005773,2024-12-10,P00362,12,Paris,Expédié,,,0,12
O005774,2024-11-04,P00986,1,Lyon,Livré,,,0,11
O005775,2024-12-15,P00615,15,Paris,Expédié,,,0,12
O005776,2024-08-19,P00202,1,Paris,Livré,,,0,8
O005777,2024-12-04,P00781,8,Lyon,Expédié,,,0,12
O005778,2024-12-07,P00968,3,Paris,Expédié,,,0,12
O005779,2024-11-19,P00516,10,Marseille,Livré,,,0,11
O005780,2024-12-07,P00214,3,Lyon,Expédié,,,0,12
O005781,2024-01-19,P00953,3,Paris,Livré,,,0,1
O005783,2024-12-12,P00158,1,Marseille,Livré,,,0,12
O005784,2024-12-02,P00244,1,Marseille,Livré,,,0,12
O005785,2024-12-28,P00881,12,Marseille,Livré,,,0,12
O005786,2024-12-26,P00072,2,Marseille,Livré,,,0,12
O005787,2024-12-08,P00396,2,Marseille,Livré,,,0,12
O005788,2024-10-21,P00738,8,Marseille,Livré,,,0,10
O005789,2024-03-28,P00277,2,Paris,Livré,,,0,3
O005790,2024-06-05,P00474,15,Marseille,Livré,,,0,6
O005791,2024-11-10,P00791,8,Lyon,Expédié,,,0,11
O005793,2024-08-26,P00784,3,Marseille,Expédié,,,0,8
O005794,2024-11-18,P00370,10,Paris,Livré,,,0,11
O005795,2024-12-11,P00681,1,Paris,Livré,,,0,12
O005796,2024-03-08,P00319,2,Lyon,Livré,,,0,3
O005797,2024-03-28,P00543,3,Paris,Livré,,,0,3
O005799,2024-11-11,P00707,1,Lyon,Livré,,,0,11
O005800,2024-01-10,P00470,8,Paris,Livré,,,0,1
O005802,2024-10-26,P00716,12,Marseille,Livré,,,0,10
O005803,2024-06-02,P00693,2,Lyon,Livré,2024-06-19,Livraison incomplète,1,6
O005804,2024-06-26,P00047,2,Paris,Expédié,,,0,6
O005805,2024-08-16,P00518,15,Marseille,Livré,,,0,8
O005806,2024-12-16,P00226,2,Lyon,Livré,,,0,12
O005807,2024-03-06,P00193,3,Lyon,Livré,,,0,3
O005808,2024-10-20,P00765,2,Lyon,Expédié,,,0,10
O005809,2024-03-30,P00151,12,Lyon,Livré,,,0,3
O005810,2024-01-18,P00645,3,Marseille,Livré,,,0,1
O005811,2024-08-06,P00470,8,Paris,Expédié,,,0,8
O005812,2024-12-05,P00371,8,Lyon,Livré,,,0,12
O005813,2024-11-02,P00566,2,Marseille,Expédié,,,0,11
O005814,2024-08-05,P00895,2,Marseille,Livré,,,0,8
O005816,2024-12-09,P00933,10,Paris,Livré,,,0,12
O005817,2024-11-25,P00914,2,Paris,Livré,,,0,11
O005818,2024-01-29,P00300,8,Paris,Livré,,,0,1
O005821,2024-01-04,P00198,15,Lyon,Expédié,,,0,1
O005822,2024-01-14,P00088,5,Paris,Expédié,,,0,1
O005823,2024-12-14,P00765,8,Lyon,Livré,,,0,12
O005824,2024-11-30,P00254,8,Lyon,Livré,,,0,11
O005825,2024-12-03,P00503,10,Marseille,Expédié,,,0,12
O005826,2024-09-12,P00039,2,Lyon,Livré,,,0,9
O005827,2024-12-20,P00692,1,Lyon,Livré,,,0,12
O005828,2024-11-12,P00615,2,Paris,Livré,,,0,11
O005829,2024-03-22,P00737,5,Paris,Livré,,,0,3
O005830,2024-03-11,P00012,3,Paris,Livré,,,0,3
O005831,2024-04-09,P00414,8,Paris,Expédié,,,0,4
O005832,2024-11-02,P00046,2,Paris,Livré,,,0,11
