id_produit,catégorie,marque,prix,stock_minimum,date,entrepot,niveau_stock,stock_gap,month
P00189,Soins de la peau,Reflet d'or,369.53,69,2024-01-19,Marseille,53,-16,1
P00190,Maquillage,Elixir Haute Beauté,257.84,69,2024-03-21,Paris,138,69,3
P00190,Maquillage,Elixir Haute Beauté,257.84,69,2024-06-10,Lyon,117,48,6
P00191,Parfums,Luxe eclat,350.43,28,2024-11-28,Marseille,266,238,11
P00191,Parfums,Luxe eclat,350.43,28,2024-11-28,Lyon,212,184,11
P00192,Accessoires,Maison Pure,228.72,58,2024-12-22,Lyon,274,216,12
P00192,Accessoires,Maison Pure,228.72,58,2024-11-03,Marseille,283,225,11
P00193,Soins capillaires,Essentielle Paris,138.27,72,2024-12-18,Paris,92,20,12
P00193,Soins capillaires,Essentielle Paris,138.27,72,2024-07-08,Lyon,115,43,7
P00194,Parfums,Reflet d'or,413.17,92,2024-02-09,Paris,89,-3,2
P00194,Parfums,Reflet d'or,413.17,92,2024-12-10,Lyon,16,-76,12
P00195,Soins capillaires,Elixir Haute Beauté,403.72,31,2024-12-29,Marseille,52,21,12
P00195,Soins capillaires,Elixir Haute Beauté,403.72,31,2024-10-19,Lyon,76,45,10
P00196,Maquillage,Luxe eclat,353.45,33,2024-03-23,Lyon,29,-4,3
P00196,Maquillage,Luxe eclat,353.45,33,2024-08-19,Paris,119,86,8
P00197,Maquillage,Maison Pure,150.63,85,2024-07-25,Lyon,171,86,7
P00197,Maquillage,Maison Pure,150.63,85,2024-04-21,Paris,164,79,4
P00198,Soins de la peau,Essentielle Paris,303.31,39,2024-09-21,Paris,249,210,9
P00198,Soins de la peau,Essentielle Paris,303.31,39,2024-03-08,Lyon,13,-26,3
P00199,Accessoires,Reflet d'or,193.27,67,2024-08-12,Paris,216,149,8
P00200,Soins capillaires,Elixir Haute Beauté,63.96,40,2024-03-18,Paris,242,202,3
P00201,Parfums,Luxe eclat,460.31,73,2024-11-08,Lyon,125,52,11
P00202,Maquillage,Maison Pure,85.67,28,2024-09-21,Lyon,239,211,9
P00203,Soins de la peau,Essentielle Paris,476.11,57,2024-07-04,Lyon,88,31,7
P00204,Soins de la peau,Reflet d'or,234.08,54,2024-10-24,Marseille,165,111,10
P00205,Soins capillaires,Elixir Haute Beauté,108.86,64,2024-04-15,Paris,168,104,4
P00206,Maquillage,Luxe eclat,280.11,64,2024-08-21,Paris,145,81,8
P00206,Maquillage,Luxe eclat,280.11,64,2024-04-05,Lyon,205,141,4
P00207,Accessoires,Maison Pure,439.01,27,2024-09-11,Marseille,46,19,9
P00208,Maquillage,Essentielle Paris,371.47,72,2024-05-27,Paris,131,59,5
P00208,Maquillage,Essentielle Paris,371.47,72,2024-06-12,Marseille,243,171,6
P00209,Soins capillaires,Reflet d'or,407.15,56,2024-08-15,Paris,160,104,8
P00210,Soins capillaires,Elixir Haute Beauté,336.22,84,2024-01-24,Marseille,51,-33,1
P00210,Soins capillaires,Elixir Haute Beauté,336.22,84,2024-10-08,Paris,21,-63,10
P00211,Maquillage,Luxe eclat,352.29,66,2024-04-12,Marseille,117,51,4
P00212,Soins capillaires,Maison Pure,427.61,54,2024-01-07,Lyon,161,107,1
P00212,Soins capillaires,Maison Pure,427.61,54,2024-04-12,Paris,104,50,4
P00213,Maquillage,Essentielle Paris,139.84,42,2024-11-08,Lyon,277,235,11
P00214,Parfums,Reflet d'or,254.92,26,2024-10-21,Paris,192,166,10
P00214,Parfums,Reflet d'or,254.92,26,2024-09-01,Lyon,238,212,9
P00215,Maquillage,Elixir Haute Beauté,126.18,79,2024-04-28,Paris,237,158,4
P00215,Maquillage,Elixir Haute Beauté,126.18,79,2024-10-25,Marseille,258,179,10
P00216,Maquillage,Luxe eclat,494.08,13,2024-07-21,Paris,156,143,7
P00216,Maquillage,Luxe eclat,494.08,13,2024-03-11,Marseille,9,-4,3
P00217,Soins capillaires,Maison Pure,473.15,29,2024-06-20,Paris,78,49,6
P00217,Soins capillaires,Maison Pure,473.15,29,2024-01-05,Lyon,80,51,1
P00218,Soins capillaires,Essentielle Paris,38.92,56,2024-04-09,Lyon,49,-7,4
P00218,Soins capillaires,Essentielle Paris,38.92,56,2024-10-06,Marseille,155,99,10
P00219,Soins de la peau,Reflet d'or,358.68,24,2024-08-21,Lyon,117,93,8
P00219,Soins de la peau,Reflet d'or,358.68,24,2024-07-31,Paris,82,58,7
P00220,Soins de la peau,Elixir Haute Beauté,464.12,79,2024-03-18,Paris,138,59,3
P00221,Parfums,Luxe eclat,106.68,56,2024-01-05,Paris,295,239,1
P00222,Soins de la peau,Maison Pure,292.61,87,2024-12-13,Paris,140,53,12
P00222,Soins de la peau,Maison Pure,292.61,87,2024-09-29,Marseille,50,-37,9
P00222,Soins de la peau,Maison Pure,292.61,87,2024-08-10,Lyon,11,-76,8
P00223,Maquillage,Essentielle Paris,459.43,84,2024-08-11,Lyon,144,60,8
P00224,Soins capillaires,Reflet d'or,36.29,18,2024-06-27,Lyon,114,96,6
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,2024-03-30,Marseille,276,177,3
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,2024-07-14,Lyon,214,115,7
P00225,Soins de la peau,Elixir Haute Beauté,354.76,99,2024-10-01,Paris,166,67,10
P00226,Soins de la peau,Luxe eclat,162.73,25,2024-04-13,Paris,144,119,4
P00227,Parfums,Maison Pure,463.71,78,2024-06-10,Paris,145,67,6
P00227,Parfums,Maison Pure,463.71,78,2024-03-13,Marseille,193,115,3
P00228,Parfums,Essentielle Paris,486.11,70,2024-07-13,Lyon,213,143,7
P00228,Parfums,Essentielle Paris,486.11,70,2024-01-14,Marseille,213,143,1
P00229,Maquillage,Reflet d'or,473.25,19,2024-12-17,Paris,296,277,12
P00229,Maquillage,Reflet d'or,473.25,19,2024-05-30,Lyon,174,155,5
P00230,Soins capillaires,Elixir Haute Beauté,247.62,59,2024-08-31,Lyon,289,230,8
P00231,Parfums,Luxe eclat,433.78,12,2024-06-14,Lyon,64,52,6
P00231,Parfums,Luxe eclat,433.78,12,2024-09-26,Paris,281,269,9
P00232,Soins de la peau,Maison Pure,425.38,86,2024-06-03,Marseille,250,164,6
P00232,Soins de la peau,Maison Pure,425.38,86,2024-06-17,Paris,62,-24,6
P00233,Soins capillaires,Essentielle Paris,173.17,79,2024-06-04,Paris,132,53,6
P00234,Soins capillaires,Reflet d'or,417.88,90,2024-07-24,Lyon,163,73,7
P00235,Soins de la peau,Elixir Haute Beauté,37.76,60,2024-10-23,Lyon,243,183,10
P00235,Soins de la peau,Elixir Haute Beauté,37.76,60,2024-05-06,Paris,60,0,5
P00236,Parfums,Luxe eclat,306.21,28,2024-07-29,Paris,176,148,7
P00237,Soins de la peau,Maison Pure,130.4,51,2024-02-25,Paris,281,230,2
P00237,Soins de la peau,Maison Pure,130.4,51,2024-12-02,Lyon,144,93,12
P00238,Soins capillaires,Essentielle Paris,77.87,44,2024-12-25,Paris,176,132,12
P00238,Soins capillaires,Essentielle Paris,77.87,44,2024-06-13,Lyon,161,117,6
P00239,Accessoires,Reflet d'or,56.94,55,2024-04-18,Lyon,236,181,4
P00239,Accessoires,Reflet d'or,56.94,55,2024-05-23,Paris,35,-20,5
P00240,Accessoires,Elixir Haute Beauté,354.22,35,2024-07-11,Paris,39,4,7
P00240,Accessoires,Elixir Haute Beauté,354.22,35,2024-11-17,Marseille,2,-33,11
P00241,Maquillage,Luxe eclat,183.14,78,2024-03-28,Paris,46,-32,3
P00241,Maquillage,Luxe eclat,183.14,78,2024-05-17,Lyon,219,141,5
P00242,Soins de la peau,Maison Pure,367.89,73,2024-08-05,Lyon,264,191,8
P00242,Soins de la peau,Maison Pure,367.89,73,2024-04-25,Paris,174,101,4
P00243,Soins de la peau,Essentielle Paris,51.37,46,2024-09-19,Paris,226,180,9
P00243,Soins de la peau,Essentielle Paris,51.37,46,2024-10-30,Marseille,109,63,10
P00244,Maquillage,Reflet d'or,171.34,93,2024-02-12,Lyon,99,6,2
P00244,Maquillage,Reflet d'or,171.34,93,2024-07-28,Paris,64,-29,7
P00245,Maquillage,Elixir Haute Beauté,278.96,58,2024-06-10,Paris,44,-14,6
P00245,Maquillage,Elixir Haute Beauté,278.96,58,2024-06-08,Marseille,14,-44,6
P00246,Maquillage,Luxe eclat,399.55,30,2024-02-09,Marseille,277,247,2
P00246,Maquillage,Luxe eclat,399.55,30,2024-05-25,Paris,168,138,5
P00246,Maquillage,Luxe eclat,399.55,30,2024-06-29,Lyon,258,228,6
P00247,Soins capillaires,Maison Pure,173.0,83,2024-05-19,Paris,243,160,5
P00247,Soins capillaires,Maison Pure,173.0,83,2024-05-11,Marseille,161,78,5
P00248,Soins de la peau,Essentielle Paris,320.43,73,2024-11-12,Lyon,131,58,11
P00249,Soins capillaires,Reflet d'or,445.27,14,2024-11-14,Lyon,142,128,11
P00250,Maquillage,Elixir Haute Beauté,315.61,79,2024-06-28,Paris,69,-10,6
P00251,Soins de la peau,Luxe eclat,131.82,99,2024-07-06,Lyon,90,-9,7
P00251,Soins de la peau,Luxe eclat,131.82,99,2024-07-25,Marseille,17,-82,7
P00252,Soins capillaires,Maison Pure,31.71,13,2024-01-14,Paris,126,113,1
P00252,Soins capillaires,Maison Pure,31.71,13,2024-05-20,Lyon,66,53,5
P00253,Soins capillaires,Essentielle Paris,437.65,48,2024-12-09,Lyon,211,163,12
P00253,Soins capillaires,Essentielle Paris,437.65,48,2024-05-18,Paris,81,33,5
P00254,Maquillage,Reflet d'or,30.21,44,2024-07-21,Paris,293,249,7
P00254,Maquillage,Reflet d'or,30.21,44,2024-09-26,Lyon,10,-34,9
P00255,Soins de la peau,Elixir Haute Beauté,439.86,10,2024-11-23,Paris,132,122,11
P00255,Soins de la peau,Elixir Haute Beauté,439.86,10,2024-12-05,Marseille,118,108,12
P00256,Maquillage,Luxe eclat,273.89,33,2024-07-04,Paris,178,145,7
P00256,Maquillage,Luxe eclat,273.89,33,2024-01-24,Lyon,206,173,1
P00257,Soins de la peau,Maison Pure,470.75,66,2024-01-02,Paris,83,17,1
P00258,Accessoires,Essentielle Paris,403.42,79,2024-05-05,Paris,247,168,5
P00258,Accessoires,Essentielle Paris,403.42,79,2024-04-16,Lyon,125,46,4
P00259,Parfums,Reflet d'or,499.01,50,2024-12-26,Lyon,51,1,12
P00259,Parfums,Reflet d'or,499.01,50,2024-05-22,Paris,29,-21,5
P00260,Parfums,Elixir Haute Beauté,188.34,63,2024-12-14,Marseille,154,91,12
P00260,Parfums,Elixir Haute Beauté,188.34,63,2024-04-02,Lyon,10,-53,4
P00260,Parfums,Elixir Haute Beauté,188.34,63,2024-10-11,Paris,67,4,10
P00261,Parfums,Luxe eclat,388.25,55,2024-12-20,Marseille,50,-5,12
P00261,Parfums,Luxe eclat,388.25,55,2024-10-24,Lyon,287,232,10
P00262,Maquillage,Maison Pure,212.93,69,2024-02-03,Paris,12,-57,2
P00262,Maquillage,Maison Pure,212.93,69,2024-08-27,Lyon,46,-23,8
P00263,Accessoires,Essentielle Paris,250.34,69,2024-05-09,Lyon,268,199,5
P00263,Accessoires,Essentielle Paris,250.34,69,2024-05-02,Paris,279,210,5
P00264,Soins de la peau,Reflet d'or,321.2,66,2024-04-12,Lyon,41,-25,4
P00264,Soins de la peau,Reflet d'or,321.2,66,2024-09-11,Paris,209,143,9
P00265,Soins capillaires,Elixir Haute Beauté,439.37,40,2024-09-13,Marseille,244,204,9
P00265,Soins capillaires,Elixir Haute Beauté,439.37,40,2024-05-03,Lyon,70,30,5
P00266,Soins de la peau,Luxe eclat,492.36,93,2024-03-15,Paris,118,25,3
P00266,Soins de la peau,Luxe eclat,492.36,93,2024-01-31,Marseille,152,59,1
P00267,Soins capillaires,Maison Pure,388.77,33,2024-03-12,Paris,152,119,3
P00267,Soins capillaires,Maison Pure,388.77,33,2024-06-03,Lyon,49,16,6
P00268,Soins de la peau,Essentielle Paris,220.53,98,2024-06-02,Paris,86,-12,6
P00269,Accessoires,Reflet d'or,222.25,45,2024-11-25,Paris,76,31,11
P00270,Soins capillaires,Elixir Haute Beauté,374.04,94,2024-05-28,Lyon,152,58,5
P00270,Soins capillaires,Elixir Haute Beauté,374.04,94,2024-10-11,Marseille,276,182,10
P00271,Maquillage,Luxe eclat,134.61,39,2024-12-18,Marseille,52,13,12
P00272,Soins de la peau,Maison Pure,73.03,33,2024-11-04,Paris,63,30,11
P00272,Soins de la peau,Maison Pure,73.03,33,2024-07-26,Marseille,225,192,7
P00273,Soins de la peau,Essentielle Paris,190.22,39,2024-02-24,Marseille,72,33,2
P00273,Soins de la peau,Essentielle Paris,190.22,39,2024-11-01,Paris,122,83,11
P00274,Soins capillaires,Reflet d'or,157.87,95,2024-10-10,Paris,172,77,10
P00274,Soins capillaires,Reflet d'or,157.87,95,2024-11-18,Marseille,160,65,11
P00274,Soins capillaires,Reflet d'or,157.87,95,2024-01-03,Lyon,35,-60,1
P00275,Maquillage,Elixir Haute Beauté,162.23,16,2024-04-29,Lyon,245,229,4
P00275,Maquillage,Elixir Haute Beauté,162.23,16,2024-01-19,Paris,230,214,1
P00276,Maquillage,Luxe eclat,132.13,44,2024-06-06,Lyon,239,195,6
P00277,Accessoires,Maison Pure,40.2,64,2024-09-02,Marseille,10,-54,9
P00277,Accessoires,Maison Pure,40.2,64,2024-07-02,Paris,246,182,7
P00278,Maquillage,Essentielle Paris,28.58,23,2024-12-27,Lyon,140,117,12
P00278,Maquillage,Essentielle Paris,28.58,23,2024-12-18,Paris,207,184,12
P00279,Maquillage,Reflet d'or,494.11,19,2024-08-31,Paris,48,29,8
P00280,Maquillage,Elixir Haute Beauté,225.33,89,2024-04-14,Paris,62,-27,4
P00281,Parfums,Luxe eclat,204.48,25,2024-07-03,Paris,280,255,7
P00281,Parfums,Luxe eclat,204.48,25,2024-07-05,Lyon,189,164,7
P00281,Parfums,Luxe eclat,204.48,25,2024-12-31,Marseille,165,140,12
P00282,Accessoires,Maison Pure,346.23,63,2024-09-17,Lyon,160,97,9
P00283,Soins de la peau,Essentielle Paris,124.76,98,2024-05-07,Paris,49,-49,5
P00283,Soins de la peau,Essentielle Paris,124.76,98,2024-04-19,Marseille,25,-73,4
P00283,Soins de la peau,Essentielle Paris,124.76,98,2024-06-22,Lyon,169,71,6
P00284,Soins capillaires,Reflet d'or,475.98,86,2024-05-15,Lyon,227,141,5
P00285,Soins de la peau,Elixir Haute Beauté,397.45,79,2024-01-16,Lyon,230,151,1
P00285,Soins de la peau,Elixir Haute Beauté,397.45,79,2024-04-27,Paris,167,88,4
P00286,Accessoires,Luxe eclat,62.92,53,2024-10-26,Paris,107,54,10
P00287,Soins capillaires,Maison Pure,220.44,82,2024-10-07,Marseille,277,195,10
P00288,Accessoires,Essentielle Paris,441.98,54,2024-04-24,Paris,246,192,4
P00288,Accessoires,Essentielle Paris,441.98,54,2024-09-04,Lyon,9,-45,9
P00289,Maquillage,Reflet d'or,473.47,65,2024-09-02,Paris,25,-40,9
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,2024-06-07,Marseille,82,-11,6
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,2024-06-27,Paris,44,-49,6
P00290,Soins capillaires,Elixir Haute Beauté,244.35,93,2024-10-31,Lyon,6,-87,10
P00291,Maquillage,Luxe eclat,314.44,91,2024-06-15,Paris,70,-21,6
P00292,Soins de la peau,Maison Pure,100.18,66,2024-11-09,Lyon,24,-42,11
P00292,Soins de la peau,Maison Pure,100.18,66,2024-03-11,Paris,281,215,3
P00293,Soins de la peau,Essentielle Paris,495.76,30,2024-07-02,Lyon,273,243,7
P00293,Soins de la peau,Essentielle Paris,495.76,30,2024-03-02,Marseille,112,82,3
P00294,Soins capillaires,Reflet d'or,131.2,77,2024-02-24,Paris,297,220,2
P00294,Soins capillaires,Reflet d'or,131.2,77,2024-05-21,Lyon,26,-51,5
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,2024-03-31,Lyon,85,26,3
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,2024-09-06,Paris,278,219,9
P00295,Soins capillaires,Elixir Haute Beauté,472.51,59,2024-02-13,Marseille,78,19,2
P00296,Accessoires,Luxe eclat,331.83,42,2024-05-23,Lyon,91,49,5
P00297,Accessoires,Maison Pure,311.71,16,2024-12-01,Paris,140,124,12
P00297,Accessoires,Maison Pure,311.71,16,2024-01-19,Lyon,114,98,1
P00298,Maquillage,Essentielle Paris,266.09,79,2024-06-25,Marseille,262,183,6
P00298,Maquillage,Essentielle Paris,266.09,79,2024-07-24,Lyon,262,183,7
P00299,Soins capillaires,Reflet d'or,130.72,24,2024-09-18,Marseille,74,50,9
P00300,Soins de la peau,Elixir Haute Beauté,104.73,91,2024-01-30,Paris,246,155,1
P00301,Accessoires,Luxe eclat,125.83,41,2024-08-09,Paris,71,30,8
P00301,Accessoires,Luxe eclat,125.83,41,2024-07-30,Marseille,270,229,7
P00302,Accessoires,Maison Pure,109.49,84,2024-07-31,Marseille,53,-31,7
P00303,Soins de la peau,Essentielle Paris,394.2,29,2024-01-14,Marseille,283,254,1
P00303,Soins de la peau,Essentielle Paris,394.2,29,2024-07-22,Paris,39,10,7
P00304,Accessoires,Reflet d'or,188.06,97,2024-07-01,Paris,146,49,7
P00304,Accessoires,Reflet d'or,188.06,97,2024-09-19,Lyon,88,-9,9
P00305,Maquillage,Elixir Haute Beauté,47.76,24,2024-07-09,Marseille,184,160,7
P00305,Maquillage,Elixir Haute Beauté,47.76,24,2024-06-21,Paris,63,39,6
P00306,Soins capillaires,Luxe eclat,485.17,57,2024-10-24,Paris,85,28,10
P00307,Soins de la peau,Maison Pure,444.22,80,2024-09-09,Lyon,156,76,9
P00307,Soins de la peau,Maison Pure,444.22,80,2024-08-06,Paris,205,125,8
P00308,Soins capillaires,Essentielle Paris,465.32,30,2024-09-30,Lyon,150,120,9
P00309,Accessoires,Reflet d'or,497.56,51,2024-09-08,Lyon,2,-49,9
P00309,Accessoires,Reflet d'or,497.56,51,2024-09-30,Paris,194,143,9
P00310,Accessoires,Elixir Haute Beauté,103.47,35,2024-10-13,Paris,99,64,10
P00310,Accessoires,Elixir Haute Beauté,103.47,35,2024-09-26,Lyon,218,183,9
P00311,Soins de la peau,Luxe eclat,210.2,23,2024-05-12,Lyon,244,221,5
P00312,Maquillage,Maison Pure,383.95,66,2024-01-19,Lyon,192,126,1
P00313,Parfums,Essentielle Paris,354.09,46,2024-04-30,Marseille,193,147,4
P00314,Soins de la peau,Reflet d'or,93.87,67,2024-03-24,Lyon,190,123,3
P00314,Soins de la peau,Reflet d'or,93.87,67,2024-03-15,Paris,49,-18,3
P00315,Parfums,Elixir Haute Beauté,411.6,30,2024-12-04,Paris,99,69,12
P00315,Parfums,Elixir Haute Beauté,411.6,30,2024-04-05,Lyon,138,108,4
P00316,Parfums,Luxe eclat,127.73,91,2024-06-16,Lyon,232,141,6
P00317,Maquillage,Maison Pure,127.43,78,2024-06-26,Lyon,229,151,6
P00317,Maquillage,Maison Pure,127.43,78,2024-12-04,Paris,53,-25,12
P00318,Parfums,Essentielle Paris,277.75,12,2024-06-11,Paris,44,32,6
P00318,Parfums,Essentielle Paris,277.75,12,2024-12-18,Lyon,0,-12,12
P00319,Parfums,Reflet d'or,304.61,96,2024-03-22,Paris,198,102,3
P00319,Parfums,Reflet d'or,304.61,96,2024-04-11,Lyon,131,35,4
P00320,Maquillage,Elixir Haute Beauté,298.44,99,2024-07-19,Lyon,71,-28,7
P00321,Parfums,Luxe eclat,63.91,46,2024-04-22,Paris,208,162,4
P00321,Parfums,Luxe eclat,63.91,46,2024-02-20,Lyon,281,235,2
P00322,Parfums,Maison Pure,441.18,97,2024-11-07,Paris,47,-50,11
P00322,Parfums,Maison Pure,441.18,97,2024-12-10,Lyon,7,-90,12
P00323,Parfums,Essentielle Paris,147.49,58,2024-01-27,Paris,17,-41,1
P00324,Soins de la peau,Reflet d'or,82.17,28,2024-12-12,Paris,284,256,12
P00325,Soins de la peau,Elixir Haute Beauté,446.6,98,2024-05-24,Lyon,83,-15,5
P00325,Soins de la peau,Elixir Haute Beauté,446.6,98,2024-06-21,Paris,225,127,6
P00326,Soins de la peau,Luxe eclat,478.71,94,2024-02-19,Lyon,151,57,2
P00327,Maquillage,Maison Pure,433.82,21,2024-04-22,Paris,21,0,4
P00328,Accessoires,Essentielle Paris,408.57,70,2024-08-18,Lyon,251,181,8
P00328,Accessoires,Essentielle Paris,408.57,70,2024-02-04,Paris,37,-33,2
P00329,Parfums,Reflet d'or,334.52,50,2024-06-16,Marseille,237,187,6
P00329,Parfums,Reflet d'or,334.52,50,2024-06-15,Paris,109,59,6
P00330,Parfums,Elixir Haute Beauté,284.41,42,2024-12-17,Marseille,218,176,12
P00330,Parfums,Elixir Haute Beauté,284.41,42,2024-02-21,Paris,248,206,2
P00331,Maquillage,Luxe eclat,61.75,59,2024-03-13,Paris,111,52,3
P00332,Parfums,Maison Pure,216.06,77,2024-09-04,Paris,162,85,9
P00333,Soins de la peau,Essentielle Paris,198.89,80,2024-10-23,Paris,81,1,10
P00334,Accessoires,Reflet d'or,144.68,95,2024-03-11,Marseille,33,-62,3
P00334,Accessoires,Reflet d'or,144.68,95,2024-10-17,Paris,166,71,10
P00335,Soins capillaires,Elixir Haute Beauté,367.24,42,2024-02-21,Lyon,213,171,2
P00335,Soins capillaires,Elixir Haute Beauté,367.24,42,2024-09-22,Paris,48,6,9
P00336,Parfums,Luxe eclat,258.02,90,2024-11-27,Lyon,34,-56,11
P00336,Parfums,Luxe eclat,258.02,90,2024-08-15,Paris,73,-17,8
P00337,Soins de la peau,Maison Pure,58.9,33,2024-12-17,Marseille,187,154,12
P00337,Soins de la peau,Maison Pure,58.9,33,2024-06-02,Paris,278,245,6
P00338,Soins capillaires,Essentielle Paris,125.69,70,2024-06-17,Paris,1,-69,6
P00338,Soins capillaires,Essentielle Paris,125.69,70,2024-02-01,Lyon,213,143,2
P00339,Accessoires,Reflet d'or,347.96,70,2024-01-20,Lyon,35,-35,1
P00339,Accessoires,Reflet d'or,347.96,70,2024-06-09,Paris,260,190,6
P00340,Soins capillaires,Elixir Haute Beauté,56.54,37,2024-08-10,Lyon,43,6,8
P00340,Soins capillaires,Elixir Haute Beauté,56.54,37,2024-11-10,Paris,94,57,11
P00341,Soins de la peau,Luxe eclat,428.58,67,2024-02-04,Marseille,16,-51,2
P00341,Soins de la peau,Luxe eclat,428.58,67,2024-03-28,Lyon,238,171,3
P00342,Soins capillaires,Maison Pure,257.67,52,2024-11-01,Lyon,86,34,11
P00343,Maquillage,Essentielle Paris,250.68,50,2024-05-08,Paris,47,-3,5
P00343,Maquillage,Essentielle Paris,250.68,50,2024-10-16,Marseille,283,233,10
P00344,Soins capillaires,Reflet d'or,304.36,48,2024-12-22,Lyon,2,-46,12
P00344,Soins capillaires,Reflet d'or,304.36,48,2024-07-20,Marseille,61,13,7
P00345,Parfums,Elixir Haute Beauté,415.85,95,2024-05-07,Lyon,56,-39,5
P00345,Parfums,Elixir Haute Beauté,415.85,95,2024-02-18,Paris,7,-88,2
P00346,Parfums,Luxe eclat,186.95,58,2024-07-30,Paris,76,18,7
P00346,Parfums,Luxe eclat,186.95,58,2024-09-12,Lyon,270,212,9
P00347,Maquillage,Maison Pure,345.45,26,2024-08-24,Lyon,104,78,8
P00347,Maquillage,Maison Pure,345.45,26,2024-06-26,Marseille,87,61,6
P00347,Maquillage,Maison Pure,345.45,26,2024-02-22,Paris,243,217,2
P00348,Soins de la peau,Essentielle Paris,291.55,79,2024-12-23,Lyon,96,17,12
P00349,Parfums,Reflet d'or,148.17,79,2024-11-16,Paris,54,-25,11
P00350,Accessoires,Elixir Haute Beauté,441.74,74,2024-05-26,Lyon,258,184,5
P00350,Accessoires,Elixir Haute Beauté,441.74,74,2024-06-11,Paris,250,176,6
P00351,Parfums,Luxe eclat,402.76,83,2024-02-23,Paris,162,79,2
P00352,Parfums,Maison Pure,336.06,94,2024-10-23,Lyon,65,-29,10
P00352,Parfums,Maison Pure,336.06,94,2024-08-07,Marseille,178,84,8
P00353,Soins de la peau,Essentielle Paris,428.28,14,2024-04-17,Paris,199,185,4
P00353,Soins de la peau,Essentielle Paris,428.28,14,2024-08-06,Lyon,191,177,8
P00354,Soins capillaires,Reflet d'or,436.3,11,2024-02-27,Marseille,66,55,2
P00354,Soins capillaires,Reflet d'or,436.3,11,2024-10-26,Paris,168,157,10
P00355,Parfums,Elixir Haute Beauté,360.01,31,2024-09-21,Paris,2,-29,9
P00355,Parfums,Elixir Haute Beauté,360.01,31,2024-03-01,Lyon,281,250,3
P00355,Parfums,Elixir Haute Beauté,360.01,31,2024-06-07,Marseille,254,223,6
P00356,Maquillage,Luxe eclat,421.77,66,2024-12-03,Paris,259,193,12
P00357,Soins capillaires,Maison Pure,354.79,75,2024-07-31,Paris,85,10,7
P00357,Soins capillaires,Maison Pure,354.79,75,2024-02-08,Lyon,12,-63,2
P00358,Accessoires,Essentielle Paris,346.47,83,2024-05-01,Marseille,277,194,5
P00359,Soins de la peau,Reflet d'or,316.93,25,2024-11-29,Paris,238,213,11
P00360,Accessoires,Elixir Haute Beauté,381.3,60,2024-06-12,Paris,297,237,6
P00361,Soins capillaires,Luxe eclat,96.13,48,2024-02-26,Paris,226,178,2
P00361,Soins capillaires,Luxe eclat,96.13,48,2024-04-07,Lyon,215,167,4
P00362,Soins capillaires,Maison Pure,442.82,95,2024-03-27,Marseille,146,51,3
P00363,Soins capillaires,Essentielle Paris,438.48,85,2024-07-15,Paris,58,-27,7
P00364,Accessoires,Reflet d'or,34.04,97,2024-12-16,Paris,208,111,12
P00365,Soins capillaires,Elixir Haute Beauté,416.39,49,2024-11-06,Marseille,27,-22,11
P00365,Soins capillaires,Elixir Haute Beauté,416.39,49,2024-02-17,Paris,67,18,2
P00366,Accessoires,Luxe eclat,81.86,47,2024-11-19,Marseille,210,163,11
P00366,Accessoires,Luxe eclat,81.86,47,2024-01-31,Lyon,263,216,1
P00367,Soins capillaires,Maison Pure,180.86,69,2024-11-30,Marseille,295,226,11
P00367,Soins capillaires,Maison Pure,180.86,69,2024-10-18,Paris,250,181,10
P00367,Soins capillaires,Maison Pure,180.86,69,2024-07-05,Lyon,78,9,7
P00368,Maquillage,Essentielle Paris,376.88,68,2024-01-27,Lyon,65,-3,1
P00368,Maquillage,Essentielle Paris,376.88,68,2024-11-10,Paris,117,49,11
P00369,Soins capillaires,Reflet d'or,97.16,19,2024-11-10,Marseille,275,256,11
P00369,Soins capillaires,Reflet d'or,97.16,19,2024-11-13,Paris,167,148,11
P00370,Accessoires,Elixir Haute Beauté,412.62,73,2024-11-11,Marseille,143,70,11
P00371,Parfums,Luxe eclat,419.42,72,2024-09-06,Paris,86,14,9
P00371,Parfums,Luxe eclat,419.42,72,2024-08-24,Marseille,4,-68,8
P00372,Soins capillaires,Maison Pure,263.58,58,2024-05-31,Paris,23,-35,5
P00372,Soins capillaires,Maison Pure,263.58,58,2024-09-07,Marseille,277,219,9
P00373,Parfums,Essentielle Paris,23.07,73,2024-07-06,Paris,213,140,7
P00374,Maquillage,Reflet d'or,157.78,41,2024-09-03,Paris,168,127,9
P00374,Maquillage,Reflet d'or,157.78,41,2024-08-01,Lyon,6,-35,8
P00375,Soins de la peau,Elixir Haute Beauté,316.12,16,2024-03-04,Paris,192,176,3
P00376,Maquillage,Luxe eclat,490.97,30,2024-02-24,Paris,102,72,2
P00376,Maquillage,Luxe eclat,490.97,30,2024-01-22,Marseille,56,26,1
P00377,Soins capillaires,Maison Pure,323.27,29,2024-02-24,Paris,15,-14,2
P00377,Soins capillaires,Maison Pure,323.27,29,2024-12-30,Lyon,0,-29,12
