id_achat,date_achat,id_produit,quantité,id_fournisseur,prix_unitaire,délai_livraison_jours,nom_fournisseur,ville,pays,fiabilité,délai_moyen_jours,cout_total,delai_deviation,retard_jours,mois_achat,on_time_delivery
PO002370,2024-07-23,P00143,50,S046,12.79,13,Roche,Rome,Italie,0.54,4,639.5,9,9,7,0
PO002371,2024-02-13,P00163,75,S008,111.07,13,Gaillard S.A.,Berlin,Allemagne,0.64,7,8330.25,6,6,2,0
PO002372,2024-01-02,P00525,50,S002,150.86,10,Morvan,Paris,France,0.86,9,7543.000000000001,1,1,1,0
PO002373,2024-05-28,P00967,50,S029,220.91,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,11045.5,5,5,5,0
PO002374,2024-03-06,P00429,75,S046,252.72,7,Roche,Rome,Italie,0.54,4,18954.0,3,3,3,0
PO002375,2024-01-04,P00717,75,S048,280.81,4,Lecomte,Amsterdam,Pays-Bas,0.65,4,21060.75,0,0,1,1
PO002376,2024-12-19,P00928,50,S048,18.26,5,Lecomte,Amsterdam,Pays-Bas,0.65,4,913.0000000000001,1,1,12,0
PO002377,2024-10-31,P00425,200,S010,283.4,8,Pelletier,Paris,France,0.98,3,56679.99999999999,5,5,10,0
PO002378,2024-02-08,P00853,10,S001,272.27,13,Lecomte et Fils,Zurich,Suisse,0.84,10,2722.7,3,3,2,0
PO002379,2024-02-09,P00069,10,S028,98.72,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,987.2,1,1,2,0
PO002380,2024-07-07,P00661,500,S032,73.86,4,Munoz SA,Dublin,Irlande,0.53,4,36930.0,0,0,7,1
PO002381,2024-05-16,P00331,100,S012,278.18,12,Lucas,Stockholm,Suède,1.0,11,27818.0,1,1,5,0
PO002382,2024-04-11,P00084,150,S010,210.13,8,Pelletier,Paris,France,0.98,3,31519.5,5,5,4,0
PO002383,2024-09-07,P00573,100,S022,53.55,12,Langlois Vallée SA,Dublin,Irlande,0.88,9,5355.0,3,3,9,0
PO002384,2024-05-18,P00063,50,S008,155.27,2,Gaillard S.A.,Berlin,Allemagne,0.64,7,7763.500000000001,-5,0,5,1
PO002385,2024-12-10,P00446,100,S048,41.01,2,Lecomte,Amsterdam,Pays-Bas,0.65,4,4101.0,-2,0,12,1
PO002386,2024-08-05,P00073,10,S029,221.97,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2219.7,5,5,8,0
PO002387,2024-02-24,P00078,150,S028,144.75,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,21712.5,-5,0,2,1
PO002388,2024-07-07,P00779,75,S002,257.21,5,Morvan,Paris,France,0.86,9,19290.75,-4,0,7,1
PO002389,2024-10-07,P00653,300,S008,166.77,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,50031.0,-2,0,10,1
PO002390,2024-10-11,P00745,100,S012,141.77,13,Lucas,Stockholm,Suède,1.0,11,14177.000000000002,2,2,10,0
PO002391,2024-04-13,P00729,25,S008,236.28,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,5907.0,4,4,4,0
PO002392,2024-02-04,P00713,75,S033,99.17,5,Mercier Dupuy S.A.S.,Stockholm,Suède,0.67,14,7437.75,-9,0,2,1
PO002393,2024-12-15,P00371,10,S008,58.6,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,586.0,0,0,12,1
PO002394,2024-06-20,P00883,100,S028,291.33,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,29133.0,5,5,6,0
PO002395,2024-03-19,P00429,75,S010,233.18,3,Pelletier,Paris,France,0.98,3,17488.5,0,0,3,1
PO002396,2024-10-22,P00971,50,S046,11.48,13,Roche,Rome,Italie,0.54,4,574.0,9,9,10,0
PO002397,2024-03-15,P00350,300,S002,11.3,9,Morvan,Paris,France,0.86,9,3390.0,0,0,3,1
PO002398,2024-02-12,P00091,300,S029,147.83,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,44349.00000000001,-4,0,2,1
PO002399,2024-01-14,P00049,300,S002,203.25,4,Morvan,Paris,France,0.86,9,60975.0,-5,0,1,1
PO002400,2024-03-18,P00888,25,S008,123.6,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,3090.0,3,3,3,0
PO002401,2024-09-07,P00607,100,S029,225.33,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,22533.0,-4,0,9,1
PO002402,2024-07-27,P00845,300,S029,146.36,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,43908.00000000001,-4,0,7,1
PO002403,2024-10-19,P00068,75,S033,138.94,3,Mercier Dupuy S.A.S.,Stockholm,Suède,0.67,14,10420.5,-11,0,10,1
PO002404,2024-09-15,P00189,25,S029,201.05,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5026.25,0,0,9,1
PO002405,2024-08-05,P00098,150,S007,294.78,10,Carlier,Prague,République tchèque,0.9,9,44216.99999999999,1,1,8,0
PO002406,2024-02-21,P00409,200,S023,194.34,3,Albert,Bruxelles,Belgique,0.83,9,38868.0,-6,0,2,1
PO002407,2024-02-18,P00505,100,S017,233.57,13,Bodin,Rome,Italie,0.87,5,23357.0,8,8,2,0
PO002408,2024-06-30,P00489,50,S029,123.8,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6190.0,-1,0,6,1
PO002409,2024-07-01,P00197,25,S008,265.92,9,Gaillard S.A.,Berlin,Allemagne,0.64,7,6648.0,2,2,7,0
PO002410,2024-08-11,P00618,100,S029,80.19,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8019.0,8,8,8,0
PO002411,2024-03-31,P00093,75,S028,189.3,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,14197.5,1,1,3,0
PO002412,2024-05-11,P00773,100,S006,270.62,12,Jean,Zurich,Suisse,0.68,8,27062.0,4,4,5,0
PO002413,2024-08-08,P00196,25,S028,83.18,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2079.5,-5,0,8,1
PO002414,2024-12-17,P00815,25,S010,141.12,14,Pelletier,Paris,France,0.98,3,3528.0,11,11,12,0
PO002415,2024-07-22,P00973,50,S029,53.38,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2669.0,5,5,7,0
PO002416,2024-05-16,P00369,50,S028,171.14,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,8557.0,-2,0,5,1
PO002417,2024-05-21,P00014,100,S002,106.83,6,Morvan,Paris,France,0.86,9,10683.0,-3,0,5,1
PO002418,2024-02-01,P00071,50,S008,46.29,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,2314.5,-4,0,2,1
PO002419,2024-04-08,P00105,100,S008,192.8,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,19280.0,-3,0,4,1
PO002420,2024-07-16,P00919,150,S029,143.55,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,21532.5,1,1,7,0
PO002421,2024-04-18,P00355,25,S008,155.78,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,3894.5,-1,0,4,1
PO002422,2024-01-20,P00382,200,S050,243.24,12,Carlier SA,Bruxelles,Belgique,0.64,11,48648.0,1,1,1,0
PO002423,2024-11-20,P00909,150,S048,109.44,7,Lecomte,Amsterdam,Pays-Bas,0.65,4,16416.0,3,3,11,0
PO002424,2024-06-22,P00356,100,S014,74.29,9,Guillon,Rome,Italie,0.91,7,7429.000000000001,2,2,6,0
PO002425,2024-12-06,P00911,200,S046,55.13,5,Roche,Rome,Italie,0.54,4,11026.0,1,1,12,0
PO002426,2024-05-26,P00434,50,S029,51.55,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2577.5,-1,0,5,1
PO002427,2024-08-24,P00043,50,S029,268.22,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13411.000000000002,4,4,8,0
PO002428,2024-11-05,P00117,10,S028,136.92,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1369.1999999999998,-6,0,11,1
PO002429,2024-03-22,P00631,75,S015,265.0,13,Renault,Zurich,Suisse,0.65,5,19875.0,8,8,3,0
PO002430,2024-02-15,P00259,75,S008,176.07,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,13205.25,0,0,2,1
PO002431,2024-10-31,P00572,100,S008,148.9,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,14890.0,-4,0,10,1
PO002432,2024-10-26,P00174,10,S019,245.58,13,Leduc,Oslo,Norvège,0.87,11,2455.8,2,2,10,0
PO002433,2024-06-22,P00679,10,S046,226.51,10,Roche,Rome,Italie,0.54,4,2265.1,6,6,6,0
PO002434,2024-11-15,P00897,50,S029,55.7,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2785.0,5,5,11,0
PO002435,2024-07-09,P00892,25,S008,10.39,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,259.75,3,3,7,0
PO002436,2024-12-04,P00133,150,S048,141.04,9,Lecomte,Amsterdam,Pays-Bas,0.65,4,21156.0,5,5,12,0
PO002437,2024-04-14,P00082,100,S008,106.74,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,10674.0,-2,0,4,1
PO002438,2024-04-27,P00057,50,S008,204.94,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,10247.0,5,5,4,0
PO002439,2024-02-27,P00583,10,S008,77.08,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,770.8,-1,0,2,1
PO002440,2024-10-14,P00548,25,S029,251.62,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6290.5,5,5,10,0
PO002441,2024-02-26,P00112,100,S028,70.57,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,7056.999999999999,2,2,2,0
PO002442,2024-12-02,P00770,500,S010,77.28,4,Pelletier,Paris,France,0.98,3,38640.0,1,1,12,0
PO002443,2024-01-18,P00593,50,S008,146.88,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,7344.0,-4,0,1,1
PO002444,2024-06-06,P00589,150,S046,104.66,14,Roche,Rome,Italie,0.54,4,15699.0,10,10,6,0
PO002445,2024-12-05,P00641,200,S008,282.67,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,56534.0,-4,0,12,1
PO002446,2024-09-12,P00650,10,S013,52.27,2,Gautier,Paris,France,0.84,7,522.7,-5,0,9,1
PO002447,2024-09-16,P00962,200,S010,141.65,14,Pelletier,Paris,France,0.98,3,28330.0,11,11,9,0
PO002448,2024-03-24,P00132,75,S044,145.0,6,Lopes,Amsterdam,Pays-Bas,0.85,9,10875.0,-3,0,3,1
PO002449,2024-09-23,P00297,300,S029,70.5,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,21150.0,0,0,9,1
PO002450,2024-05-11,P00512,75,S028,19.52,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1464.0,0,0,5,1
PO002451,2024-06-11,P00645,25,S008,125.17,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,3129.25,0,0,6,1
PO002452,2024-12-02,P00606,500,S046,244.92,3,Roche,Rome,Italie,0.54,4,122460.0,-1,0,12,1
PO002453,2024-08-08,P00587,25,S008,195.67,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,4891.75,5,5,8,0
PO002454,2024-10-23,P00513,200,S036,273.71,4,Moreau Dubois S.A.S.,Stockholm,Suède,0.97,10,54741.99999999999,-6,0,10,1
PO002455,2024-09-23,P00678,25,S029,100.84,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2521.0,2,2,9,0
PO002456,2024-09-13,P00802,100,S010,199.91,3,Pelletier,Paris,France,0.98,3,19991.0,0,0,9,1
PO002457,2024-01-15,P00329,50,S049,193.13,3,Godard SA,Zurich,Suisse,0.62,13,9656.5,-10,0,1,1
PO002458,2024-07-31,P00745,500,S008,285.04,6,Gaillard S.A.,Berlin,Allemagne,0.64,7,142520.0,-1,0,7,1
PO002459,2024-05-17,P00615,25,S029,145.35,2,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,3633.75,-4,0,5,1
PO002460,2024-04-16,P00211,50,S029,224.8,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,11240.0,3,3,4,0
PO002461,2024-12-08,P00557,100,S040,230.97,12,Fabre SA,Copenhague,Danemark,0.65,9,23097.0,3,3,12,0
PO002462,2024-11-09,P00323,500,S046,262.16,8,Roche,Rome,Italie,0.54,4,131080.0,4,4,11,0
PO002463,2024-10-05,P00376,50,S010,243.36,8,Pelletier,Paris,France,0.98,3,12168.0,5,5,10,0
PO002464,2024-03-08,P00332,50,S028,199.95,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,9997.5,-2,0,3,1
PO002465,2024-10-21,P00190,75,S008,149.92,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,11243.999999999998,7,7,10,0
PO002466,2024-04-28,P00116,50,S046,75.8,14,Roche,Rome,Italie,0.54,4,3790.0,10,10,4,0
PO002467,2024-09-10,P00050,150,S008,293.56,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,44034.0,0,0,9,1
PO002468,2024-02-21,P00475,10,S028,68.94,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,689.4,6,6,2,0
PO002469,2024-08-18,P00497,100,S048,209.73,13,Lecomte,Amsterdam,Pays-Bas,0.65,4,20973.0,9,9,8,0
PO002470,2024-03-19,P00892,75,S008,179.99,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,13499.25,7,7,3,0
PO002471,2024-07-21,P00644,25,S029,183.23,9,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,4580.75,3,3,7,0
PO002472,2024-08-15,P00253,75,S008,109.82,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,8236.5,7,7,8,0
PO002473,2024-01-13,P00067,150,S028,192.55,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,28882.5,-5,0,1,1
PO002474,2024-01-08,P00622,50,S029,123.83,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6191.5,2,2,1,0
PO002475,2024-12-19,P00670,25,S029,174.36,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,4359.0,4,4,12,0
PO002476,2024-03-18,P00239,10,S006,21.94,10,Jean,Zurich,Suisse,0.68,8,219.4,2,2,3,0
PO002477,2024-07-14,P00301,150,S029,68.55,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,10282.5,0,0,7,1
PO002478,2024-04-06,P00601,50,S008,289.53,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,14476.499999999998,3,3,4,0
PO002479,2024-11-14,P00936,300,S029,83.05,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,24915.0,1,1,11,0
PO002480,2024-02-20,P00386,100,S028,103.4,12,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,10340.0,4,4,2,0
PO002481,2024-02-03,P00713,50,S028,137.85,11,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,6892.5,3,3,2,0
PO002482,2024-03-24,P00790,75,S025,148.39,2,Techer SA,Varsovie,Pologne,0.92,12,11129.249999999998,-10,0,3,1
PO002483,2024-03-09,P00458,75,S008,100.95,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,7571.25,-3,0,3,1
PO002484,2024-04-09,P00021,200,S028,101.17,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,20234.0,1,1,4,0
PO002485,2024-04-26,P00830,75,S046,95.62,6,Roche,Rome,Italie,0.54,4,7171.5,2,2,4,0
PO002486,2024-02-21,P00704,25,S049,128.77,10,Godard SA,Zurich,Suisse,0.62,13,3219.2500000000005,-3,0,2,1
PO002487,2024-08-28,P00417,75,S029,88.16,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6612.0,1,1,8,0
PO002488,2024-09-12,P00118,100,S029,88.49,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8849.0,6,6,9,0
PO002489,2024-07-02,P00211,150,S048,191.09,12,Lecomte,Amsterdam,Pays-Bas,0.65,4,28663.5,8,8,7,0
PO002490,2024-07-29,P00650,300,S045,274.48,14,Lagarde,Berlin,Allemagne,0.53,4,82344.0,10,10,7,0
PO002491,2024-09-15,P00637,50,S008,10.33,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,516.5,7,7,9,0
PO002492,2024-04-28,P00263,50,S002,93.92,2,Morvan,Paris,France,0.86,9,4696.0,-7,0,4,1
PO002493,2024-04-13,P00166,75,S008,187.64,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,14072.999999999998,3,3,4,0
PO002494,2024-08-03,P00904,200,S029,146.98,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,29395.999999999996,-3,0,8,1
PO002495,2024-03-09,P00090,500,S008,23.66,10,Gaillard S.A.,Berlin,Allemagne,0.64,7,11830.0,3,3,3,0
PO002496,2024-10-30,P00604,500,S028,78.14,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,39070.0,-6,0,10,1
PO002497,2024-09-30,P00635,25,S029,217.64,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,5441.0,5,5,9,0
PO002498,2024-07-11,P00672,75,S046,34.68,5,Roche,Rome,Italie,0.54,4,2601.0,1,1,7,0
PO002499,2024-10-15,P00718,50,S010,172.47,7,Pelletier,Paris,France,0.98,3,8623.5,4,4,10,0
PO002500,2024-12-12,P00548,50,S029,126.82,8,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,6341.0,2,2,12,0
PO002501,2024-05-18,P00646,10,S008,266.22,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,2662.2000000000003,0,0,5,1
PO002502,2024-08-04,P00068,25,S028,92.69,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2317.25,-3,0,8,1
PO002503,2024-05-21,P00980,50,S029,281.75,11,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,14087.5,5,5,5,0
PO002504,2024-11-17,P00188,50,S029,147.02,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,7351.000000000001,6,6,11,0
PO002505,2024-12-16,P00698,50,S028,35.47,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,1773.5,6,6,12,0
PO002506,2024-06-18,P00115,25,S028,220.53,3,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,5513.25,-5,0,6,1
PO002507,2024-03-06,P00391,100,S029,90.45,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9045.0,-1,0,3,1
PO002508,2024-06-01,P00492,50,S015,47.21,5,Renault,Zurich,Suisse,0.65,5,2360.5,0,0,6,1
PO002509,2024-11-03,P00550,100,S004,106.53,4,Philippe,Rome,Italie,0.57,9,10653.0,-5,0,11,1
PO002510,2024-10-07,P00094,50,S028,56.68,5,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2834.0,-3,0,10,1
PO002511,2024-07-26,P00390,150,S028,77.2,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,11580.0,6,6,7,0
PO002512,2024-09-30,P00804,25,S028,187.55,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4688.75,-2,0,9,1
PO002513,2024-09-29,P00534,25,S008,227.94,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,5698.5,5,5,9,0
PO002514,2024-06-09,P00968,100,S008,44.66,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,4466.0,-3,0,6,1
PO002515,2024-04-14,P00697,200,S045,237.51,3,Lagarde,Berlin,Allemagne,0.53,4,47502.0,-1,0,4,1
PO002516,2024-05-07,P00529,25,S040,116.38,2,Fabre SA,Copenhague,Danemark,0.65,9,2909.5,-7,0,5,1
PO002517,2024-01-13,P00607,10,S008,216.43,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,2164.3,-4,0,1,1
PO002518,2024-09-08,P00631,300,S020,249.82,7,Baudry,Paris,France,0.57,8,74946.0,-1,0,9,1
PO002519,2024-02-29,P00018,25,S022,61.41,14,Langlois Vallée SA,Dublin,Irlande,0.88,9,1535.25,5,5,2,0
PO002520,2024-07-17,P00953,50,S029,47.51,10,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2375.5,4,4,7,0
PO002521,2024-05-14,P00821,300,S029,160.15,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,48045.0,8,8,5,0
PO002522,2024-12-04,P00987,150,S028,215.99,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,32398.5,-4,0,12,1
PO002523,2024-06-15,P00956,50,S012,267.78,12,Lucas,Stockholm,Suède,1.0,11,13388.999999999998,1,1,6,0
PO002524,2024-12-07,P00580,300,S048,265.95,10,Lecomte,Amsterdam,Pays-Bas,0.65,4,79785.0,6,6,12,0
PO002525,2024-06-15,P00877,75,S028,206.58,6,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,15493.500000000002,-2,0,6,1
PO002526,2024-09-15,P00595,10,S028,62.83,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,628.3,2,2,9,0
PO002527,2024-05-11,P00112,100,S008,45.81,12,Gaillard S.A.,Berlin,Allemagne,0.64,7,4581.0,5,5,5,0
PO002528,2024-01-25,P00896,75,S002,22.54,8,Morvan,Paris,France,0.86,9,1690.5,-1,0,1,1
PO002529,2024-12-21,P00793,75,S012,282.08,5,Lucas,Stockholm,Suède,1.0,11,21156.0,-6,0,12,1
PO002530,2024-02-26,P00844,500,S040,203.77,3,Fabre SA,Copenhague,Danemark,0.65,9,101885.0,-6,0,2,1
PO002531,2024-09-17,P00040,25,S002,16.07,13,Morvan,Paris,France,0.86,9,401.75,4,4,9,0
PO002532,2024-06-22,P00158,100,S002,26.34,5,Morvan,Paris,France,0.86,9,2634.0,-4,0,6,1
PO002533,2024-04-20,P00652,75,S032,180.99,6,Munoz SA,Dublin,Irlande,0.53,4,13574.25,2,2,4,0
PO002534,2024-04-18,P00319,50,S046,88.99,3,Roche,Rome,Italie,0.54,4,4449.5,-1,0,4,1
PO002535,2024-01-26,P00940,100,S009,298.19,3,Fischer,Lisbonne,Portugal,0.61,9,29819.0,-6,0,1,1
PO002536,2024-07-21,P00025,100,S029,81.13,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,8113.0,-1,0,7,1
PO002537,2024-07-08,P00553,200,S012,83.17,4,Lucas,Stockholm,Suède,1.0,11,16634.0,-7,0,7,1
PO002538,2024-02-13,P00100,200,S028,14.65,2,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2930.0,-6,0,2,1
PO002539,2024-06-11,P00267,75,S008,178.87,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,13415.25,-2,0,6,1
PO002540,2024-08-09,P00539,50,S010,120.58,5,Pelletier,Paris,France,0.98,3,6029.0,2,2,8,0
PO002541,2024-01-23,P00329,75,S008,38.43,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,2882.25,7,7,1,0
PO002542,2024-10-12,P00207,50,S029,274.84,7,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,13741.999999999998,1,1,10,0
PO002543,2024-07-06,P00473,50,S002,111.85,5,Morvan,Paris,France,0.86,9,5592.5,-4,0,7,1
PO002544,2024-05-18,P00457,75,S008,164.17,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,12312.749999999998,1,1,5,0
PO002545,2024-07-23,P00333,100,S028,49.88,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4988.0,2,2,7,0
PO002546,2024-07-18,P00457,75,S028,191.92,4,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,14393.999999999998,-4,0,7,1
PO002547,2024-01-01,P00590,300,S008,134.15,14,Gaillard S.A.,Berlin,Allemagne,0.64,7,40245.0,7,7,1,0
PO002548,2024-12-25,P00498,50,S046,219.31,5,Roche,Rome,Italie,0.54,4,10965.5,1,1,12,0
PO002549,2024-08-21,P00906,50,S008,166.86,3,Gaillard S.A.,Berlin,Allemagne,0.64,7,8343.0,-4,0,8,1
PO002550,2024-07-03,P00469,100,S050,108.33,7,Carlier SA,Bruxelles,Belgique,0.64,11,10833.0,-4,0,7,1
PO002551,2024-02-14,P00583,100,S008,27.46,8,Gaillard S.A.,Berlin,Allemagne,0.64,7,2746.0,1,1,2,0
PO002552,2024-04-14,P00601,10,S028,288.48,13,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,2884.8,5,5,4,0
PO002553,2024-12-25,P00514,50,S037,245.65,7,Charles SARL,Helsinki,Finlande,0.54,8,12282.5,-1,0,12,1
PO002554,2024-07-31,P00396,50,S014,234.32,4,Guillon,Rome,Italie,0.91,7,11716.0,-3,0,7,1
PO002555,2024-07-07,P00753,150,S029,222.95,5,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,33442.5,-1,0,7,1
PO002556,2024-10-03,P00395,200,S028,187.51,14,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,37502.0,6,6,10,0
PO002557,2024-03-10,P00709,50,S029,181.38,14,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,9069.0,8,8,3,0
PO002558,2024-09-16,P00430,25,S002,135.84,12,Morvan,Paris,France,0.86,9,3396.0,3,3,9,0
PO002559,2024-12-19,P00953,25,S032,165.22,13,Munoz SA,Dublin,Irlande,0.53,4,4130.5,9,9,12,0
PO002560,2024-12-24,P00380,25,S029,84.68,6,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,2117.0,0,0,12,1
PO002561,2024-08-10,P00757,25,S002,163.77,9,Morvan,Paris,France,0.86,9,4094.2500000000005,0,0,8,1
PO002562,2024-08-07,P00880,25,S029,18.79,12,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,469.75,6,6,8,0
PO002563,2024-05-18,P00064,75,S008,89.42,4,Gaillard S.A.,Berlin,Allemagne,0.64,7,6706.5,-3,0,5,1
PO002564,2024-08-21,P00157,50,S029,77.36,3,Fontaine Lopes S.A.,Helsinki,Finlande,0.54,6,3868.0,-3,0,8,1
PO002565,2024-02-15,P00204,75,S012,168.2,5,Lucas,Stockholm,Suède,1.0,11,12615.0,-6,0,2,1
PO002566,2024-04-17,P00982,50,S011,276.82,2,Leblanc,Rome,Italie,0.5,3,13841.0,-1,0,4,1
PO002567,2024-01-28,P00327,150,S008,115.15,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,17272.5,0,0,1,1
PO002568,2024-04-30,P00130,300,S008,216.68,7,Gaillard S.A.,Berlin,Allemagne,0.64,7,65004.0,0,0,4,1
PO002569,2024-04-21,P00058,50,S028,243.23,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,12161.5,0,0,4,1
PO002570,2024-01-04,P00226,10,S046,44.07,7,Roche,Rome,Italie,0.54,4,440.7,3,3,1,0
PO002571,2024-05-10,P00302,25,S028,185.18,10,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,4629.5,2,2,5,0
PO002572,2024-08-21,P00454,25,S008,141.92,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,3547.9999999999995,4,4,8,0
PO002573,2024-06-27,P00029,50,S012,119.04,12,Lucas,Stockholm,Suède,1.0,11,5952.0,1,1,6,0
PO002574,2024-01-09,P00250,100,S028,126.48,8,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,12648.0,0,0,1,1
PO002575,2024-06-12,P00542,75,S020,293.63,3,Baudry,Paris,France,0.57,8,22022.25,-5,0,6,1
PO002576,2024-12-09,P00764,25,S008,54.95,11,Gaillard S.A.,Berlin,Allemagne,0.64,7,1373.75,4,4,12,0
PO002577,2024-05-11,P00732,150,S028,208.94,9,Delattre Blot S.A.,Berlin,Allemagne,0.74,8,31341.0,1,1,5,0
PO002578,2024-03-20,P00965,25,S008,216.24,5,Gaillard S.A.,Berlin,Allemagne,0.64,7,5406.0,-2,0,3,1
