id_commande,date_commande,id_produit,quantité,entrepôt,statut,date_retour,motif
O014645,2024-02-08,P00765,15,Marseille,Livré,null,null
O014646,2024-10-26,P00523,2,Marseille,Livré,null,null
O014647,2024-12-16,P00551,1,Marseille,Livré,null,null
O014649,2024-12-30,P00677,3,Paris,Expédié,null,null
O014650,2024-02-16,P00876,5,Marseille,Livré,null,null
O014651,2024-12-02,P00343,10,Paris,Livré,null,null
O014652,2024-09-13,P00037,3,Marseille,Livré,null,null
O014653,2024-06-15,P00693,3,Marseille,Expédié,null,null
O014654,2024-07-03,P00025,2,Marseille,Livré,null,null
O014655,2024-08-23,P00515,5,Paris,Livré,null,null
O014656,2024-02-29,P00234,20,Paris,Expédié,null,null
O014657,2024-11-28,P00009,1,Paris,Expédié,null,null
O014660,2024-08-06,P00093,10,Marseille,Expédié,2024-08-16,Produit abîmé
O014661,2024-01-02,P00017,3,Lyon,Livré,null,null
O014662,2024-01-27,P00594,2,Paris,Livré,null,null
O014663,2024-08-21,P00921,15,Lyon,Livré,null,null
O014664,2024-11-06,P00396,3,Lyon,Livré,null,null
O014666,2024-02-27,P00902,2,Marseille,Expédié,null,null
O014667,2024-08-07,P00984,1,Lyon,Livré,null,null
O014668,2024-12-12,P00226,1,Paris,Expédié,null,null
O014669,2024-07-15,P00207,10,Lyon,Expédié,null,null
O014670,2024-12-21,P00843,5,Paris,Livré,null,null
O014671,2024-10-20,P00152,12,Paris,Livré,null,null
O014672,2024-10-31,P00091,1,Marseille,Livré,null,null
O014673,2024-12-17,P00366,1,Marseille,Livré,null,null
O014674,2024-12-21,P00106,1,Marseille,Livré,null,null
O014675,2024-03-28,P00535,3,Lyon,Livré,2024-04-05,Mauvaise référence
O014678,2024-10-30,P00096,20,Paris,Expédié,null,null
O014679,2024-11-18,P00827,5,Marseille,Expédié,null,null
O014680,2024-02-25,P00355,2,Lyon,Livré,null,null
O014681,2024-10-29,P00212,10,Paris,Livré,null,null
O014682,2024-01-26,P00222,8,Paris,Livré,null,null
O014683,2024-05-11,P00895,1,Paris,Expédié,null,null
O014684,2024-10-13,P00658,8,Paris,Expédié,null,null
O014685,2024-03-11,P00271,2,Marseille,Expédié,null,null
O014687,2024-01-21,P00507,1,Lyon,Livré,null,null
O014688,2024-12-04,P00612,1,Paris,Livré,null,null
O014691,2024-08-30,P00800,3,Paris,Expédié,null,null
O014692,2024-07-21,P00417,2,Lyon,Livré,null,null
O014693,2024-12-20,P00755,2,Marseille,Livré,null,null
O014694,2024-12-22,P00377,1,Marseille,Livré,null,null
O014695,2024-12-17,P00795,8,Marseille,Expédié,null,null
O014696,2024-12-02,P00024,20,Lyon,Expédié,null,null
O014697,2024-12-05,P00466,8,Paris,Livré,null,null
O014699,2024-02-14,P00336,2,Paris,Livré,null,null
O014700,2024-04-22,P00931,1,Paris,Expédié,null,null
O014703,2024-11-12,P00873,1,Marseille,Expédié,null,null
O014704,2024-11-24,P00702,1,Paris,Livré,null,null
O014705,2024-04-03,P00035,3,Lyon,Expédié,null,null
O014706,2024-01-03,P00979,5,Marseille,Expédié,null,null
O014707,2024-04-23,P00318,5,Lyon,Livré,null,null
O014708,2024-11-24,P00307,5,Lyon,Livré,null,null
O014709,2024-12-05,P00233,2,Paris,Livré,null,null
O014710,2024-05-15,P00198,2,Paris,Livré,2024-06-05,Client insatisfait
O014711,2024-10-09,P00944,5,Paris,Expédié,null,null
O014712,2024-09-02,P00451,2,Paris,Livré,null,null
O014713,2024-12-13,P00558,1,Lyon,Livré,null,null
O014714,2024-03-05,P00881,2,Lyon,Livré,null,null
O014715,2024-12-08,P00002,2,Marseille,Expédié,null,null
O014716,2024-09-18,P00462,1,Paris,Livré,null,null
O014718,2024-03-14,P00895,10,Lyon,Livré,null,null
O014719,2024-12-06,P00080,10,Paris,Livré,null,null
O014720,2024-12-15,P00878,1,Paris,Livré,null,null
O014721,2024-01-22,P00810,1,Marseille,Livré,null,null
O014722,2024-10-07,P00881,8,Marseille,Livré,null,null
O014723,2024-10-07,P00144,1,Lyon,Expédié,null,null
O014724,2024-10-02,P00931,2,Lyon,Expédié,null,null
O014725,2024-06-23,P00037,1,Paris,Livré,null,null
O014727,2024-11-29,P00901,1,Marseille,Livré,null,null
O014728,2024-04-22,P00135,8,Paris,Livré,null,null
O014729,2024-09-17,P00398,8,Marseille,Livré,null,null
O014730,2024-01-10,P00466,1,Marseille,Expédié,null,null
O014731,2024-12-14,P00532,2,Lyon,Livré,null,null
O014732,2024-10-12,P00334,1,Marseille,Livré,null,null
O014733,2024-12-31,P00740,1,Lyon,Livré,null,null
O014734,2024-11-23,P00840,20,Paris,Expédié,null,null
O014735,2024-12-19,P00746,5,Lyon,Livré,null,null
O014736,2024-02-03,P00366,3,Marseille,Livré,null,null
O014737,2024-04-23,P00362,8,Paris,Livré,null,null
O014738,2024-02-21,P00707,10,Marseille,Livré,null,null
O014739,2024-11-25,P00516,8,Marseille,Expédié,null,null
O014740,2024-02-05,P00205,1,Lyon,Livré,null,null
O014741,2024-03-03,P00334,1,Paris,Livré,null,null
O014742,2024-11-30,P00193,5,Lyon,Expédié,null,null
O014743,2024-12-09,P00865,2,Lyon,Livré,null,null
O014745,2024-09-07,P00952,20,Lyon,Livré,null,null
O014746,2024-04-19,P00133,5,Lyon,Livré,null,null
O014747,2024-12-22,P00658,15,Paris,Livré,null,null
O014749,2024-12-19,P00327,1,Paris,Expédié,null,null
O014750,2024-01-29,P00373,10,Lyon,Expédié,null,null
O014751,2024-12-04,P00681,2,Marseille,Livré,null,null
O014752,2024-12-24,P00128,20,Lyon,Livré,null,null
O014753,2024-04-22,P00404,1,Lyon,Livré,null,null
O014755,2024-06-29,P00603,3,Marseille,Livré,null,null
O014756,2024-12-16,P00136,8,Marseille,Expédié,null,null
O014757,2024-11-15,P00233,2,Lyon,Livré,null,null
O014758,2024-01-02,P00473,3,Paris,Livré,null,null
O014759,2024-11-13,P00414,20,Lyon,Livré,null,null
O014762,2024-09-13,P00250,2,Lyon,Livré,null,null
O014763,2024-08-17,P00121,5,Marseille,Livré,null,null
O014764,2024-01-28,P00710,1,Paris,Livré,null,null
O014765,2024-06-21,P00653,10,Marseille,Livré,null,null
O014766,2024-12-31,P00620,5,Marseille,Livré,2025-01-07,Mauvaise référence
O014767,2024-10-13,P00341,2,Marseille,Expédié,null,null
O014769,2024-01-16,P00226,1,Marseille,Livré,null,null
O014770,2024-01-25,P00046,3,Marseille,Livré,2024-02-24,Produit abîmé
O014771,2024-11-26,P00362,1,Lyon,Expédié,null,null
O014772,2024-11-10,P00463,1,Lyon,Livré,null,null
O014773,2024-01-27,P00906,5,Lyon,Expédié,2024-02-07,Livraison incomplète
O014774,2024-12-16,P00839,1,Marseille,Expédié,null,null
O014775,2024-12-03,P00026,1,Paris,Livré,null,null
O014776,2024-06-20,P00710,5,Lyon,Livré,null,null
O014777,2024-12-22,P00106,1,Paris,Livré,null,null
O014778,2024-10-10,P00143,2,Lyon,Expédié,null,null
O014779,2024-01-18,P00024,1,Marseille,Livré,null,null
O014780,2024-12-06,P00063,3,Marseille,Livré,null,null
O014783,2024-08-05,P00029,5,Lyon,Expédié,null,null
O014784,2024-02-19,P00791,8,Lyon,Livré,null,null
O014785,2024-12-27,P00938,2,Lyon,Livré,null,null
O014786,2024-03-18,P00462,1,Marseille,Livré,2024-03-24,Client insatisfait
O014788,2024-01-16,P00938,1,Lyon,Expédié,null,null
O014790,2024-02-09,P00184,2,Lyon,Expédié,null,null
O014791,2024-11-17,P00655,15,Marseille,Expédié,null,null
O014792,2024-06-26,P00193,1,Lyon,Expédié,null,null
O014794,2024-01-16,P00105,2,Marseille,Expédié,null,null
O014795,2024-12-13,P00620,1,Paris,Livré,2024-12-23,Produit abîmé
O014796,2024-02-03,P00326,5,Lyon,Livré,null,null
O014797,2024-09-05,P00765,5,Lyon,Expédié,null,null
O014799,2024-02-27,P00373,5,Marseille,Livré,null,null
O014800,2024-12-06,P00489,10,Lyon,Livré,null,null
O014801,2024-10-12,P00212,3,Marseille,Livré,null,null
O014802,2024-10-14,P00612,1,Paris,Expédié,null,null
O014804,2024-08-11,P00070,2,Lyon,Livré,null,null
O014805,2024-12-24,P00924,5,Marseille,Livré,null,null
O014806,2024-11-05,P00225,5,Lyon,Expédié,null,null
O014807,2024-10-07,P00906,3,Marseille,Livré,null,null
O014808,2024-09-13,P00986,5,Marseille,Livré,null,null
O014809,2024-08-17,P00894,5,Paris,Expédié,null,null
O014810,2024-01-09,P00532,10,Paris,Livré,null,null
O014812,2024-02-18,P00467,3,Marseille,Livré,null,null
O014813,2024-09-23,P00521,8,Marseille,Livré,2024-10-02,Livraison incomplète
O014814,2024-11-10,P00136,1,Marseille,Expédié,2024-11-29,Mauvaise référence
O014815,2024-01-09,P00106,5,Marseille,Expédié,null,null
O014816,2024-12-13,P00733,12,Marseille,Livré,null,null
O014818,2024-08-14,P00357,2,Marseille,Livré,null,null
O014819,2024-12-05,P00220,8,Paris,Expédié,null,null
O014820,2024-05-03,P00414,8,Lyon,Livré,null,null
O014821,2024-04-14,P00503,1,Lyon,Livré,null,null
O014824,2024-12-12,P00808,3,Marseille,Expédié,null,null
O014825,2024-12-11,P00037,1,Lyon,Livré,null,null
O014826,2024-10-12,P00044,15,Lyon,Expédié,null,null
O014827,2024-09-02,P00732,8,Lyon,Livré,null,null
O014828,2024-08-30,P00006,1,Marseille,Livré,null,null
O014829,2024-03-16,P00357,1,Lyon,Livré,null,null
O014830,2024-02-25,P00536,3,Paris,Expédié,null,null
O014831,2024-11-21,P00032,2,Marseille,Livré,null,null
O014832,2024-11-18,P00948,1,Paris,Livré,null,null
O014834,2024-12-13,P00789,3,Lyon,Livré,null,null
O014835,2024-11-11,P00630,2,Marseille,Livré,null,null
O014836,2024-10-23,P00336,1,Paris,Expédié,null,null
O014837,2024-09-05,P00952,8,Lyon,Expédié,null,null
O014838,2024-12-03,P00240,12,Paris,Livré,null,null
O014839,2024-08-29,P00610,8,Marseille,Expédié,null,null
O014840,2024-04-06,P00688,10,Marseille,Livré,null,null
O014841,2024-12-28,P00865,1,Paris,Livré,null,null
O014842,2024-12-19,P00258,2,Paris,Livré,null,null
O014843,2024-09-14,P00968,1,Lyon,Livré,null,null
O014844,2024-01-30,P00170,8,Lyon,Livré,null,null
O014845,2024-12-05,P00202,15,Paris,Expédié,null,null
O014846,2024-11-23,P00040,5,Paris,Livré,null,null
O014847,2024-11-10,P00319,10,Marseille,Expédié,null,null
O014848,2024-12-30,P00633,5,Paris,Livré,null,null
O014849,2024-11-19,P00832,2,Marseille,Livré,null,null
O014850,2024-03-12,P00305,2,Marseille,Livré,null,null
O014851,2024-12-13,P00733,1,Marseille,Livré,null,null
O014852,2024-11-09,P00594,1,Lyon,Livré,null,null
O014853,2024-10-17,P00762,5,Lyon,Livré,null,null
O014854,2024-08-12,P00971,2,Lyon,Livré,null,null
O014855,2024-09-12,P00878,3,Lyon,Livré,null,null
O014858,2024-06-30,P00654,3,Paris,Livré,null,null
O014859,2024-12-04,P00912,2,Lyon,Livré,null,null
O014860,2024-06-13,P00152,3,Paris,Livré,null,null
O014861,2024-04-12,P00558,3,Marseille,Livré,null,null
O014862,2024-08-27,P00893,2,Paris,Livré,null,null
O014863,2024-09-04,P00713,10,Paris,Livré,null,null
O014864,2024-01-29,P00974,3,Lyon,Livré,null,null
O014865,2024-10-15,P00373,5,Paris,Expédié,null,null
O014866,2024-11-14,P00128,12,Marseille,Livré,null,null
O014868,2024-01-13,P00357,10,Paris,Livré,null,null
O014869,2024-12-12,P00099,12,Paris,Expédié,null,null
O014870,2024-12-25,P00398,2,Lyon,Expédié,null,null
O014871,2024-03-01,P00839,1,Lyon,Expédié,null,null
O014872,2024-10-06,P00691,2,Lyon,Livré,null,null
O014873,2024-01-14,P00699,2,Lyon,Livré,null,null
O014874,2024-10-08,P00149,12,Paris,Livré,null,null
O014875,2024-02-07,P00355,5,Lyon,Livré,null,null
O014878,2024-08-19,P00413,1,Lyon,Expédié,null,null
O014879,2024-11-04,P00370,1,Paris,Expédié,2024-11-26,Produit abîmé
O014880,2024-11-13,P00696,1,Marseille,Livré,null,null
O014881,2024-01-22,P00979,5,Marseille,Livré,null,null
O014882,2024-01-10,P00002,8,Lyon,Livré,null,null
O014884,2024-10-10,P00791,10,Marseille,Livré,null,null
O014885,2024-05-08,P00239,15,Paris,Livré,null,null
O014886,2024-11-25,P00594,1,Marseille,Livré,null,null
O014887,2024-04-26,P00121,2,Lyon,Expédié,null,null
O014889,2024-04-09,P00121,1,Paris,Livré,null,null
O014890,2024-05-19,P00478,2,Marseille,Livré,null,null
O014891,2024-12-08,P00518,12,Lyon,Livré,null,null
O014893,2024-07-07,P00205,3,Paris,Expédié,null,null
O014894,2024-12-20,P00886,8,Marseille,Livré,null,null
O014895,2024-01-20,P00526,3,Lyon,Expédié,2024-02-06,Client insatisfait
O014896,2024-12-03,P00999,1,Paris,Livré,null,null
O014897,2024-02-17,P00612,1,Marseille,Livré,null,null
O014898,2024-05-31,P00170,3,Lyon,Expédié,null,null
O014899,2024-11-02,P00063,5,Marseille,Expédié,null,null
O014900,2024-09-14,P00133,1,Marseille,Livré,null,null
O014901,2024-10-30,P00890,8,Marseille,Expédié,null,null
O014902,2024-03-16,P00305,8,Lyon,Livré,null,null
O014903,2024-02-05,P00105,2,Lyon,Livré,null,null
O014904,2024-07-02,P00865,8,Lyon,Livré,null,null
O014905,2024-03-21,P00931,2,Lyon,Expédié,null,null
O014906,2024-10-03,P00198,5,Lyon,Livré,null,null
O014907,2024-03-21,P00039,8,Marseille,Expédié,null,null
O014908,2024-11-03,P00503,20,Paris,Expédié,null,null
O014909,2024-01-22,P00535,2,Paris,Livré,null,null
O014910,2024-02-29,P00156,2,Paris,Livré,null,null
O014911,2024-03-31,P00170,1,Marseille,Livré,null,null
O014912,2024-12-20,P00738,1,Lyon,Livré,2024-12-28,Livraison incomplète
O014913,2024-03-06,P00923,5,Paris,Livré,null,null
O014914,2024-10-05,P00039,12,Marseille,Expédié,null,null
O014915,2024-12-30,P00377,2,Marseille,Expédié,null,null
O014916,2024-02-14,P00924,1,Lyon,Livré,null,null
O014917,2024-05-29,P00780,2,Lyon,Livré,null,null
O014919,2024-08-19,P00202,3,Marseille,Livré,null,null
O014920,2024-03-02,P00440,2,Lyon,Livré,null,null
O014921,2024-12-24,P00435,1,Lyon,Livré,null,null
O014922,2024-12-13,P00447,8,Lyon,Livré,null,null
O014923,2024-12-08,P00055,1,Paris,Livré,2024-12-22,Mauvaise référence
O014924,2024-12-06,P00121,3,Marseille,Livré,null,null
O014926,2024-01-22,P00184,8,Paris,Livré,2024-02-05,Mauvaise référence
O014927,2024-12-23,P00037,2,Lyon,Expédié,null,null
O014928,2024-11-18,P00767,5,Paris,Expédié,null,null
O014929,2024-12-09,P00778,5,Lyon,Expédié,null,null
O014930,2024-12-21,P00188,5,Marseille,Livré,null,null
O014931,2024-01-08,P00603,2,Paris,Livré,null,null
O014934,2024-10-19,P00143,2,Lyon,Livré,null,null
O014937,2024-12-24,P00895,10,Lyon,Expédié,2025-01-13,Produit abîmé
O014938,2024-12-28,P00334,8,Paris,Expédié,null,null
O014939,2024-01-28,P00463,2,Lyon,Expédié,null,null
O014940,2024-11-06,P00035,1,Marseille,Livré,null,null
O014941,2024-10-27,P00876,1,Paris,Expédié,2024-11-12,Produit abîmé
O014942,2024-03-09,P00240,1,Marseille,Livré,null,null
O014944,2024-09-02,P00954,3,Paris,Livré,null,null
O014946,2024-03-25,P00296,1,Paris,Livré,null,null
O014947,2024-08-30,P00212,2,Paris,Livré,null,null
O014948,2024-06-23,P00226,8,Paris,Livré,2024-07-21,Mauvaise référence
O014949,2024-04-21,P00802,2,Paris,Livré,null,null
O014950,2024-12-18,P00713,8,Lyon,Livré,null,null
O014951,2024-03-19,P00334,8,Marseille,Livré,null,null
O014952,2024-06-27,P00488,1,Lyon,Livré,null,null
O014953,2024-02-26,P00931,8,Marseille,Livré,null,null
O014955,2024-11-19,P00452,8,Lyon,Expédié,null,null
O014958,2024-06-20,P00466,2,Lyon,Expédié,2024-07-14,Mauvaise référence
O014960,2024-01-30,P00881,1,Paris,Expédié,null,null
O014961,2024-11-25,P00152,3,Marseille,Livré,null,null
O014962,2024-11-19,P00631,12,Paris,Livré,null,null
O014963,2024-12-10,P00699,5,Marseille,Expédié,null,null
O014964,2024-05-13,P00906,1,Lyon,Livré,null,null
O014965,2024-06-13,P00048,5,Paris,Livré,null,null
O014966,2024-12-14,P00921,2,Lyon,Expédié,null,null
O014967,2024-10-08,P00952,3,Paris,Expédié,null,null
O014968,2024-07-04,P00343,8,Lyon,Livré,null,null
O014969,2024-06-03,P00876,3,Marseille,Livré,null,null
O014970,2024-11-15,P00905,8,Lyon,Livré,null,null
O014973,2024-12-01,P00755,8,Marseille,Livré,null,null
O014975,2024-08-18,P00063,5,Lyon,Livré,2024-08-29,Livraison incomplète
O014976,2024-11-18,P00371,1,Paris,Expédié,null,null
O014977,2024-12-28,P00691,10,Marseille,Livré,null,null
O014978,2024-12-25,P00149,12,Paris,Livré,null,null
O014979,2024-02-26,P00413,1,Marseille,Livré,null,null
O014980,2024-03-25,P00809,3,Paris,Livré,null,null
O014981,2024-08-03,P00226,2,Paris,Livré,null,null
O014982,2024-09-02,P00466,8,Paris,Livré,null,null
O014983,2024-01-13,P00007,8,Lyon,Expédié,null,null
O014985,2024-03-13,P00253,1,Lyon,Livré,null,null
O014986,2024-10-13,P00418,10,Paris,Livré,null,null
O014987,2024-02-07,P00510,1,Marseille,Livré,null,null
O014988,2024-12-07,P00558,8,Marseille,Expédié,null,null
O014989,2024-12-25,P00467,3,Lyon,Livré,null,null
O014990,2024-12-08,P00729,2,Paris,Livré,null,null
O014991,2024-02-18,P00265,1,Paris,Livré,null,null
O014992,2024-12-28,P00831,1,Paris,Livré,null,null
O014993,2024-06-16,P00912,5,Marseille,Expédié,null,null
O014994,2024-12-07,P00631,3,Lyon,Expédié,null,null
O014996,2024-01-01,P00133,1,Marseille,Expédié,null,null
O014997,2024-03-28,P00697,1,Marseille,Expédié,null,null
O014999,2024-01-28,P00627,1,Lyon,Livré,null,null
O015000,2024-11-13,P00603,8,Lyon,Expédié,null,null
O015001,2024-02-14,P00767,5,Lyon,Expédié,null,null
O015002,2024-10-07,P00143,1,Lyon,Expédié,null,null
O015003,2024-11-10,P00550,3,Lyon,Livré,null,null
O015004,2024-03-25,P00521,1,Marseille,Livré,null,null
O015005,2024-01-08,P00375,12,Marseille,Livré,null,null
O015006,2024-12-15,P00158,12,Paris,Livré,null,null
O015007,2024-10-03,P00518,5,Lyon,Expédié,null,null
O015009,2024-02-24,P00470,12,Paris,Expédié,null,null
O015010,2024-03-12,P00646,8,Lyon,Expédié,null,null
O015013,2024-10-31,P00044,10,Marseille,Expédié,null,null
O015014,2024-05-05,P00011,3,Paris,Livré,null,null
O015015,2024-11-23,P00890,2,Lyon,Livré,null,null
O015016,2024-02-04,P00451,1,Marseille,Expédié,null,null
O015017,2024-11-18,P00948,2,Lyon,Livré,null,null
O015018,2024-02-02,P00742,5,Marseille,Expédié,null,null
O015019,2024-03-22,P00093,1,Paris,Expédié,null,null
O015020,2024-02-22,P00170,2,Paris,Expédié,null,null
O015021,2024-02-18,P00377,3,Paris,Livré,null,null
O015023,2024-12-12,P00629,1,Marseille,Expédié,null,null
O015024,2024-12-08,P00633,3,Paris,Expédié,null,null
O015025,2024-10-01,P00379,12,Lyon,Livré,null,null
O015026,2024-05-08,P00613,8,Marseille,Expédié,2024-05-20,Produit abîmé
O015027,2024-06-05,P00257,5,Paris,Expédié,null,null
O015028,2024-12-17,P00256,3,Lyon,Livré,null,null
O015029,2024-02-20,P00026,3,Paris,Expédié,null,null
O015030,2024-04-29,P00128,1,Marseille,Livré,null,null
O015031,2024-09-03,P00452,12,Lyon,Expédié,null,null
O015032,2024-10-11,P00859,1,Marseille,Livré,null,null
O015033,2024-02-17,P00541,1,Paris,Expédié,null,null
O015034,2024-01-05,P00895,8,Lyon,Livré,null,null
O015035,2024-12-09,P00952,1,Lyon,Livré,null,null
O015036,2024-08-10,P00090,2,Paris,Expédié,null,null
O015037,2024-12-12,P00488,1,Paris,Livré,null,null
O015038,2024-06-20,P00099,1,Marseille,Expédié,null,null
O015039,2024-05-16,P00355,1,Paris,Livré,null,null
O015040,2024-12-23,P00738,1,Paris,Expédié,null,null
O015041,2024-03-22,P00933,5,Marseille,Expédié,null,null
O015042,2024-03-15,P00371,10,Marseille,Livré,null,null
O015043,2024-11-25,P00906,2,Marseille,Livré,null,null
O015044,2024-11-03,P00952,10,Paris,Expédié,null,null
O015045,2024-06-09,P00193,1,Lyon,Livré,null,null
O015046,2024-11-18,P00175,2,Marseille,Livré,null,null
O015047,2024-05-28,P00543,1,Paris,Livré,null,null
O015048,2024-05-18,P00024,5,Paris,Livré,null,null
O015049,2024-09-08,P00558,2,Lyon,Livré,null,null
O015050,2024-12-29,P00968,5,Lyon,Livré,2025-01-22,Produit abîmé
O015051,2024-12-30,P00106,8,Marseille,Livré,null,null
O015053,2024-07-10,P00485,3,Marseille,Livré,null,null
O015054,2024-12-14,P00292,5,Paris,Expédié,null,null
O015055,2024-12-13,P00452,12,Lyon,Expédié,null,null
O015056,2024-02-12,P00418,2,Lyon,Livré,null,null
O015057,2024-11-24,P00994,2,Lyon,Livré,null,null
O015058,2024-10-28,P00933,5,Paris,Expédié,null,null
O015059,2024-02-23,P00029,5,Lyon,Livré,null,null
O015060,2024-10-31,P00490,1,Lyon,Expédié,null,null
O015061,2024-09-20,P00449,2,Lyon,Expédié,null,null
O015062,2024-06-08,P00487,3,Lyon,Livré,null,null
O015063,2024-02-04,P00554,2,Marseille,Livré,null,null
O015064,2024-12-16,P00633,1,Paris,Livré,null,null
O015065,2024-05-27,P00445,12,Lyon,Livré,null,null
O015066,2024-08-22,P00725,8,Paris,Livré,null,null
O015067,2024-12-10,P00410,3,Paris,Expédié,null,null
O015068,2024-10-10,P00296,5,Lyon,Livré,null,null
O015069,2024-04-18,P00370,12,Marseille,Livré,null,null
O015070,2024-09-29,P00404,1,Paris,Livré,null,null
O015073,2024-02-23,P00414,2,Lyon,Livré,null,null
O015074,2024-08-29,P00032,3,Marseille,Expédié,null,null
O015075,2024-12-27,P00205,8,Paris,Expédié,null,null
O015076,2024-11-24,P00940,1,Paris,Livré,null,null
O015078,2024-03-06,P00968,20,Paris,Livré,null,null
O015079,2024-07-07,P00071,3,Marseille,Livré,null,null
O015083,2024-01-22,P00372,2,Lyon,Livré,null,null
O015084,2024-12-30,P00366,2,Marseille,Expédié,null,null
O015085,2024-09-11,P00755,1,Paris,Livré,null,null
O015086,2024-12-13,P00518,8,Marseille,Livré,null,null
O015087,2024-12-18,P00435,15,Lyon,Livré,null,null
O015088,2024-11-22,P00032,2,Marseille,Livré,null,null
O015089,2024-12-26,P00343,15,Marseille,Livré,null,null
O015090,2024-11-03,P00017,10,Lyon,Livré,null,null
O015093,2024-08-25,P00149,3,Lyon,Livré,2024-09-06,Mauvaise référence
O015094,2024-11-27,P00417,5,Lyon,Livré,null,null
O015095,2024-12-05,P00371,2,Paris,Livré,null,null
O015097,2024-02-25,P00854,3,Marseille,Livré,null,null
O015099,2024-01-29,P00298,1,Marseille,Livré,null,null
O015100,2024-08-28,P00791,5,Lyon,Livré,2024-09-25,Mauvaise référence
O015101,2024-12-21,P00881,1,Lyon,Livré,null,null
O015103,2024-09-30,P00258,8,Marseille,Expédié,null,null
O015104,2024-03-16,P00904,10,Lyon,Livré,null,null
O015105,2024-08-12,P00688,1,Paris,Expédié,null,null
O015106,2024-11-09,P00810,2,Paris,Livré,null,null
O015107,2024-01-17,P00305,3,Lyon,Livré,null,null
O015108,2024-12-17,P00521,3,Lyon,Livré,null,null
O015109,2024-01-16,P00277,2,Lyon,Livré,null,null
O015111,2024-10-26,P00620,3,Marseille,Livré,2024-11-17,Mauvaise référence
O015112,2024-02-23,P00545,2,Paris,Expédié,null,null
O015113,2024-09-02,P00430,1,Marseille,Expédié,null,null
O015114,2024-04-26,P00301,1,Paris,Livré,null,null
O015115,2024-10-15,P00780,1,Paris,Livré,null,null
O015116,2024-03-11,P00152,8,Marseille,Expédié,null,null
O015117,2024-09-08,P00691,15,Marseille,Livré,null,null
O015118,2024-11-16,P00560,2,Lyon,Livré,2024-11-21,Client insatisfait
O015119,2024-01-06,P00413,3,Paris,Livré,null,null
O015120,2024-02-19,P00204,1,Lyon,Expédié,null,null
O015122,2024-07-05,P00459,3,Lyon,Expédié,null,null
O015123,2024-10-06,P00846,1,Paris,Expédié,null,null
O015124,2024-04-25,P00017,5,Lyon,Livré,null,null
O015125,2024-09-04,P00065,12,Lyon,Livré,null,null
O015127,2024-04-11,P00740,1,Marseille,Livré,2024-05-06,Mauvaise référence
O015128,2024-11-11,P00467,8,Marseille,Livré,null,null
O015129,2024-02-22,P00881,1,Marseille,Livré,null,null
O015130,2024-12-27,P00839,2,Lyon,Expédié,null,null
O015131,2024-01-18,P00451,1,Lyon,Livré,null,null
O015132,2024-09-30,P00236,2,Paris,Expédié,null,null
O015133,2024-03-24,P00008,1,Lyon,Expédié,2024-04-16,Mauvaise référence
O015134,2024-11-26,P00150,2,Marseille,Livré,null,null
O015136,2024-11-02,P00691,2,Marseille,Expédié,null,null
O015137,2024-12-20,P00751,2,Marseille,Expédié,null,null
O015139,2024-09-12,P00515,5,Paris,Expédié,null,null
O015140,2024-01-14,P00348,12,Marseille,Livré,null,null
O015141,2024-01-28,P00020,2,Marseille,Livré,null,null
O015142,2024-09-18,P00463,1,Lyon,Expédié,null,null
O015143,2024-11-16,P00751,2,Paris,Livré,null,null
O015144,2024-05-18,P00026,10,Marseille,Expédié,null,null
O015145,2024-06-30,P00010,3,Paris,Livré,null,null
O015146,2024-10-07,P00986,3,Lyon,Livré,null,null
O015147,2024-01-09,P00631,1,Paris,Livré,null,null
O015148,2024-12-10,P00377,2,Marseille,Livré,null,null
O015149,2024-11-30,P00846,2,Paris,Livré,null,null
O015150,2024-12-30,P00876,15,Paris,Livré,null,null
O015151,2024-04-16,P00928,10,Lyon,Livré,null,null
O015152,2024-01-09,P00765,1,Lyon,Livré,null,null
O015153,2024-03-20,P00205,3,Lyon,Livré,null,null
O015154,2024-05-15,P00014,1,Paris,Livré,2024-05-29,Client insatisfait
O015155,2024-11-30,P00931,2,Lyon,Livré,null,null
O015156,2024-12-18,P00190,10,Lyon,Expédié,null,null
O015157,2024-12-22,P00336,3,Lyon,Livré,null,null
O015158,2024-09-12,P00357,2,Marseille,Expédié,null,null
O015159,2024-03-18,P00641,1,Marseille,Livré,null,null
O015160,2024-01-07,P00044,8,Marseille,Livré,null,null
O015162,2024-10-10,P00350,5,Marseille,Expédié,null,null
O015163,2024-12-12,P00220,3,Paris,Livré,null,null
O015164,2024-12-11,P00893,1,Lyon,Expédié,null,null
O015166,2024-09-29,P00371,2,Paris,Livré,null,null
O015167,2024-11-10,P00629,15,Paris,Livré,null,null
O015168,2024-01-30,P00105,3,Paris,Livré,null,null
O015169,2024-12-11,P00521,2,Paris,Expédié,null,null
O015170,2024-11-22,P00343,3,Paris,Expédié,null,null
O015171,2024-12-24,P00106,8,Lyon,Livré,null,null
O015172,2024-11-12,P00435,2,Lyon,Livré,null,null
O015173,2024-09-24,P00613,1,Paris,Expédié,null,null
O015175,2024-04-13,P00929,3,Paris,Livré,null,null
O015176,2024-02-15,P00037,5,Lyon,Expédié,null,null
O015177,2024-09-06,P00541,5,Lyon,Expédié,null,null
O015179,2024-12-19,P00077,10,Paris,Livré,null,null
O015180,2024-11-12,P00653,2,Paris,Expédié,null,null
O015181,2024-08-01,P00810,1,Lyon,Livré,null,null
